,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
0,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717122702,,,0.0,0.0
1,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717130101.0,,,0.0,0.0
2,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717130101.0,,,0.0,0.0
3,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717130618.0,,,0.0,0.0
4,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,1~GD,0.0,0,20180717130618.0,,,0.0,0.0
5,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,,,,,,,,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717131205.0,,,0.0,0.0
6,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717131205.0,1087.0,,0.0,0.0
7,,,,,-13.5,0.83,13.5,0.83,158.5,0.83,158.5,0.83,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,58.0,1.0,20180717131206.0,1087.0,,0.0,0.0
8,,,,,-13.5,0.83,13.5,0.83,157.5,0.83,158.5,0.83,157.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,58.0,1.0,20180717131206.0,21077.0,,0.0,0.0
9,,,,,-13.5,0.83,13.5,0.83,157.5,0.83,157.5,0.83,157.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,50.0,1.0,20180717131215.0,21077.0,,0.0,0.0
10,,,,,-13.5,0.83,13.5,0.83,157.5,0.8,157.5,0.87,157.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,50.0,1.0,20180717131215.0,21077.0,,0.0,0.0
11,,,,,-13.5,0.83,13.5,0.83,157.5,0.8,157.5,0.87,157.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,42.0,1.0,20180717131223.0,21077.0,,0.0,0.0
12,,,,,-13.5,0.83,13.5,0.83,159.5,0.83,157.5,0.87,159.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,42.0,1.0,20180717131223.0,21077.0,,0.0,0.0
13,,,,,-13.5,0.83,13.5,0.83,159.5,0.83,159.5,0.83,159.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,0.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717131223.0,21077.0,,0.0,0.0
14,,,,,-14.5,0.83,14.5,0.83,159.5,0.83,159.5,0.83,-14.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,0.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717131223.0,21077.0,,0.0,0.0
15,,,,,-14.5,0.83,14.5,0.83,159.5,0.83,159.5,0.83,14.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,0.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717131223.0,21074.0,,0.0,0.0
16,,,,,-14.5,0.83,14.5,0.83,159.5,0.83,159.5,0.83,14.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,0.0,0.0,0.0,1,9.0,1~GD,40.0,1.0,20180717131224.0,21074.0,,0.0,0.0
17,,,,,-14.5,0.83,14.5,0.83,158.5,0.83,159.5,0.83,158.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2.0,0.0,0.0,0.0,1,9.0,1~GD,40.0,1.0,20180717131224.0,11077.0,,0.0,0.0
