,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
298,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,152.5,0.87,152.5,0.87,152.5,2.0,9220083.0,,0.0,3.0,0.0,7.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,24.0,0.0,1,9.0,GD,7.0,0,,21095.0,,0.0,0.0,"0.16,0.37"
299,44.0,5.0,第2节,第2节,4.5,0.87,-5.5,0.87,152.5,0.87,152.5,0.87,-5.5,2.0,9220083.0,,0.0,3.0,0.0,7.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,24.0,0.0,1,9.0,GD,7.0,0,,11077.0,,0.0,0.0,
300,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.87,152.5,0.87,154.5,0.87,5.5,2.0,9220083.0,,0.0,3.0,0.0,7.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,24.0,0.0,1,9.0,GD,7.0,0,,11077.0,,0.0,0.0,
301,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.87,154.5,0.87,154.5,0.87,154.5,2.0,9220083.0,,0.0,3.0,0.0,7.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,24.0,0.0,1,9.0,GD,7.0,0,,11077.0,,0.0,0.0,
302,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.87,154.5,0.87,154.5,0.87,154.5,2.0,9220083.0,,0.0,3.0,0.0,7.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,24.0,0.0,1,8.0,GD,58.0,0,,11077.0,,0.0,0.0,
303,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.87,154.5,0.87,154.5,0.87,154.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,26.0,24.0,0.0,1,8.0,GD,58.0,0,,11074.0,,0.0,0.0,"0.89,0.62"
304,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.87,154.5,0.87,154.5,0.87,154.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,7.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,26.0,0.0,1,8.0,GD,58.0,0,,21077.0,,0.0,0.0,
305,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.87,154.5,0.87,154.5,0.87,154.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,16.0,0.0,1,8.0,GD,58.0,0,,21074.0,,0.0,0.0,"0.15,0.71"
306,44.0,5.0,第2节,第2节,5.5,0.87,-4.5,0.87,154.5,0.87,154.5,0.87,-4.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,16.0,0.0,1,8.0,GD,58.0,0,,11077.0,,0.0,0.0,
307,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,154.5,0.87,155.5,0.87,4.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,16.0,0.0,1,8.0,GD,58.0,0,,11077.0,,0.0,0.0,
308,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,155.5,0.87,155.5,0.87,155.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,14.0,16.0,0.0,1,8.0,GD,58.0,0,,11077.0,,0.0,0.0,
309,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,155.5,0.87,155.5,0.87,155.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,58.0,0,,11077.0,,0.0,0.0,
310,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,155.5,0.87,155.5,0.87,155.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,43.0,0,,11077.0,,0.0,0.0,
311,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,155.5,0.87,155.5,0.87,155.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,43.0,0,,11077.0,,0.0,0.0,
312,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,155.5,0.87,155.5,0.87,155.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,42.0,0,,11077.0,,0.0,0.0,
313,44.0,5.0,第2节,第2节,4.5,0.83,-6.5,0.91,155.5,0.87,155.5,0.87,-6.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,42.0,0,,11077.0,,0.0,0.0,
314,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.91,155.5,0.87,157.5,0.83,6.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,42.0,0,,11077.0,,0.0,0.0,
315,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.91,157.5,0.91,157.5,0.83,157.5,2.0,9220083.0,,0.0,3.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,26.0,0.0,1,8.0,GD,42.0,0,,11077.0,,0.0,0.0,
316,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.91,157.5,0.91,157.5,0.83,157.5,2.0,9220083.0,,0.0,4.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,29.0,26.0,0.0,1,8.0,GD,42.0,0,,11075.0,,0.0,0.0,"0.89,0.92"
317,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.91,157.5,0.91,157.5,0.83,157.5,2.0,9220083.0,,0.0,4.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,29.0,26.0,0.0,1,8.0,GD,26.0,0,,21077.0,,0.0,0.0,
318,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.91,157.5,0.91,157.5,0.83,157.5,2.0,9220083.0,,0.0,4.0,0.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,29.0,0.0,1,8.0,GD,26.0,0,,21077.0,,0.0,0.0,
319,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.91,157.5,0.91,157.5,0.83,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,19.0,0.0,1,8.0,GD,26.0,0,,21075.0,,0.0,0.0,"0.29,0.28"
320,44.0,5.0,第2节,第2节,6.5,0.87,-4.5,0.87,157.5,0.91,157.5,0.83,-4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,16.0,19.0,0.0,1,8.0,GD,26.0,0,,11077.0,,0.0,0.0,
321,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.91,157.5,0.83,4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,26.0,0,,11077.0,,0.0,0.0,
322,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,160.5,0.87,160.5,0.87,160.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,26.0,0,,11077.0,,0.0,0.0,
323,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,160.5,0.87,160.5,0.87,160.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,10.0,0,,11077.0,,0.0,0.0,
324,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,160.5,0.87,160.5,0.87,160.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,10.0,0,,11077.0,,0.0,0.0,
325,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,160.5,0.87,160.5,0.87,160.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,0.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,4.0,0,,11077.0,,0.0,0.0,
326,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,160.5,0.87,160.5,0.87,160.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,1.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,4.0,0,,21086.0,,0.0,0.0,
327,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,159.5,0.91,159.5,0.83,159.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,1.0,50.0,0.0,19.0,29.0,0.0,1,8.0,GD,4.0,0,,11077.0,,0.0,0.0,
328,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,159.5,0.91,159.5,0.83,159.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,1.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,58.0,0,,11077.0,,0.0,0.0,
329,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,159.5,0.91,159.5,0.83,159.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,58.0,0,,21086.0,,0.0,0.0,
330,44.0,5.0,第2节,第2节,4.5,0.95,-4.5,0.8,159.5,0.87,159.5,0.87,159.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,58.0,0,,11077.0,,0.0,0.0,
331,44.0,5.0,第2节,第2节,4.5,0.95,-4.5,0.8,159.5,0.87,159.5,0.87,159.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,58.0,0,,11095.0,,0.0,0.0,"0.86,0.66"
332,44.0,5.0,第2节,第2节,4.5,0.95,-4.5,0.8,159.5,0.87,159.5,0.87,159.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,48.0,0,,21077.0,,0.0,0.0,
333,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,158.5,0.91,158.5,0.83,158.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,48.0,0,,21077.0,,0.0,0.0,
334,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,158.5,0.91,158.5,0.83,158.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,48.0,0,,21095.0,,0.0,0.0,"0.07,0.36"
335,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,158.5,0.91,158.5,0.83,158.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,39.0,0,,11077.0,,0.0,0.0,
336,44.0,5.0,第2节,第2节,4.5,0.8,-5.5,0.95,158.5,0.91,158.5,0.83,-5.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,39.0,0,,11077.0,,0.0,0.0,
337,44.0,5.0,第2节,第2节,5.5,0.8,-5.5,0.95,158.5,0.83,158.5,0.91,5.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,33.0,0,,11077.0,,0.0,0.0,
338,44.0,5.0,第2节,第2节,5.5,0.8,-5.5,0.95,158.5,0.83,158.5,0.91,5.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,33.0,0,,11095.0,,0.0,0.0,"0.89,0.42"
339,44.0,5.0,第2节,第2节,5.5,0.87,-4.5,0.87,158.5,0.83,158.5,0.91,-4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,33.0,0,,21077.0,,0.0,0.0,
340,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,158.5,0.83,157.5,0.87,4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,33.0,0,,21077.0,,0.0,0.0,
341,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,33.0,0,,21077.0,,0.0,0.0,
342,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,32.0,0,,21077.0,,0.0,0.0,
343,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,32.0,0,,21077.0,,0.0,0.0,
344,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,23.0,0,,21077.0,,0.0,0.0,
345,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,23.0,0,,11086.0,,0.0,0.0,
346,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.91,156.5,0.83,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,23.0,0,,21077.0,,0.0,0.0,
347,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.91,156.5,0.83,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,25.0,0,,21077.0,,0.0,0.0,
348,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,25.0,0,,21077.0,,0.0,0.0,
349,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,25.0,0,,21095.0,,0.0,0.0,"0.15,0.74"
350,44.0,5.0,第2节,第2节,4.5,0.83,-5.5,0.91,157.5,0.83,157.5,0.91,-5.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,25.0,0,,11077.0,,0.0,0.0,
351,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.91,157.5,0.83,156.5,0.91,5.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,25.0,0,,11077.0,,0.0,0.0,
352,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.91,156.5,0.83,156.5,0.91,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,25.0,0,,11077.0,,0.0,0.0,
353,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.91,156.5,0.83,156.5,0.91,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,12.0,0,,11077.0,,0.0,0.0,
354,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.91,156.5,0.83,156.5,0.91,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,12.0,0,,11077.0,,0.0,0.0,
355,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.91,156.5,0.83,156.5,0.91,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,11.0,0,,11077.0,,0.0,0.0,
356,44.0,5.0,第2节,第2节,5.5,0.87,-4.5,0.87,156.5,0.83,156.5,0.91,-4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,11.0,0,,21077.0,,0.0,0.0,
357,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.83,156.5,0.91,4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,1.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21077.0,,0.0,0.0,
358,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.83,156.5,0.91,4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,11086.0,,0.0,0.0,
359,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.83,156.5,0.91,4.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21077.0,,0.0,0.0,
360,44.0,5.0,第2节,第2节,4.5,0.95,-3.5,0.8,156.5,0.83,156.5,0.91,-3.5,2.0,9220083.0,1:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21078.0,,0.0,0.0,
361,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,156.5,0.83,157.5,0.87,3.5,2.0,9220083.0,1:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21078.0,,0.0,0.0,
362,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,1:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21078.0,,0.0,0.0,
363,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,157.5,0.87,157.5,0.87,157.5,2.0,9220083.0,1:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21080.0,,1.75,0.45,"0.20,0.50"
364,44.0,5.0,第2节,第2节,3.5,0.87,-4.5,0.87,157.5,0.87,157.5,0.87,-4.5,2.0,9220083.0,2:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21078.0,,1.75,0.45,"0.20,0.50"
365,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,157.5,0.87,156.5,0.87,4.5,2.0,9220083.0,2:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21078.0,,1.75,0.45,"0.20,0.50"
366,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.87,156.5,0.87,156.5,2.0,9220083.0,2:2,0.0,4.0,1.0,8.0,8.0,1.0,0.0,5.0,6.0,2.0,2.0,50.0,0.0,19.0,29.0,0.0,1,7.0,GD,8.0,0,,21078.0,,1.75,0.45,"0.20,0.50"
367,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.87,156.5,0.87,156.5,2.0,9220083.0,2:2,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,19.0,20.0,0.0,1,7.0,GD,8.0,0,,21079.0,,0.0,0.0,"0.20,0.50"
368,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,156.5,0.87,156.5,0.87,156.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,0.0,0.0,
369,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,0.0,0.0,
370,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,1.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
371,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,1.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
372,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,1.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
373,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,1.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
374,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,1.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
375,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,1.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
376,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
377,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
378,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
379,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
380,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,7.0,GD,8.0,0,,11077.0,,1.75,0.45,
381,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.91,157.5,0.83,157.5,0.91,157.5,2.0,9220083.0,,0.0,4.0,1.0,8.0,8.0,1.0,1.0,5.0,6.0,2.0,2.0,50.0,33.3,20.0,29.0,0.0,1,6.0,GD,59.0,0,,11077.0,,1.75,0.45,
