,AM,AS,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,-13.5,0.8695652173913043,13.5,0.8,122.5,0.8333333333333334,122.5,0.8333333333333334,,,,,,0.0,0.0,1.0,2.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,5.0,0,1,5.0,46.0,1,20180916153813,11077,0.1,5.5
1,,,,,-13.5,0.8333333333333334,13.5,0.8333333333333334,122.5,0.8333333333333334,122.5,0.8333333333333334,,,,,,0.0,0.0,1.0,2.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,5.0,0,1,5.0,43.0,1,20180916153815.0,21077.0,0.09090909090909091,5.75
2,,,,,-13.5,0.8333333333333334,13.5,0.8333333333333334,121.5,0.8695652173913043,121.5,0.8,,,,,,0.0,0.0,1.0,2.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,5.0,0,1,5.0,34.0,1,20180916153824.0,21077.0,0.09090909090909091,5.75
3,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,124.5,0.8,124.5,0.8695652173913043,,32.0,^,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,30.0,1,20180916153829.0,21074^11077,0.07142857142857142,6.5
4,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8695652173913043,123.5,0.8,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,29.0,1,20180916153829.0,11077.0,0.07142857142857142,6.5
5,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8695652173913043,123.5,0.8,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,27.0,0.0,20180916153831.0,11077.0,0.07142857142857142,6.5
6,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8695652173913043,123.5,0.8,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,27.0,1.0,20180916153913.0,11077.0,0.07142857142857142,6.5
7,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8695652173913043,123.5,0.8,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,27.0,1.0,20180916153914.0,11077.0,0.07142857142857142,6.5
8,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,26.0,1.0,20180916153914.0,11077.0,0.07142857142857142,6.5
9,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,17.0,1.0,20180916153922.0,11077.0,0.07142857142857142,6.5
10,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,12.0,1.0,20180916153928.0,11077.0,0.07142857142857142,6.5
11,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,6.0,0.0,20180916153934.0,11077.0,0.07142857142857142,6.5
12,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,6.0,0.0,20180916154000.0,11077.0,0.07142857142857142,6.5
13,,,,,-14.5,0.8333333333333334,14.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,,32.0,,,,0.0,0.0,1.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,2.0,7.0,0,1,5.0,5.0,0.0,20180916154000.0,11077.0,0.07142857142857142,6.5
