,AM,AS,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,252.5,0.8333333333333334,252.5,0.8333333333333334,,,,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,12.0,0.0,0,20181110015735,01083,0.5714285714285714,1.25
1,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,252.5,0.8333333333333334,252.5,0.8333333333333334,,,,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,12.0,0.0,0,20181110021300.0,01083,0.5714285714285714,1.25
2,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,252.5,0.8333333333333334,252.5,0.8333333333333334,,26.0,^,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,12.0,0.0,1.0,20181110021300.0,01089^11077,0.5714285714285714,1.25
3,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,252.5,0.8333333333333334,252.5,0.8333333333333334,,26.0,^,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,11.0,51.0,1.0,20181110021309.0,01089^11077,0.5714285714285714,1.25
4,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,11.0,48.0,1.0,20181110021312.0,21095.0,0.5714285714285714,1.25
5,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,11.0,48.0,1.0,20181110021313.0,21095.0,0.5714285714285714,1.25
6,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,11.0,39.0,1.0,20181110021322.0,11077.0,0.5714285714285714,1.25
7,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,0.0,75.0,90.9,65,68,0,1,11.0,38.0,0.0,20181110021323.0,11077.0,0.5714285714285714,1.25
8,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,^,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,1.0,75.0,90.9,65,68,0,1,11.0,38.0,0.0,20181110021359.0,21086^11077,0.5714285714285714,1.25
9,,,,3.0,-2.5,0.8333333333333334,2.5,0.8333333333333334,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,^,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,2.0,75.0,90.9,65,68,0,1,11.0,38.0,0.0,20181110021408.0,21086^11077,0.5714285714285714,1.25
10,,,,3.0,-2.5,0.8695652173913043,2.5,0.8,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,^,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,2.0,75.0,90.9,65,68,0,1,11.0,38.0,0.0,20181110021409.0,21086^11077,0.625,1.2
11,,,,3.0,-2.5,0.8695652173913043,2.5,0.8,252.5,0.8333333333333334,252.5,0.8333333333333334,,26.0,1:1,,,10.0,2.0,13.0,21.0,9.0,20.0,4.0,4.0,0.0,2.0,75.0,90.9,66,68,0,1,11.0,38.0,0.0,20181110021414.0,11078.0,0.6666666666666666,1.1
12,,,,3.0,-2.5,0.8695652173913043,2.5,0.8,252.5,0.8333333333333334,252.5,0.8333333333333334,,26.0,1:1^,,,10.0,2.0,13.0,21.0,10.0,20.0,4.0,4.0,0.0,2.0,76.9,90.9,66,68,0,1,11.0,38.0,1.0,20181110021428.0,11079^21077,0.6666666666666666,1.1
13,,,,3.0,-2.5,0.8695652173913043,2.5,0.8,251.5,0.8333333333333334,251.5,0.8333333333333334,,26.0,1:1^,,,10.0,2.0,13.0,21.0,10.0,20.0,4.0,4.0,0.0,2.0,76.9,90.9,66,68,0,1,11.0,29.0,1.0,20181110021437.0,11079^21077,0.6666666666666666,1.1
