,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-9.5,0.8333333333333334,9.5,0.8333333333333334,,,,,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,85,0,1,2.0,33.0,1,20181110015901,21077
1,,,4.0,-9.5,0.8333333333333334,9.5,0.8333333333333334,,,,,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,85,0,1,2.0,24.0,1,20181110015909.0,21077
2,,,4.0,-11.5,0.8333333333333334,11.5,0.8333333333333334,8.0,^,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,2.0,17.0,1,20181110015917.0,21075^11077
3,,,4.0,-11.5,0.8333333333333334,11.5,0.8333333333333334,8.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,2.0,8.0,1,20181110015926.0,11077.0
4,,,4.0,-11.5,0.8333333333333334,11.5,0.8333333333333334,8.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,2.0,6.0,0.0,20181110015928.0,11077.0
5,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,8.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,2.0,6.0,0.0,20181110015929.0,21077.0
6,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,8.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,2.0,6.0,1.0,20181110015933.0,21077.0
7,,,4.0,-12.5,0.0,12.5,0.0,1.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,1.0,57.0,1.0,20181110015942.0,21077.0
8,,,4.0,-12.5,0.0,12.5,0.0,1.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,1.0,48.0,1.0,20181110015950.0,21077.0
9,,,4.0,-12.5,0.0,12.5,0.0,1.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,1.0,43.0,1.0,20181110015955.0,21094.0
10,,,4.0,-11.5,0.0,11.5,0.0,1.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,1.0,43.0,1.0,20181110015956.0,11077.0
11,,,4.0,-11.5,0.0,11.5,0.0,1.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,1.0,34.0,1.0,20181110020005.0,11077.0
12,,,4.0,-11.5,0.0,11.5,0.0,1.0,,,11.0,8,10,,21,20,,10,15,,1,1,,4,3,,66.7,68.2,76,88,0,1,1.0,30.0,1.0,20181110020008.0,11094.0
