,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
0,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
1,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
2,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
3,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
4,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
5,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
6,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
7,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
8,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
9,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
10,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
11,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
12,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
13,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
14,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
15,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
16,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
17,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
18,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,,0.0,0,,,,0.0,0.47
19,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
20,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
21,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
22,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
23,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,12.0,,0.0,0,,,,0.0,0.47
24,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,59.0,0,,,,0.0,0.47
25,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,59.0,0,,,,0.0,0.47
26,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,58.0,0,,,,0.0,0.47
27,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,,,0.0,0.47
28,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,,,0.0,0.47
29,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,,,0.0,0.47
30,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,,,0.0,0.47
31,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,,,0.0,0.47
32,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,GD,0.0,0,,,,0.0,0.47
33,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,12.0,GD,0.0,0,,11077.0,,0.0,0.47
34,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,11077.0,,0.0,0.47
35,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,58.0,0,,11077.0,,0.0,0.47
36,,,,第1节,4.5,0.83,-4.5,0.83,182.5,0.83,182.5,0.83,,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,56.0,0,,11077.0,,0.0,0.47
37,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,56.0,0,,21077.0,,0.0,0.47
38,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,1.0,1,11.0,GD,41.0,0,,21077.0,,0.0,0.47
39,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,41.0,0,,21077.0,,0.0,0.47
40,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,41.0,0,,21077.0,,0.0,0.47
41,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,41.0,0,,21077.0,,0.0,0.47
42,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,41.0,0,,21077.0,,0.0,0.47
43,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,41.0,0,,21077.0,,0.0,0.47
44,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,31.0,0,,21077.0,,0.0,0.47
45,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,31.0,0,,21077.0,,0.0,0.47
46,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,32.0,0,,21077.0,,0.0,0.47
47,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,32.0,0,,21077.0,,0.0,0.47
48,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,,,,,,0.0,1,11.0,GD,18.0,0,,21077.0,,0.0,0.47
49,,,,第1节,4.5,0.83,-4.5,0.83,180.5,0.83,180.5,0.83,180.5,,9347573.0,,,,,,,,,,,,1.0,,,,,0.0,1,11.0,GD,18.0,0,,21086.0,,0.0,0.47
50,,,,第1节,4.5,0.83,-4.5,0.83,178.5,0.83,178.5,0.83,178.5,,9347573.0,,,,,,,,,,,,1.0,,,,,0.0,1,11.0,GD,18.0,0,,11077.0,,0.0,0.47
51,,,,第1节,4.5,0.83,-4.5,0.83,178.5,0.83,178.5,0.83,178.5,,9347573.0,,,,,,,,,,,,1.0,,,,,0.0,1,11.0,GD,16.0,0,,11077.0,,0.0,0.47
52,,,,第1节,4.5,0.83,-4.5,0.83,178.5,0.83,178.5,0.83,178.5,,9347573.0,,,,,1.0,,,,,,,1.0,,,2.0,,0.0,1,11.0,GD,16.0,0,,11074.0,,0.0,0.47
53,,,,第1节,4.5,0.83,-4.5,0.83,178.5,0.83,178.5,0.83,178.5,,9347573.0,,,,,1.0,,,,,,,1.0,,,0.0,2.0,0.0,1,11.0,GD,16.0,0,,21077.0,,0.0,0.47
54,,,,第1节,4.5,0.83,-4.5,0.83,178.5,0.83,178.5,0.83,178.5,,9347573.0,,,,,1.0,,,,,,,1.0,,,0.0,2.0,0.0,1,11.0,GD,14.0,0,,21077.0,,0.0,0.47
