,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,XY
313,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,1.0,1,7.0,GD,50.0,0,,21077.0,
314,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,1.0,1,7.0,GD,50.0,0,,21077.0,
315,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,1.0,1,7.0,GD,50.0,0,,21077.0,
316,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,1.0,1,7.0,GD,50.0,0,,21077.0,
317,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,50.0,0,,21077.0,
318,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,50.0,0,,21077.0,
319,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,50.0,0,,21077.0,
320,44.0,5.0,第2节,第2节,-59.5,0.8,59.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,49.0,0,,21077.0,
321,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,49.0,0,,21077.0,
322,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,49.0,0,,21095.0,"0.19,0.38"
323,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,20.0,0.0,1,7.0,GD,36.0,0,,11077.0,
324,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,7.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,34.0,0.0,1,7.0,GD,36.0,0,,21077.0,
325,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,32.0,34.0,0.0,1,7.0,GD,36.0,0,,21074.0,"0.19,0.38"
326,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,36.0,0,,11077.0,
327,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,31.0,0,,11077.0,
328,44.0,5.0,第2节,第2节,-59.5,0.83,60.5,0.83,161.5,0.83,161.5,0.83,60.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,31.0,0,,11077.0,
329,44.0,5.0,第2节,第2节,-60.5,0.83,60.5,0.83,161.5,0.83,163.5,0.83,-60.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,31.0,0,,11077.0,
330,44.0,5.0,第2节,第2节,-60.5,0.83,60.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,31.0,0,,11077.0,
331,44.0,5.0,第2节,第2节,-60.5,0.83,60.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,13.0,0,,11077.0,
332,44.0,5.0,第2节,第2节,-60.5,0.83,60.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,13.0,0,,11077.0,
333,44.0,5.0,第2节,第2节,-60.5,0.83,60.5,0.87,161.5,0.87,161.5,0.8,161.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,13.0,0,,21077.0,
334,44.0,5.0,第2节,第2节,-60.5,0.8,61.5,0.87,161.5,0.87,161.5,0.8,61.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,13.0,0,,21077.0,
335,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,161.5,0.87,163.5,0.83,-61.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,13.0,0,,21077.0,
336,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,13.0,0,,21077.0,
337,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,,0.0,2.0,6.0,5.0,8.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,20.0,0.0,1,7.0,GD,2.0,0,,21077.0,
338,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,,0.0,2.0,6.0,5.0,9.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,34.0,36.0,0.0,1,7.0,GD,2.0,0,,21074.0,"0.11,0.43"
339,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,,0.0,2.0,6.0,5.0,9.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,36.0,20.0,0.0,1,7.0,GD,2.0,0,,11077.0,
340,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,162.5,0.8,162.5,0.87,162.5,2.0,,0.0,2.0,6.0,5.0,9.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,36.0,20.0,0.0,1,7.0,GD,2.0,0,,11077.0,
341,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,162.5,0.8,162.5,0.87,162.5,2.0,,0.0,2.0,6.0,5.0,9.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,36.0,20.0,0.0,1,6.0,GD,44.0,0,,21077.0,
342,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,162.5,0.8,162.5,0.87,162.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,36.0,38.0,0.0,1,6.0,GD,44.0,0,,21074.0,"0.19,0.54"
343,44.0,5.0,第2节,第2节,-61.5,0.8,61.5,0.87,162.5,0.8,162.5,0.87,162.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,38.0,0,,11077.0,
344,44.0,5.0,第2节,第2节,-61.5,0.87,63.5,0.8,162.5,0.8,162.5,0.87,63.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,38.0,0,,11077.0,
345,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,162.5,0.8,163.5,0.8,-63.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,38.0,0,,11077.0,
346,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,5.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,38.0,0,,11077.0,
347,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,36.0,0,,11081.0,
348,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,36.0,0,,11081.0,
349,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,37.0,0,,11081.0,
350,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,37.0,0,,11081.0,
351,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,0.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,3.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,29.0,0,,11081.0,
352,44.0,5.0,第2节,第2节,-63.5,0.87,63.5,0.8,163.5,0.87,163.5,0.8,163.5,2.0,,1.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,29.0,0,,21086.0,
353,44.0,5.0,第2节,第2节,-63.5,0.87,62.5,0.8,163.5,0.87,163.5,0.8,62.5,2.0,,1.0,2.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,20.0,0.0,1,6.0,GD,29.0,0,,11077.0,
354,44.0,5.0,第2节,第2节,-62.5,0.87,62.5,0.8,163.5,0.83,163.5,0.83,-62.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,23.0,20.0,0.0,1,6.0,GD,29.0,0,,11075.0,"0.54,0.38"
355,44.0,5.0,第2节,第2节,-62.5,0.87,62.5,0.8,163.5,0.83,163.5,0.83,-62.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,6.0,GD,15.0,0,,21077.0,
356,44.0,5.0,第2节,第2节,-62.5,0.83,59.5,0.83,163.5,0.83,163.5,0.83,59.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,6.0,GD,15.0,0,,21077.0,
357,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,163.5,0.83,166.5,0.83,-59.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,6.0,GD,15.0,0,,21077.0,
358,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,166.5,0.83,166.5,0.83,166.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,6.0,GD,15.0,0,,21077.0,
359,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,166.5,0.83,166.5,0.83,166.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,6.0,GD,15.0,0,,21095.0,"0.12,0.43"
360,44.0,5.0,第2节,第2节,-59.5,0.83,59.5,0.83,166.5,0.83,166.5,0.83,166.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,59.0,0,,11077.0,
361,44.0,5.0,第2节,第2节,-59.5,0.83,58.5,0.83,166.5,0.83,166.5,0.83,58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,59.0,0,,11077.0,
362,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,166.5,0.83,165.5,0.87,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,59.0,0,,11077.0,
363,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,165.5,0.8,165.5,0.87,165.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,59.0,0,,11077.0,
364,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,165.5,0.8,164.5,0.87,165.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,59.0,0,,11077.0,
365,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,164.5,0.8,164.5,0.87,164.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,59.0,0,,11077.0,
366,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,164.5,0.8,164.5,0.87,164.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,48.0,0,,11077.0,
367,44.0,5.0,第2节,第2节,-58.5,0.8,57.5,0.87,164.5,0.8,164.5,0.87,57.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,48.0,0,,21077.0,
368,44.0,5.0,第2节,第2节,-57.5,0.8,57.5,0.87,164.5,0.8,162.5,0.8,-57.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,48.0,0,,21077.0,
369,44.0,5.0,第2节,第2节,-57.5,0.8,57.5,0.87,162.5,0.87,162.5,0.8,162.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,48.0,0,,21077.0,
370,44.0,5.0,第2节,第2节,-57.5,0.8,57.5,0.87,162.5,0.87,162.5,0.8,162.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,33.0,0,,21077.0,
371,44.0,5.0,第2节,第2节,-57.5,0.8,57.5,0.87,162.5,0.87,162.5,0.8,162.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,33.0,0,,21094.0,"0.34,0.53"
372,44.0,5.0,第2节,第2节,-57.5,0.83,58.5,0.83,162.5,0.87,162.5,0.8,58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,33.0,0,,11077.0,
373,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,162.5,0.87,162.5,0.8,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,33.0,0,,21077.0,
374,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,162.5,0.87,162.5,0.8,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,33.0,0,,21095.0,"0.24,0.54"
375,44.0,5.0,第2节,第2节,-58.5,0.83,57.5,0.83,162.5,0.87,162.5,0.8,57.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,33.0,0,,11077.0,
376,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,162.5,0.83,162.5,0.83,-57.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,11077.0,
377,44.0,5.0,第2节,第2节,-57.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,11077.0,
378,44.0,5.0,第2节,第2节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,0.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,21077.0,
379,44.0,5.0,第2节,第2节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,11086.0,
380,44.0,5.0,第2节,第2节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,21077.0,
381,44.0,5.0,第2节,第2节,-58.5,0.83,58.5,0.83,162.5,0.87,162.5,0.8,-58.5,2.0,1:1,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,21078.0,
382,44.0,5.0,第2节,第2节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,-58.5,2.0,1:1,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,27.0,0,,21080.0,"0.20,0.50"
383,44.0,5.0,第2节,第2节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,-58.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,21.0,0,,11077.0,
384,44.0,5.0,第2节,第2节,-58.5,0.83,57.5,0.83,162.5,0.83,162.5,0.83,57.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,21.0,0,,11077.0,
385,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,162.5,0.83,161.5,0.8,-57.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,21.0,0,,11077.0,
386,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,21.0,0,,11077.0,
387,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,0.0,1,5.0,GD,18.0,0,,11077.0,
388,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,1.0,1,5.0,GD,18.0,0,,11077.0,
389,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,1.0,1,5.0,GD,18.0,0,,11077.0,
390,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,1.0,3.0,6.0,5.0,10.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,23.0,1.0,1,5.0,GD,18.0,0,,11077.0,
391,44.0,5.0,第2节,第2节,-57.5,0.83,57.5,0.83,161.5,0.87,161.5,0.8,161.5,2.0,,1.0,3.0,6.0,5.0,11.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,40.0,1.0,1,5.0,GD,18.0,0,,21074.0,"0.20,0.50"
392,44.0,5.0,第2节,第2节,-57.5,0.87,59.5,0.8,161.5,0.87,161.5,0.8,59.5,2.0,,1.0,3.0,6.0,5.0,11.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,40.0,1.0,1,5.0,GD,18.0,0,,11077.0,
393,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,161.5,0.87,163.5,0.83,-59.5,2.0,,1.0,3.0,6.0,5.0,11.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,40.0,1.0,1,5.0,GD,18.0,0,,11077.0,
394,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,163.5,0.83,163.5,0.83,163.5,2.0,,1.0,3.0,6.0,5.0,11.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,38.0,40.0,1.0,1,5.0,GD,18.0,0,,11077.0,
395,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,163.5,0.83,163.5,0.83,163.5,2.0,,1.0,3.0,6.0,5.0,11.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,40.0,23.0,1.0,1,5.0,GD,10.0,0,,11077.0,
396,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,163.5,0.83,163.5,0.83,163.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,40.0,42.0,1.0,1,5.0,GD,10.0,0,,21074.0,"0.00,0.50"
397,44.0,5.0,第2节,第2节,-59.5,0.87,59.5,0.8,163.5,0.83,163.5,0.83,163.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,1.0,1,5.0,GD,4.0,0,,11077.0,
398,44.0,5.0,第2节,第2节,-59.5,0.8,60.5,0.87,163.5,0.83,163.5,0.83,60.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,1.0,1,5.0,GD,4.0,0,,11077.0,
399,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,163.5,0.83,165.5,0.83,-60.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,1.0,1,5.0,GD,4.0,0,,11077.0,
400,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,1.0,1,5.0,GD,4.0,0,,11077.0,
401,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,1.0,1,5.0,GD,1.0,0,,11077.0,
402,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,0.0,1,5.0,GD,1.0,0,,11077.0,
403,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,0.0,1,5.0,GD,1.0,0,,11077.0,
404,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,0.0,1,5.0,GD,1.0,0,,11077.0,
405,44.0,5.0,第2节,第2节,-60.5,0.8,60.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,,1.0,3.0,6.0,5.0,12.0,4.0,0.0,4.0,4.0,1.0,4.0,44.4,0.0,42.0,23.0,0.0,1,4.0,GD,48.0,0,,21077.0,
