,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,XY
592,44.0,5.0,第3节,第3节,-56.5,0.8,56.5,0.87,164.5,0.8,164.5,0.87,164.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,9.0,GD,2.0,0,,11094.0,"0.64,0.67"
593,44.0,5.0,第3节,第3节,-56.5,0.8,56.5,0.87,164.5,0.8,164.5,0.87,164.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,9.0,GD,2.0,0,,21077.0,
594,44.0,5.0,第3节,第3节,-56.5,0.8,56.5,0.87,162.5,0.87,162.5,0.8,162.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,9.0,GD,2.0,0,,11077.0,
595,44.0,5.0,第3节,第3节,-56.5,0.8,56.5,0.87,162.5,0.87,162.5,0.8,162.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,8.0,GD,47.0,0,,11077.0,
596,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.87,162.5,0.8,162.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,8.0,GD,47.0,0,,11077.0,
597,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.87,162.5,0.8,162.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,8.0,GD,43.0,0,,11077.0,
598,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.87,162.5,0.8,162.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,8.0,GD,43.0,0,,11095.0,"0.91,0.62"
599,44.0,5.0,第3节,第3节,-56.5,0.8,56.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,20.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,31.0,0.0,1,8.0,GD,42.0,0,,21077.0,
600,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,57.0,59.0,0.0,1,8.0,GD,42.0,0,,21074.0,"0.11,0.47"
601,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,42.0,0,,11077.0,
602,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,37.0,0,,11077.0,
603,44.0,5.0,第3节,第3节,-56.5,0.8,57.5,0.87,162.5,0.83,162.5,0.83,57.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,37.0,0,,11077.0,
604,44.0,5.0,第3节,第3节,-57.5,0.8,57.5,0.87,162.5,0.83,164.5,0.83,-57.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,37.0,0,,11077.0,
605,44.0,5.0,第3节,第3节,-57.5,0.8,57.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,37.0,0,,11077.0,
606,44.0,5.0,第3节,第3节,-57.5,0.8,57.5,0.87,164.5,0.83,164.5,0.83,164.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,15.0,0,,11077.0,
607,44.0,5.0,第3节,第3节,-57.5,0.87,58.5,0.8,164.5,0.83,164.5,0.83,58.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,15.0,0,,21077.0,
608,44.0,5.0,第3节,第3节,-58.5,0.87,58.5,0.8,164.5,0.83,162.5,0.83,-58.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,15.0,0,,21077.0,
609,44.0,5.0,第3节,第3节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,15.0,0,,21077.0,
610,44.0,5.0,第3节,第3节,-58.5,0.87,58.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,10.0,0,,11077.0,
611,44.0,5.0,第3节,第3节,-58.5,0.87,57.5,0.8,162.5,0.83,162.5,0.83,57.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,8.0,GD,10.0,0,,11077.0,
612,44.0,5.0,第3节,第3节,-57.5,0.87,57.5,0.8,162.5,0.83,162.5,0.83,-57.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,11077.0,
613,44.0,5.0,第3节,第3节,-57.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,56.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,11077.0,
614,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,161.5,0.83,-56.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,11077.0,
615,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,161.5,0.83,161.5,0.83,161.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,0.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,11077.0,
616,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,161.5,0.83,161.5,0.83,161.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,1.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,21086.0,
617,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,161.5,0.83,161.5,0.83,161.5,3.0,,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,1.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,11077.0,
618,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,1:2,0.0,4.0,7.0,7.0,21.0,5.0,0.0,3.0,4.0,0.0,1.0,41.7,0.0,59.0,31.0,0.0,1,7.0,GD,56.0,0,,11078.0,
619,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,1:2,0.0,4.0,7.0,7.0,21.0,6.0,0.0,3.0,4.0,0.0,1.0,46.2,0.0,32.0,31.0,0.0,1,7.0,GD,56.0,0,,11079.0,"0.80,0.50"
620,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,2:2,0.0,4.0,7.0,7.0,21.0,6.0,0.0,3.0,4.0,0.0,1.0,46.2,0.0,59.0,32.0,0.0,1,7.0,GD,56.0,0,,11078.0,"0.80,0.50"
621,44.0,5.0,第3节,第3节,-56.5,0.8,55.5,0.87,162.5,0.83,162.5,0.83,55.5,3.0,2:2,0.0,4.0,7.0,7.0,21.0,6.0,0.0,3.0,4.0,0.0,1.0,46.2,0.0,59.0,32.0,0.0,1,7.0,GD,56.0,0,,11078.0,"0.80,0.50"
622,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,162.5,0.83,163.5,0.87,-55.5,3.0,2:2,0.0,4.0,7.0,7.0,21.0,6.0,0.0,3.0,4.0,0.0,1.0,46.2,0.0,59.0,32.0,0.0,1,7.0,GD,56.0,0,,11078.0,"0.80,0.50"
623,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,163.5,0.8,163.5,0.87,163.5,3.0,2:2,0.0,4.0,7.0,7.0,21.0,6.0,0.0,3.0,4.0,0.0,1.0,46.2,0.0,59.0,32.0,0.0,1,7.0,GD,56.0,0,,11078.0,"0.80,0.50"
624,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,163.5,0.8,163.5,0.87,163.5,3.0,2:2,0.0,4.0,7.0,7.0,21.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,33.0,32.0,0.0,1,7.0,GD,56.0,0,,11079.0,"0.80,0.50"
625,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,163.5,0.8,163.5,0.87,163.5,3.0,,0.0,4.0,7.0,7.0,21.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,59.0,33.0,0.0,1,7.0,GD,56.0,0,,21077.0,
626,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,0.0,4.0,7.0,7.0,21.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,59.0,33.0,0.0,1,7.0,GD,44.0,0,,21077.0,
627,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,59.0,61.0,0.0,1,7.0,GD,44.0,0,,21074.0,"0.13,0.56"
628,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,44.0,0,,11077.0,
629,44.0,5.0,第3节,第3节,-55.5,0.83,56.5,0.83,163.5,0.83,163.5,0.83,56.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,44.0,0,,11077.0,
630,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,163.5,0.83,165.5,0.87,-56.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,44.0,0,,11077.0,
631,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,165.5,0.8,165.5,0.87,165.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,44.0,0,,11077.0,
632,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,165.5,0.8,163.5,0.87,165.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,44.0,0,,11077.0,
633,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,163.5,0.8,163.5,0.87,163.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,44.0,0,,11077.0,
634,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,163.5,0.8,163.5,0.87,163.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,18.0,0,,11077.0,
635,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,163.5,0.8,163.5,0.87,163.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,18.0,0,,11094.0,"0.68,0.62"
636,44.0,5.0,第3节,第3节,-56.5,0.83,56.5,0.83,163.5,0.8,163.5,0.87,163.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,8.0,0,,21077.0,
637,44.0,5.0,第3节,第3节,-56.5,0.83,55.5,0.83,163.5,0.8,163.5,0.87,55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,8.0,0,,11077.0,
638,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,163.5,0.8,162.5,0.83,-55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,8.0,0,,11077.0,
639,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,8.0,0,,11077.0,
640,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,7.0,GD,12.0,0,,11077.0,
641,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,12.0,0,,11077.0,
642,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,11077.0,
643,44.0,5.0,第3节,第3节,-55.5,0.83,55.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,11095.0,"0.84,0.59"
644,44.0,5.0,第3节,第3节,-55.5,0.87,56.5,0.8,162.5,0.83,162.5,0.83,56.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,21077.0,
645,44.0,5.0,第3节,第3节,-56.5,0.87,56.5,0.8,162.5,0.83,161.5,0.83,-56.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,21077.0,
646,44.0,5.0,第3节,第3节,-56.5,0.87,56.5,0.8,161.5,0.83,161.5,0.83,161.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,21077.0,
647,44.0,5.0,第3节,第3节,-56.5,0.87,56.5,0.8,161.5,0.83,161.5,0.83,161.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,11077.0,
648,44.0,5.0,第3节,第3节,-56.5,0.87,55.5,0.8,161.5,0.83,161.5,0.83,55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,55.0,0,,11077.0,
649,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,161.5,0.83,161.5,0.83,-55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,53.0,0,,11077.0,
650,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,161.5,0.8,161.5,0.87,-55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,53.0,0,,11095.0,"0.84,0.59"
651,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,161.5,0.8,161.5,0.87,-55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,53.0,0,,21077.0,
652,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,161.5,0.8,161.5,0.87,-55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,53.0,0,,21094.0,"0.16,0.85"
653,44.0,5.0,第3节,第3节,-55.5,0.8,55.5,0.87,161.5,0.8,161.5,0.87,-55.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
654,44.0,5.0,第3节,第3节,-55.5,0.83,54.5,0.83,161.5,0.8,161.5,0.87,54.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
655,44.0,5.0,第3节,第3节,-54.5,0.83,54.5,0.83,161.5,0.8,160.5,0.87,-54.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
656,44.0,5.0,第3节,第3节,-54.5,0.83,54.5,0.83,160.5,0.8,160.5,0.87,160.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
657,44.0,5.0,第3节,第3节,-54.5,0.83,54.5,0.8,160.5,0.8,160.5,0.87,160.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
658,44.0,5.0,第3节,第3节,-54.5,0.87,52.5,0.8,160.5,0.8,160.5,0.87,52.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
659,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,160.5,0.8,162.5,0.83,-52.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
660,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,41.0,0,,11077.0,
661,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,4.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,33.0,0.0,1,6.0,GD,24.0,0,,11077.0,
662,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,36.0,33.0,0.0,1,6.0,GD,24.0,0,,11075.0,"0.74,0.25"
663,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,24.0,0,,21077.0,
664,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,0.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,3.0,0,,21077.0,
665,44.0,5.0,第3节,第3节,-52.5,0.87,52.5,0.8,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,3.0,0,,11086.0,
666,44.0,5.0,第3节,第3节,-52.5,0.83,51.5,0.83,162.5,0.83,162.5,0.83,51.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,3.0,0,,21077.0,
667,44.0,5.0,第3节,第3节,-51.5,0.83,51.5,0.83,162.5,0.83,160.5,0.8,-51.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,3.0,0,,21077.0,
668,44.0,5.0,第3节,第3节,-51.5,0.83,51.5,0.83,160.5,0.87,160.5,0.8,160.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,3.0,0,,21077.0,
669,44.0,5.0,第3节,第3节,-51.5,0.83,51.5,0.83,160.5,0.87,160.5,0.8,160.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,6.0,GD,3.0,0,,21095.0,"0.14,0.62"
670,44.0,5.0,第3节,第3节,-51.5,0.83,50.5,0.8,160.5,0.87,160.5,0.8,50.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,48.0,0,,11077.0,
671,44.0,5.0,第3节,第3节,-50.5,0.87,50.5,0.8,160.5,0.87,159.5,0.83,-50.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,48.0,0,,21077.0,
672,44.0,5.0,第3节,第3节,-50.5,0.87,50.5,0.8,159.5,0.83,159.5,0.83,159.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,48.0,0,,21077.0,
673,44.0,5.0,第3节,第3节,-50.5,0.87,50.5,0.8,159.5,0.83,159.5,0.83,159.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,48.0,0,,21095.0,"0.14,0.62"
674,44.0,5.0,第3节,第3节,-50.5,0.87,51.5,0.8,159.5,0.83,159.5,0.83,51.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,48.0,0,,11077.0,
675,44.0,5.0,第3节,第3节,-51.5,0.87,51.5,0.8,159.5,0.83,159.5,0.83,-51.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,46.0,0,,11077.0,
676,44.0,5.0,第3节,第3节,-51.5,0.87,50.5,0.8,159.5,0.83,159.5,0.83,50.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,46.0,0,,11077.0,
677,44.0,5.0,第3节,第3节,-50.5,0.87,50.5,0.8,159.5,0.83,159.5,0.83,-50.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,46.0,0,,21077.0,
678,44.0,5.0,第3节,第3节,-50.5,0.87,51.5,0.8,159.5,0.83,159.5,0.83,51.5,3.0,,0.0,5.0,7.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,36.0,0.0,1,5.0,GD,46.0,0,,21077.0,
679,44.0,5.0,第3节,第3节,-51.5,0.87,51.5,0.8,159.5,0.83,159.5,0.83,-51.5,3.0,,0.0,5.0,8.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,61.0,64.0,0.0,1,5.0,GD,46.0,0,,21075.0,"0.23,0.82"
680,44.0,5.0,第3节,第3节,-51.5,0.87,51.5,0.8,159.5,0.83,159.5,0.83,-51.5,3.0,,0.0,5.0,8.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,64.0,36.0,0.0,1,5.0,GD,46.0,0,,11077.0,
681,44.0,5.0,第3节,第3节,-51.5,0.87,51.5,0.8,159.5,0.83,159.5,0.83,-51.5,3.0,,0.0,5.0,8.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,64.0,36.0,0.0,1,5.0,GD,40.0,0,,11077.0,
682,44.0,5.0,第3节,第3节,-51.5,0.77,52.5,0.91,159.5,0.83,159.5,0.83,52.5,3.0,,0.0,5.0,8.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,64.0,36.0,0.0,1,5.0,GD,40.0,0,,11077.0,
683,44.0,5.0,第3节,第3节,-52.5,0.77,52.5,0.91,159.5,0.83,162.5,0.83,-52.5,3.0,,0.0,5.0,8.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,64.0,36.0,0.0,1,5.0,GD,40.0,0,,11077.0,
684,44.0,5.0,第3节,第3节,-52.5,0.77,52.5,0.91,162.5,0.83,162.5,0.83,162.5,3.0,,0.0,5.0,8.0,7.0,22.0,7.0,0.0,3.0,4.0,1.0,1.0,50.0,0.0,64.0,36.0,0.0,1,5.0,GD,40.0,0,,11077.0,
