,AM,AS,ED,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
564,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
565,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
566,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
567,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
568,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
569,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
570,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
571,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
572,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
573,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
574,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
575,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
576,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
577,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
578,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
579,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
580,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
581,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
582,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
583,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
584,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
585,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
586,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
587,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
588,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
589,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
590,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
591,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
592,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
593,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
594,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
595,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
596,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
597,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
598,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
599,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
600,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
601,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
602,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
603,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
604,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
605,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
606,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
607,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
608,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
609,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
610,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
611,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
612,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
613,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
614,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
615,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
616,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
617,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
618,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
619,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
620,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
621,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
622,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
623,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
624,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
625,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
626,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
627,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
628,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
629,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
630,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
631,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
632,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
633,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
634,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
635,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
636,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
637,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
638,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
639,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
640,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
641,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
642,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
643,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
644,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
645,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
646,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
647,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
648,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
649,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
650,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
651,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
652,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
653,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
654,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
655,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
656,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
657,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
658,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
659,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
660,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
661,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
662,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
663,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
664,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
665,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
666,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
667,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
668,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
669,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
670,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
671,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
672,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
673,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
674,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
675,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
676,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
677,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
678,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
679,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
680,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
681,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
682,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
683,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
684,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
685,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
686,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
687,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
688,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
689,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
690,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
691,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
692,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
693,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
694,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
695,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
696,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
697,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
698,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
699,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
700,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
701,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
702,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
703,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
704,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
705,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
706,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
707,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
708,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
709,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
710,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
711,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
712,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
713,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
714,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
715,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
716,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
717,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
718,,,,,5,8,23.0,22,25,15.0,14,16,0.0,1,0,7.0,4,6,51.7,53.8,72.7,76.0,76,90,0,1,0,0.0,0.0,20180919091321.0,1084.0
