,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,-1.5,0.83,1.5,0.83,149.5,0.83,149.5,0.83,,,,,,,0,,1,,0,,5,,1,,0.0,,2,,0.0,1,7.0,0.0,0,20180717140449,11078,0.77,0.91
1,,,,,-1.5,0.87,1.5,0.8,149.5,0.83,149.5,0.83,,,,,,,0,,1,,0,,5,,1,,0.0,4.0,0,4.0,0.0,1,7.0,0.0,0,20180717140512.0,11078,0.77,0.91
2,,,,,-1.5,0.91,1.5,0.77,151.5,0.83,149.5,0.83,151.5,,,2:3^3:3,,,0,,1,2.0,0,,5,,1,,0.0,4.0,0,4.0,0.0,1,7.0,0.0,0,20180717140512.0,11078,0.77,0.91
3,,,,,-1.5,0.91,1.5,0.77,151.5,0.83,151.5,0.83,151.5,,0.83,2:3^3:3,,,0,,1,2.0,0,,5,,1,,0.0,4.0,0,4.0,0.0,1,7.0,0.0,0,20180717140512.0,11078,0.77,0.91
4,,,,,-1.5,0.91,1.5,0.77,151.5,0.83,151.5,0.83,151.5,,0.83,2:3^3:3,,,0,,1,2.0,0,,5,,1,,0.0,5.0,0,5.0,0.0,1,7.0,0.0,0,20180717140524.0,11078,0.77,0.91
5,,,,,1.5,0.77,-1.5,0.77,151.5,0.83,151.5,0.83,1.5,,0.83,2:3^3:3,,,0,,1,2.0,0,,5,,1,,0.0,5.0,0,5.0,0.0,1,7.0,0.0,0,20180717140524.0,11078,0.77,0.91
6,,,,,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,-1.5,,0.83,3:3,,,0,,1,3.0,0,,5,,1,,0.0,5.0,0,5.0,0.0,1,7.0,0.0,1.0,20180717140529.0,11079.0,0.77,0.91
7,,,,,-1.5,0.91,1.5,0.91,151.5,0.83,151.5,0.83,-1.5,,0.83,3:3,,,0,,1,3.0,0,,5,,1,,0.0,5.0,0,5.0,0.0,1,7.0,0.0,1.0,20180717140529.0,11079.0,0.77,0.91
8,,,,,-1.5,0.91,1.5,0.77,151.5,0.83,151.5,0.83,1.5,,0.83,,,,0,,1,3.0,0,,5,,1,,0.0,5.0,0,5.0,0.0,1,6.0,59.0,1.0,20180717140530.0,21077.0,0.77,0.91
9,,,,,1.5,0.77,-1.5,0.77,151.5,0.83,151.5,0.83,1.5,,0.83,,,,0,,1,3.0,0,,5,,1,,0.0,5.0,0,5.0,0.0,1,6.0,59.0,1.0,20180717140530.0,21077.0,0.77,0.91
