,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,-1.5,0.8695652173913043,1.5,0.8,139.5,0.8333333333333334,139.5,0.8333333333333334,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,25.0,1,20181012182223,11086^21077,0.5714285714285714,1.25
1,,,4.0,-1.5,0.8695652173913043,1.5,0.8,139.5,0.7692307692307693,139.5,0.9090909090909091,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,16.0,1,20181012182232.0,11086^21077,0.5714285714285714,1.25
2,,,4.0,-1.5,0.8695652173913043,1.5,0.8,138.5,0.8333333333333334,138.5,0.8333333333333334,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,9.0,1,20181012182239.0,21095.0,0.5714285714285714,1.25
3,,,4.0,1.5,0.8,-1.5,0.8695652173913043,138.5,0.8,138.5,0.8695652173913043,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,7.0,0.0,20181012182241.0,11077.0,1.0,0.7142857142857143
4,,,4.0,-1.5,0.8695652173913043,1.5,0.8,138.5,0.8,138.5,0.8695652173913043,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,7.0,0.0,20181012182253.0,21077.0,0.5714285714285714,1.25
5,,,4.0,-1.5,0.8695652173913043,1.5,0.8,138.5,0.8,138.5,0.8695652173913043,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,7.0,1.0,20181012182305.0,21077.0,0.5714285714285714,1.25
6,,,4.0,1.5,0.8,-1.5,0.8695652173913043,137.5,0.9090909090909091,137.5,0.7692307692307693,,,2,5.0,20.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,57,57,0,1,6.0,0.0,1.0,20181012182312.0,11077.0,1.1,0.6666666666666666
7,,,4.0,1.5,0.8333333333333334,-1.5,0.8333333333333334,139.5,0.8333333333333334,139.5,0.8333333333333334,,^,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,54.0,1.0,20181012182317.0,11074^21077,1.25,0.5714285714285714
8,,,4.0,1.5,0.8333333333333334,-1.5,0.8333333333333334,139.5,0.8333333333333334,139.5,0.8333333333333334,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,54.0,1.0,20181012182318.0,21077.0,1.25,0.5714285714285714
9,,,4.0,1.5,0.8333333333333334,-1.5,0.8333333333333334,138.5,0.9090909090909091,138.5,0.7692307692307693,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,45.0,1.0,20181012182326.0,21077.0,1.25,0.5714285714285714
10,,,4.0,1.5,0.8333333333333334,-1.5,0.8333333333333334,138.5,0.8695652173913043,138.5,0.8,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,43.0,0.0,20181012182329.0,21077.0,1.25,0.5714285714285714
11,,,4.0,2.5,0.8333333333333334,-2.5,0.8333333333333334,138.5,0.8695652173913043,138.5,0.8,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,43.0,0.0,20181012182338.0,11077.0,1.55,0.47619047619047616
12,,,4.0,2.5,0.8333333333333334,-2.5,0.8333333333333334,138.5,0.8695652173913043,138.5,0.8,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,43.0,1.0,20181012182342.0,11077.0,1.55,0.47619047619047616
13,,,4.0,2.5,0.8333333333333334,-2.5,0.8333333333333334,138.5,0.8,138.5,0.8695652173913043,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,34.0,1.0,20181012182350.0,11077.0,1.55,0.47619047619047616
14,,,4.0,2.5,0.8333333333333334,-2.5,0.8333333333333334,137.5,0.8695652173913043,137.5,0.8,,,2,5.0,21.0,18.0,11,6.0,3.0,3,4.0,4,68.8,60.0,59,57,0,1,5.0,26.0,1.0,20181012182358.0,11077.0,1.55,0.47619047619047616
