,ED,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,8,0,19,16,10,13,5,5,7,4,47.6,41.9,72,45,0,1,0,0,0,20181026152917,21077
1,,8,0,19,16,10,13,5,5,7,4,47.6,41.9,72,45,0,1,0,0,0,20181026152929.0,21077
2,,8,0,19,16,10,13,5,5,7,4,47.6,41.9,72,45,0,1,0,0,0,20181026152929.0,1084.0
