,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
49,,,4.0,-10.5,0.0,10.5,0.0,1.0,1:2,3.0,3,2,22.0,21,22,13.0,6,11,1.0,2,4,10.0,7,4,72.2,50.0,78.6,60,70,0,1,0.0,30.0,0.0,20181106011532.0,21078.0
50,,,4.0,-11.5,0.0,11.5,0.0,1.0,1:2^2:2,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,10.0,7,4,73.7,50.0,78.6,60,71,0,1,0.0,30.0,0.0,20181106011602.0,21079^21078
51,,,4.0,-10.5,0.0,10.5,0.0,1.0,2:2^,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,10.0,7,4,70.0,50.0,78.6,60,71,0,1,0.0,30.0,1.0,20181106011616.0,21080^11077
52,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,10.0,7,4,70.0,50.0,78.6,60,71,0,1,0.0,29.0,1.0,20181106011617.0,11077.0
53,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,10.0,7,4,70.0,50.0,78.6,60,71,0,1,0.0,29.0,0.0,20181106011618.0,11077.0
54,,,4.0,-10.5,0.0,10.5,0.0,1.0,^,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,6.0,7,4,70.0,50.0,78.6,60,71,0,1,0.0,29.0,0.0,20181106011627.0,21086^11077
55,,,4.0,-10.5,0.0,10.5,0.0,1.0,1:2,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,6.0,7,4,70.0,50.0,78.6,60,71,0,1,0.0,29.0,0.0,20181106011628.0,11078.0
56,,,4.0,-10.5,0.0,10.5,0.0,1.0,1:2^2:2,3.0,3,2,22.0,21,22,14.0,6,11,1.0,2,4,6.0,7,4,46.7,50.0,78.6,60,71,0,1,0.0,29.0,0.0,20181106011643.0,11080^11078
57,,,4.0,-10.5,0.0,10.5,0.0,1.0,2:2^,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,29.0,0.0,20181106011653.0,11079^21077
58,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,29.0,0.0,20181106011654.0,21077.0
59,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,29.0,1.0,20181106011655.0,21077.0
60,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,28.0,0.0,20181106011655.0,21077.0
61,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,26.0,0.0,20181106011657.0,21077.0
62,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,30.0,1.0,20181106011706.0,21077.0
63,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,29.0,1.0,20181106011706.0,21077.0
64,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,21.0,1.0,20181106011714.0,21077.0
65,,,4.0,-10.5,0.0,10.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,17.0,1.0,20181106011719.0,21095.0
66,,,4.0,-9.5,0.0,9.5,0.0,1.0,,3.0,3,2,22.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,61,71,0,1,0.0,17.0,1.0,20181106011720.0,11077.0
67,,,4.0,-8.5,0.0,8.5,0.0,1.0,^,3.0,3,2,23.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,63,71,0,1,0.0,8.0,1.0,20181106011727.0,11074^21077
68,,,4.0,-8.5,0.0,8.5,0.0,1.0,,3.0,3,2,23.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,63,71,0,1,0.0,8.0,1.0,20181106011728.0,21077.0
69,,,4.0,-8.5,0.0,8.5,0.0,1.0,,3.0,3,2,23.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,63,71,0,1,0.0,0.0,0.0,20181106011736.0,21077.0
70,,,4.0,-8.5,0.0,8.5,0.0,1.0,,3.0,3,2,23.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,63,71,0,1,0.0,0.0,0.0,20181106011743.0,21077.0
71,,,4.0,-8.5,0.0,8.5,0.0,1.0,,3.0,3,2,23.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,63,71,0,1,0.0,0.0,0.0,20181106011744.0,21077.0
72,,,4.0,-8.5,0.0,8.5,0.0,1.0,,3.0,3,2,23.0,21,22,8.0,6,11,1.0,2,4,6.0,7,4,50.0,50.0,78.6,63,71,0,1,0.0,0.0,0.0,20181106011744.0,1084.0
