,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
10,,,4.0,1.5,1.0,-1.5,0.7142857142857143,,,7,4,,27,24,22.0,10,21,,0,-1,6.0,5,5,75.9,45.5,77.8,85,82,0,1,2.0,2.0,0.0,20181019140551.0,11077.0
11,,,4.0,2.5,0.8,-2.5,0.8695652173913043,,^1:2,7,4,,27,24,22.0,10,21,,0,-1,6.0,5,5,75.9,45.5,77.8,85,82,0,1,2.0,2.0,0.0,20181019140552.0,21086^11078
12,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,1:2^2:2,7,4,,27,24,11.0,10,21,,0,-1,6.0,5,5,47.8,45.5,77.8,86,82,0,1,2.0,2.0,0.0,20181019140604.0,11079^11078
13,,,4.0,1.5,0.8333333333333334,-1.5,0.8333333333333334,,2:2^,7,4,,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,82,0,1,2.0,2.0,0.0,20181019140604.0,11080^21077
14,,,4.0,1.5,0.8333333333333334,-1.5,0.8333333333333334,,2:2^,7,4,,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,82,0,1,2.0,2.0,0.0,20181019140623.0,11080^21077
15,,,4.0,1.5,0.0,-1.5,0.0,3.0,,7,4,,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,82,0,1,1.0,56.0,0.0,20181019140626.0,21077.0
16,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,48.0,0.0,20181019140634.0,21074^11077
17,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,47.0,0.0,20181019140635.0,21074^11077
18,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,47.0,0.0,20181019140635.0,21074^11077
19,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,47.0,1.0,20181019140638.0,21074^11077
20,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,45.0,1.0,20181019140639.0,21074^11077
21,,,4.0,-1.5,0.0,1.5,0.0,3.0,,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,46.0,1.0,20181019140639.0,11077.0
22,,,4.0,-1.5,0.0,1.5,0.0,3.0,,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,38.0,1.0,20181019140647.0,11077.0
23,,,4.0,-1.5,0.0,1.5,0.0,3.0,,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,34.0,1.0,20181019140651.0,11077.0
24,,,4.0,-1.5,0.0,1.5,0.0,3.0,,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,28.0,1.0,20181019140656.0,11077.0
25,,,4.0,-1.5,0.0,1.5,0.0,3.0,,7,4,25.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,86,84,0,1,1.0,26.0,1.0,20181019140659.0,11077.0
26,,,4.0,1.5,0.0,-1.5,0.0,3.0,^,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,26.0,1.0,20181019140700.0,11074^21077
27,,,4.0,1.5,0.0,-1.5,0.0,3.0,^,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,25.0,0.0,20181019140700.0,11074^21077
28,,,4.0,1.5,0.0,-1.5,0.0,3.0,^,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,25.0,1.0,20181019140703.0,11074^21077
29,,,4.0,1.5,0.0,-1.5,0.0,3.0,,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,23.0,1.0,20181019140705.0,21077.0
30,,,4.0,1.5,0.0,-1.5,0.0,3.0,,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,16.0,0.0,20181019140712.0,21077.0
31,,,4.0,2.5,0.0,-2.5,0.0,3.0,,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,16.0,0.0,20181019140729.0,21086.0
32,,,4.0,2.5,0.0,-2.5,0.0,3.0,,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,16.0,0.0,20181019140730.0,21086.0
33,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:2,7,4,28.0,27,24,11.0,10,21,,0,-1,6.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,16.0,0.0,20181019140731.0,11078.0
34,,,4.0,3.5,0.0,-3.5,0.0,3.0,^1:2,7,4,28.0,27,24,11.0,10,21,,0,-1,7.0,5,5,45.8,45.5,77.8,88,84,0,1,1.0,16.0,0.0,20181019140731.0,21086^11078
35,,,4.0,3.5,0.0,-3.5,0.0,3.0,1:2^2:2,7,4,28.0,27,24,12.0,10,21,,0,-1,7.0,5,5,48.0,45.5,77.8,89,84,0,1,1.0,16.0,0.0,20181019140749.0,11079^11078
36,,,4.0,3.5,0.0,-3.5,0.0,3.0,2:2^,7,4,28.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,84,0,1,1.0,16.0,1.0,20181019140809.0,11080^21077
37,,,4.0,4.5,0.0,-4.5,0.0,3.0,2:2^,7,4,28.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,84,0,1,1.0,14.0,1.0,20181019140810.0,11080^21077
38,,,4.0,4.5,0.0,-4.5,0.0,3.0,2:2^,7,4,28.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,84,0,1,1.0,16.0,1.0,20181019140814.0,11080^21077
39,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,28.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,84,0,1,1.0,7.0,1.0,20181019140817.0,21077.0
40,,,4.0,3.5,0.0,-3.5,0.0,3.0,^,7,4,26.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,1.0,4.0,1.0,20181019140819.0,21074^11077
41,,,4.0,3.5,0.0,-3.5,0.0,3.0,^,7,4,26.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,1.0,3.0,0.0,20181019140820.0,21074^11077
42,,,4.0,3.5,0.0,-3.5,0.0,3.0,^,7,4,26.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,1.0,3.0,1.0,20181019140822.0,21074^11077
43,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,1.0,0.0,1.0,20181019140826.0,11077.0
44,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019140830.0,11077.0
45,44.0,5.0,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019140840.0,11081.0
46,44.0,5.0,4.0,3.5,0.0,-3.5,0.0,3.0,^,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019140843.0,11077^11081
47,44.0,5.0,4.0,3.5,0.0,-3.5,0.0,3.0,^,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,58.0,0.0,20181019140844.0,11077^11081
48,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,58.0,1.0,20181019141012.0,11077.0
49,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,58.0,1.0,20181019141013.0,11077.0
50,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019141013.0,11077.0
51,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019141021.0,21086.0
52,,,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019141022.0,21086.0
53,,,4.0,3.5,0.0,-3.5,0.0,3.0,1:2,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,7.0,5,5,46.2,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019141029.0,11078.0
54,,,4.0,3.5,0.0,-3.5,0.0,3.0,^1:2,7,4,26.0,27,24,12.0,10,21,-1.0,0,-1,8.0,5,5,44.4,45.5,77.8,89,86,0,1,0.0,56.0,0.0,20181019141029.0,21086^11078
55,,,4.0,3.5,0.0,-3.5,0.0,3.0,2:2,7,4,26.0,27,24,13.0,10,21,-1.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,56.0,0.0,20181019141058.0,11079.0
56,,,4.0,3.5,0.0,-3.5,0.0,3.0,2:2,7,4,26.0,27,24,13.0,10,21,-1.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,56.0,0.0,20181019141107.0,11079.0
57,44.0,5.0,4.0,3.5,0.0,-3.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-1.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,56.0,0.0,20181019141108.0,21081.0
58,44.0,5.0,4.0,3.5,0.0,-3.5,0.0,3.0,^,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,56.0,0.0,20181019141110.0,21077^21081
59,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,56.0,1.0,20181019141217.0,21077.0
60,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,47.0,1.0,20181019141226.0,21077.0
61,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,42.0,0.0,20181019141232.0,21077.0
62,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,42.0,0.0,20181019141242.0,21077.0
63,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,42.0,1.0,20181019141328.0,21077.0
64,,,4.0,4.5,0.0,-4.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,37.0,0.0,20181019141333.0,21077.0
65,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,37.0,0.0,20181019141339.0,21077.0
66,44.0,5.0,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,37.0,0.0,20181019141347.0,21077.0
67,44.0,5.0,4.0,5.5,0.0,-5.5,0.0,3.0,^,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,37.0,0.0,20181019141347.0,11081.0
68,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,37.0,1.0,20181019141459.0,11077.0
69,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,35.0,0.0,20181019141501.0,11077.0
70,44.0,5.0,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-2.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,35.0,0.0,20181019141509.0,11081.0
71,44.0,5.0,4.0,5.5,0.0,-5.5,0.0,3.0,^,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,35.0,0.0,20181019141510.0,11077^11081
72,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,35.0,1.0,20181019141642.0,11077.0
73,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,35.0,1.0,20181019141643.0,11077.0
74,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,32.0,0.0,20181019141646.0,11077.0
75,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,32.0,0.0,20181019141652.0,21086.0
76,,,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,32.0,0.0,20181019141653.0,21086.0
77,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:2,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,8.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,32.0,0.0,20181019141655.0,11078.0
78,,,4.0,5.5,0.0,-5.5,0.0,3.0,^1:2,7,4,26.0,27,24,13.0,10,21,-3.0,0,-1,9.0,5,5,46.4,45.5,77.8,90,86,0,1,0.0,32.0,0.0,20181019141656.0,21086^11078
79,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:2^2:2,7,4,26.0,27,24,14.0,10,21,-3.0,0,-1,9.0,5,5,48.3,45.5,77.8,91,86,0,1,0.0,32.0,0.0,20181019141703.0,11079^11078
80,,,4.0,5.5,0.0,-5.5,0.0,3.0,2:2,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,32.0,0.0,20181019141721.0,11079.0
81,,,4.0,5.5,0.0,-5.5,0.0,3.0,2:2,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,32.0,0.0,20181019141726.0,11079.0
82,,,4.0,5.5,0.0,-5.5,0.0,3.0,2:2,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,32.0,0.0,20181019141728.0,11079.0
83,44.0,5.0,4.0,5.5,0.0,-5.5,0.0,3.0,,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,32.0,0.0,20181019141729.0,21081.0
84,44.0,5.0,4.0,5.5,0.0,-5.5,0.0,3.0,^,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,32.0,0.0,20181019141732.0,21077^21081
85,,,4.0,5.5,0.0,-5.5,0.0,3.0,^,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,32.0,1.0,20181019141906.0,21077^21081
86,,,4.0,5.5,0.0,-5.5,0.0,1.0,,7,4,26.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,86,0,1,0.0,24.0,1.0,20181019141913.0,21077.0
87,,,4.0,4.5,0.0,-4.5,0.0,1.0,^,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,16.0,1.0,20181019141921.0,21074^11077
88,,,4.0,4.5,0.0,-4.5,0.0,1.0,^,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,15.0,1.0,20181019141921.0,21074^11077
89,,,4.0,4.5,0.0,-4.5,0.0,1.0,^,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,16.0,0.0,20181019141922.0,21074^11077
90,,,4.0,4.5,0.0,-4.5,0.0,1.0,^,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,16.0,0.0,20181019141927.0,21074^11077
91,,,4.0,4.5,0.0,-4.5,0.0,1.0,^,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,16.0,1.0,20181019141930.0,21074^11077
92,,,4.0,4.5,0.0,-4.5,0.0,1.0,,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,16.0,1.0,20181019141931.0,11077.0
93,,,4.0,4.5,0.0,-4.5,0.0,1.0,,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,14.0,0.0,20181019141932.0,11077.0
94,,,4.0,4.5,0.0,-4.5,0.0,1.0,,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,14.0,0.0,20181019141942.0,21086.0
95,,,4.0,5.5,0.0,-5.5,0.0,2.0,1:2,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,9.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,14.0,0.0,20181019141945.0,11078.0
96,,,4.0,5.5,0.0,-5.5,0.0,2.0,^1:2,7,4,27.0,27,24,15.0,10,21,-3.0,0,-1,10.0,5,5,50.0,45.5,77.8,92,88,0,1,0.0,14.0,0.0,20181019141946.0,21086^11078
97,,,4.0,5.5,0.0,-5.5,0.0,1.0,1:2^2:2,7,4,27.0,27,24,16.0,10,21,-3.0,0,-1,10.0,5,5,51.6,45.5,77.8,93,88,0,1,0.0,14.0,0.0,20181019142003.0,11079^11078
98,,,4.0,5.5,0.0,-5.5,0.0,1.0,2:2,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,14.0,0.0,20181019142017.0,11079.0
99,,,4.0,5.5,0.0,-5.5,0.0,1.0,2:2,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,14.0,1.0,20181019142021.0,11079.0
100,,,4.0,5.5,0.0,-5.5,0.0,1.0,,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,14.0,1.0,20181019142021.0,21077.0
101,,,4.0,5.5,0.0,-5.5,0.0,1.0,,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,0.0,0.0,20181019142036.0,21077.0
102,,,4.0,5.5,0.0,-5.5,0.0,1.0,,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,0.0,0.0,20181019142036.0,1084.0
103,,,4.0,5.5,0.0,-5.5,0.0,1.0,,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,0.0,0.0,20181019142040.0,1084.0
104,,,4.0,5.5,0.0,-5.5,0.0,1.0,,7,4,27.0,27,24,17.0,10,21,-3.0,0,-1,10.0,5,5,53.1,45.5,77.8,94,88,0,1,0.0,0.0,0.0,20181019142040.0,1084.0
