,AM,AS,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
98,,,0.0,4.0,-17.5,0.0,17.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,2.0,9.0,21.0,6.0,11,2.0,2.0,4.0,1.0,40.0,55.0,42.0,59.0,0,1,0.0,17.0,1.0,20180917081811.0,21077.0
99,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,1.0,40.0,55.0,42.0,62.0,0,1,0.0,12.0,1.0,20180917081819.0,11077.0
100,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,1.0,40.0,55.0,42.0,62.0,0,1,0.0,3.0,1.0,20180917081827.0,11077.0
101,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,1.0,40.0,55.0,42.0,62.0,0,1,0.0,3.0,0.0,20180917081827.0,11077.0
102,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,1.0,40.0,55.0,42.0,62.0,0,1,0.0,3.0,0.0,20180917081828.0,11077.0
103,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,^,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,2.0,40.0,55.0,42.0,62.0,0,1,0.0,4.0,0.0,20180917081834.0,21086^11077
104,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,1:2,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,2.0,40.0,55.0,42.0,62.0,0,1,0.0,4.0,0.0,20180917081837.0,11078.0
105,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,1:2^2:2,1.0,0.0,6.0,3.0,9.0,21.0,6.0,11,2.0,2.0,4.0,2.0,37.5,55.0,42.0,62.0,0,1,0.0,4.0,0.0,20180917081854.0,11080^11078
106,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,2:2^,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,3.0,1.0,20180917081909.0,11079^21077
107,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,0.0,0.0,20180917081914.0,21077.0
108,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,0.0,0.0,20180917081915.0,21077.0
109,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,0.0,0.0,20180917081927.0,1084.0
110,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,0.0,0.0,20180917081927.0,1084.0
111,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,0.0,0.0,20180917081927.0,1084.0
112,,,0.0,4.0,-19.5,0.0,19.5,0.0,103.5,0.8,103.5,0.8695652173913043,0.0,1.0,,1.0,0.0,6.0,3.0,9.0,21.0,7.0,11,2.0,2.0,4.0,2.0,41.2,55.0,43.0,62.0,0,1,0.0,0.0,0.0,20180917081927.0,1084.0
