,AM,AS,CB,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,MS,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
452,,,PHUMUSVI,,,,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,-13.5,,,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,0.0,1~GD,5.0,0.0,20180721115353.0,21086.0,,0.0,0.0
453,,,PHUMUSVI,,,,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,-13.5,,,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,0.0,1~GD,5.0,1.0,20180721115421.0,21086.0,,0.0,0.0
454,,,PHUMUSVI,,,,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,-13.5,,,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,0.0,1~GD,5.0,1.0,20180721115421.0,21086.0,,0.0,0.0
455,,,PHUMUSVI,,,,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,-13.5,,,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,0.0,1~GD,5.0,1.0,20180721115422.0,21086.0,,0.0,0.0
456,,,PHUMUSVI,,,,13.5,0.8,-13.5,0.87,177.5,0.87,178.5,0.83,177.5,,,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,0.0,1~GD,5.0,1.0,20180721115422.0,11077.0,,0.0,0.0
457,,,PHUMUSVI,,,,13.5,0.8,-13.5,0.87,177.5,0.87,177.5,0.8,177.5,,,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721115428.0,11077.0,,0.0,0.0
458,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,177.5,0.87,177.5,0.8,177.5,,2.0,9482924.0,0.0,,1.0,,,6.0,3.0,,6.0,50.0,24.0,24.0,10.0,0.0,0.0,1,12.0,1~GD,0.0,0.0,20180721115428.0,11077.0,,0.0,0.0
459,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,178.5,0.83,177.5,0.83,178.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,12.0,1~GD,0.0,0.0,20180721115428.0,1082.0,,0.0,0.0
460,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,178.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,12.0,1~GD,0.0,1.0,20180721115648.0,1082.0,,0.0,0.0
461,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,178.5,,2.0,9482924.0,0.0,^,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,12.0,1~GD,0.0,1.0,20180721115648.0,01088^21077,,0.0,0.0
462,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,178.5,0.83,178.5,0.83,178.5,,2.0,9482924.0,0.0,^,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,58.0,1.0,20180721115649.0,01088^21077,,0.0,0.0
463,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,177.5,0.83,178.5,0.83,177.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,58.0,1.0,20180721115649.0,11077.0,,0.0,0.0
464,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,177.5,0.83,177.5,0.83,177.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,50.0,1.0,20180721115658.0,11077.0,,0.0,0.0
465,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,177.5,0.83,177.5,0.83,177.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,50.0,1.0,20180721115658.0,11077.0,,0.0,0.0
466,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,177.5,0.83,177.5,0.83,177.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,46.0,1.0,20180721115701.0,11077.0,,0.0,0.0
467,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,177.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,46.0,1.0,20180721115701.0,21077.0,,0.0,0.0
468,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,0.0,20180721115706.0,21077.0,,0.0,0.0
469,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,0.0,20180721115706.0,21077.0,,0.0,0.0
470,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,0.0,20180721115714.0,21077.0,,0.0,0.0
471,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,0.0,20180721115714.0,11086.0,,0.0,0.0
472,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,0.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,0.0,20180721115723.0,11086.0,,0.0,0.0
473,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,0.0,20180721115723.0,11086.0,,0.0,0.0
474,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,1.0,20180721115730.0,11086.0,,0.0,0.0
475,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,41.0,1.0,20180721115730.0,21077.0,,0.0,0.0
476,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,176.5,0.83,176.5,0.83,176.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,38.0,1.0,20180721115734.0,21077.0,,0.0,0.0
477,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,175.5,0.83,176.5,0.83,175.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,38.0,1.0,20180721115734.0,21077.0,,0.0,0.0
478,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,175.5,0.83,175.5,0.83,175.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,29.0,1.0,20180721115742.0,21077.0,,0.0,0.0
479,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,175.5,0.83,175.5,0.83,175.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,29.0,1.0,20180721115742.0,21077.0,,0.0,0.0
480,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,175.5,0.83,175.5,0.83,175.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,26.0,1.0,20180721115745.0,21077.0,,0.0,0.0
481,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,175.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,26.0,1.0,20180721115745.0,11077.0,,0.0,0.0
482,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115752.0,11077.0,,0.0,0.0
483,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115752.0,11077.0,,0.0,0.0
484,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115754.0,11077.0,,0.0,0.0
485,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115754.0,21086.0,,0.0,0.0
486,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115755.0,21086.0,,0.0,0.0
487,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,175.5,0.83,174.5,0.83,175.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115755.0,21086.0,,0.0,0.0
488,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,175.5,0.83,175.5,0.83,175.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115800.0,21086.0,,0.0,0.0
489,,,PHUMUSVI,第2节,,第2节,14.5,0.8,-14.5,0.87,175.5,0.83,175.5,0.83,14.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115800.0,21086.0,,0.0,0.0
490,,,PHUMUSVI,第2节,,第2节,14.5,0.8,-14.5,0.87,175.5,0.8,175.5,0.87,-14.5,,2.0,9482924.0,0.0,1:2,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115800.0,11078.0,,0.0,0.0
491,,,PHUMUSVI,第2节,,第2节,14.5,0.8,-14.5,0.87,175.5,0.8,175.5,0.87,-14.5,,2.0,9482924.0,0.0,1:2,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115819.0,11078.0,,0.0,0.0
492,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.87,175.5,0.8,175.5,0.87,13.5,,2.0,9482924.0,0.0,1:2,0.0,,,6.0,3.0,,1.0,50.0,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115819.0,11078.0,,0.0,0.0
493,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,175.5,0.83,175.5,0.87,-13.5,,2.0,9482924.0,0.0,1:2^2:2,0.0,,,6.0,3.0,,1.0,42.9,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115819.0,11080^11078,,0.0,0.0
494,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,174.5,0.83,175.5,0.83,174.5,,2.0,9482924.0,0.0,1:2^2:2,0.0,,,6.0,3.0,,1.0,42.9,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,0.0,20180721115819.0,11080^11078,,0.0,0.0
495,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,1:2^2:2,0.0,,,6.0,3.0,,1.0,42.9,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,1.0,20180721115833.0,11080^11078,,0.0,0.0
496,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,2:2,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,1.0,20180721115833.0,11080.0,,0.0,0.0
497,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,2:2,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,1.0,20180721115835.0,11080.0,,0.0,0.0
498,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,2:2,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,1.0,20180721115835.0,11080.0,,0.0,0.0
499,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,2:2,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,1.0,20180721115836.0,11080.0,,0.0,0.0
500,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,18.0,1.0,20180721115836.0,21077.0,,0.0,0.0
501,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,174.5,0.83,174.5,0.83,174.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,14.0,1.0,20180721115838.0,21077.0,,0.0,0.0
502,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,173.5,0.83,174.5,0.83,173.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,14.0,1.0,20180721115838.0,21077.0,,0.0,0.0
503,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,173.5,0.83,173.5,0.83,173.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,6.0,0.0,20180721115845.0,21077.0,,0.0,0.0
504,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,173.5,0.83,173.5,0.83,173.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,6.0,0.0,20180721115845.0,21077.0,,0.0,0.0
505,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,173.5,0.83,173.5,0.83,173.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,6.0,0.0,20180721115847.0,21077.0,,0.0,0.0
506,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,173.5,0.83,173.5,0.83,173.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,6.0,0.0,20180721115847.0,21077.0,,0.0,0.0
507,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,173.5,0.83,173.5,0.83,173.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,6.0,1.0,20180721115856.0,21077.0,,0.0,0.0
508,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,172.5,0.83,173.5,0.83,172.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,11.0,1~GD,6.0,1.0,20180721115856.0,11077.0,,0.0,0.0
509,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,172.5,0.83,172.5,0.83,172.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,58.0,1.0,20180721115905.0,11077.0,,0.0,0.0
510,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,172.5,0.83,172.5,0.83,172.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,58.0,1.0,20180721115905.0,11077.0,,0.0,0.0
511,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,172.5,0.83,172.5,0.83,172.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,50.0,1.0,20180721115913.0,11077.0,,0.0,0.0
512,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,171.5,0.83,172.5,0.83,171.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,50.0,1.0,20180721115913.0,11077.0,,0.0,0.0
513,,,PHUMUSVI,第2节,,第2节,13.5,0.8,-13.5,0.87,171.5,0.83,171.5,0.83,171.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,44.0,1.0,20180721115918.0,11077.0,,0.0,0.0
514,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.87,171.5,0.83,171.5,0.83,12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,44.0,1.0,20180721115918.0,21077.0,,0.0,0.0
515,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,171.5,0.87,171.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,37.0,1.0,20180721115925.0,21077.0,,0.0,0.0
516,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,170.5,0.87,171.5,0.8,170.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,37.0,1.0,20180721115925.0,21077.0,,0.0,0.0
517,,,PHUMUSVI,第2节,,第2节,13.5,0.87,-12.5,0.8,170.5,0.87,170.5,0.8,170.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,37.0,1.0,20180721115925.0,21077.0,,0.0,0.0
518,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.8,170.5,0.87,170.5,0.8,13.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,37.0,1.0,20180721115925.0,21077.0,,0.0,0.0
519,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,170.5,0.83,170.5,0.83,-13.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,29.0,1.0,20180721115933.0,11077.0,,0.0,0.0
520,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,169.5,0.83,170.5,0.83,169.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,29.0,1.0,20180721115933.0,11077.0,,0.0,0.0
521,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,169.5,0.83,169.5,0.83,169.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,24.0,1.0,20180721115938.0,11077.0,,0.0,0.0
522,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.83,169.5,0.83,169.5,0.83,12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,24.0,1.0,20180721115938.0,11077.0,,0.0,0.0
523,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115939.0,21077.0,,0.0,0.0
524,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115939.0,21077.0,,0.0,0.0
525,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115943.0,21077.0,,0.0,0.0
526,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115943.0,11086.0,,0.0,0.0
527,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115944.0,11086.0,,0.0,0.0
528,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115944.0,11086.0,,0.0,0.0
529,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,1.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115946.0,11086.0,,0.0,0.0
530,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,0.0,20180721115946.0,11086.0,,0.0,0.0
531,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.83,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,1.0,20180721115951.0,11086.0,,0.0,0.0
532,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.8,169.5,0.83,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,23.0,1.0,20180721115951.0,21077.0,,0.0,0.0
533,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,169.5,0.8,169.5,0.87,-12.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,15.0,1.0,20180721120000.0,21077.0,,0.0,0.0
534,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,168.5,0.83,169.5,0.83,168.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,15.0,1.0,20180721120000.0,21077.0,,0.0,0.0
535,,,PHUMUSVI,第2节,,第2节,12.5,0.87,-12.5,0.8,168.5,0.83,168.5,0.83,168.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,8.0,1.0,20180721120006.0,21077.0,,0.0,0.0
536,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.8,168.5,0.83,168.5,0.83,13.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,8.0,1.0,20180721120006.0,21077.0,,0.0,0.0
537,,,PHUMUSVI,第2节,,第2节,13.5,0.83,-13.5,0.83,168.5,0.83,168.5,0.83,-13.5,,2.0,9482924.0,0.0,,0.0,,,6.0,3.0,,2.0,37.5,24.0,24.0,10.0,0.0,0.0,1,10.0,1~GD,8.0,1.0,20180721120006.0,11077.0,,0.0,0.0
