,AM,AS,CB,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,MS,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
102,,,PHUMUSVI,,,,9.5,0.87,-9.5,0.8,193.5,0.83,193.5,0.83,193.5,,,9482924.0,0.0,,,,,,,,,,,9.0,0.0,0.0,0.0,1,9.0,1~GD,18.0,1.0,20180721113706.0,21077.0,,0.0,0.0
103,,,PHUMUSVI,,,,9.5,0.87,-9.5,0.8,195.5,0.83,193.5,0.83,195.5,,,9482924.0,0.0,,,,,,,,,,,9.0,0.0,0.0,0.0,1,9.0,1~GD,18.0,1.0,20180721113706.0,21077.0,,0.0,0.0
104,,,PHUMUSVI,,,,9.5,0.87,-9.5,0.8,195.5,0.83,195.5,0.83,195.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180721113707.0,21077.0,,0.0,0.0
105,,,PHUMUSVI,,,,8.5,0.87,-8.5,0.8,195.5,0.83,195.5,0.83,8.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180721113707.0,21077.0,,0.0,0.0
106,,,PHUMUSVI,,,,8.5,0.87,-8.5,0.8,195.5,0.83,195.5,0.83,-8.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,11.0,1.0,20180721113711.0,21074.0,,0.0,0.0
107,,,PHUMUSVI,,,,9.5,0.8,-9.5,0.8,195.5,0.83,195.5,0.83,9.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,11.0,1.0,20180721113711.0,21074.0,,0.0,0.0
108,,,PHUMUSVI,,,,9.5,0.8,-9.5,0.87,195.5,0.83,195.5,0.83,-9.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,11.0,1.0,20180721113711.0,11077.0,,0.0,0.0
109,,,PHUMUSVI,,,,9.5,0.8,-9.5,0.87,194.5,0.83,195.5,0.83,194.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,11.0,1.0,20180721113711.0,11077.0,,0.0,0.0
110,,,PHUMUSVI,,,,9.5,0.8,-9.5,0.87,194.5,0.83,194.5,0.83,194.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,3.0,1.0,20180721113719.0,11077.0,,0.0,0.0
111,,,PHUMUSVI,,,,9.5,0.8,-9.5,0.87,194.5,0.83,194.5,0.83,194.5,,,9482924.0,0.0,,,,,,,,,,,9.0,2.0,0.0,0.0,1,9.0,1~GD,3.0,1.0,20180721113719.0,11077.0,,0.0,0.0
