,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,8.5,0.7692307692307693,-8.5,0.9090909090909091,,,,,4,7,,23,16,,13,10,,2,1,,3,2,,72.2,76.9,71,63,0,1,2.0,19.0,0,20181019124641,21079^21078
1,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,2:2^,,,4,7,,23,16,,13,10,,2,1,,3,2,71.4,72.2,76.9,71,63,0,1,2.0,19.0,1.0,20181019124655.0,21080^11077
2,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,2:2^,,,4,7,,23,16,,13,10,,2,1,,3,2,71.4,72.2,76.9,71,63,0,1,2.0,19.0,1.0,20181019124657.0,21080^11077
3,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,,,,4,7,,23,16,,13,10,,2,1,,3,2,71.4,72.2,76.9,71,63,0,1,2.0,10.0,1.0,20181019124705.0,11077.0
4,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,,,,4,7,,23,16,,13,10,,2,1,,3,2,71.4,72.2,76.9,71,63,0,1,2.0,10.0,0.0,20181019124706.0,11077.0
5,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,,,,4,7,,23,16,,13,10,,2,1,,3,2,71.4,72.2,76.9,71,63,0,1,2.0,10.0,0.0,20181019124714.0,21086.0
6,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,,,,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,71,63,0,1,2.0,10.0,0.0,20181019124719.0,21086.0
7,,,4.0,8.5,0.9090909090909091,-8.5,0.7692307692307693,,,,,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,71,63,0,1,2.0,10.0,1.0,20181019124807.0,11077.0
8,,,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,3.0,^,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,2.0,3.0,1.0,20181019124814.0,11075^21077
9,,,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,3.0,,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,2.0,2.0,1.0,20181019124814.0,21077.0
10,,,4.0,10.5,0.0,-10.5,0.0,1.0,,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,53.0,1.0,20181019124822.0,21077.0
11,,,4.0,10.5,0.0,-10.5,0.0,1.0,,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,45.0,1.0,20181019124831.0,21077.0
12,,,4.0,10.5,0.0,-10.5,0.0,1.0,,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,41.0,0.0,20181019124835.0,21077.0
13,,,4.0,10.5,0.0,-10.5,0.0,1.0,,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,41.0,0.0,20181019124844.0,21086.0
14,,,4.0,10.5,0.0,-10.5,0.0,1.0,,,5.0,4,7,,23,16,,13,10,,2,1,3.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,41.0,0.0,20181019124847.0,21086.0
15,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,5.0,4,7,,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,41.0,0.0,20181019124849.0,21086.0
16,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,5.0,4,7,,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,41.0,1.0,20181019124858.0,21086.0
17,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,5.0,4,7,,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,74,63,0,1,1.0,32.0,1.0,20181019124907.0,11077.0
18,,,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,32.0,1.0,20181019124907.0,11074^21077
19,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,5.0,4,7,24.0,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,30.0,1.0,20181019124909.0,21077.0
20,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,5.0,4,7,24.0,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,30.0,0.0,20181019124909.0,21077.0
21,44.0,5.0,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,5.0,4,7,24.0,23,16,,13,10,,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,30.0,0.0,20181019124917.0,21081.0
22,44.0,5.0,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,30.0,0.0,20181019124918.0,21077^21081
23,44.0,5.0,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,33.0,0.0,20181019124928.0,21077^21081
24,,,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,33.0,1.0,20181019125043.0,21077^21081
25,,,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,33.0,1.0,20181019125044.0,21077^21081
26,,,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,24.0,1.0,20181019125052.0,21077^21081
27,,,4.0,13.5,0.0,-13.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,17.0,1.0,20181019125059.0,11077.0
28,,,4.0,13.5,0.0,-13.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,16.0,0.0,20181019125059.0,11077.0
29,,,4.0,13.5,0.0,-13.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,16.0,0.0,20181019125108.0,21086.0
