,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
30,,,4.0,13.5,0.0,-13.5,0.0,1.0,^,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,16.0,0.0,20181019125109.0,21086.0
31,,,4.0,14.5,0.0,-14.5,0.0,1.0,1:2,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,4.0,3,2,71.4,72.2,76.9,76,63,0,1,1.0,16.0,0.0,20181019125119.0,11078.0
32,,,4.0,14.5,0.0,-14.5,0.0,1.0,^1:2,1.0,5.0,4,7,24.0,23,16,,13,10,0.0,2,1,5.0,3,2,68.4,72.2,76.9,76,63,0,1,1.0,16.0,0.0,20181019125119.0,21086^11078
33,,,4.0,14.5,0.0,-14.5,0.0,1.0,2:2,1.0,5.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,63,0,1,1.0,16.0,0.0,20181019125151.0,11079.0
34,,,4.0,14.5,0.0,-14.5,0.0,1.0,2:2,1.0,5.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,63,0,1,1.0,16.0,1.0,20181019125153.0,11079.0
35,,,4.0,14.5,0.0,-14.5,0.0,1.0,,1.0,5.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,63,0,1,1.0,7.0,1.0,20181019125202.0,21077.0
36,,,4.0,14.5,0.0,-14.5,0.0,1.0,,1.0,5.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,63,0,1,1.0,2.0,0.0,20181019125207.0,21077.0
37,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,66,0,1,1.0,2.0,0.0,20181019125208.0,21075.0
38,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,66,0,1,1.0,2.0,0.0,20181019125212.0,21075.0
39,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,66,0,1,1.0,1.0,0.0,20181019125213.0,11077.0
40,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,66,0,1,1.0,1.0,0.0,20181019125219.0,21086.0
41,,,4.0,12.5,0.0,-12.5,0.0,1.0,1:2,1.0,8.0,4,7,24.0,23,16,14.0,13,10,0.0,2,1,5.0,3,2,70.0,72.2,76.9,77,66,0,1,1.0,1.0,0.0,20181019125223.0,11078.0
42,,,4.0,12.5,0.0,-12.5,0.0,1.0,^1:2,1.0,8.0,4,7,24.0,23,16,15.0,13,10,0.0,2,1,6.0,3,2,71.4,72.2,76.9,77,66,0,1,1.0,1.0,0.0,20181019125223.0,21086^11078
43,,,4.0,12.5,0.0,-12.5,0.0,1.0,2:2,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,1.0,1.0,0.0,20181019125256.0,11079.0
44,,,4.0,12.5,0.0,-12.5,0.0,1.0,2:2,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,1.0,1.0,1.0,20181019125257.0,11079.0
45,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,1.0,1.0,1.0,20181019125258.0,21077.0
46,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,0.0,52.0,1.0,20181019125306.0,21077.0
47,,,4.0,13.5,0.0,-13.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,0.0,48.0,1.0,20181019125311.0,11077.0
48,,,4.0,13.5,0.0,-13.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,0.0,39.0,1.0,20181019125319.0,11077.0
49,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,0.0,38.0,1.0,20181019125321.0,21077.0
50,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,24.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,66,0,1,0.0,32.0,0.0,20181019125326.0,21077.0
51,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,17.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,68,0,1,0.0,32.0,0.0,20181019125327.0,21074.0
52,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,17.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,68,0,1,0.0,32.0,1.0,20181019125330.0,21074.0
53,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,17.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,68,0,1,0.0,32.0,1.0,20181019125331.0,11077.0
54,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,17.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,68,0,1,0.0,23.0,1.0,20181019125331.0,11077.0
55,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,17.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,68,0,1,0.0,21.0,0.0,20181019125342.0,11077.0
56,,,4.0,9.5,0.0,-9.5,0.0,1.0,,1.0,8.0,4,7,18.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,70,0,1,0.0,21.0,0.0,20181019125342.0,21074.0
57,,,4.0,9.5,0.0,-9.5,0.0,1.0,,1.0,8.0,4,7,18.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,70,0,1,0.0,21.0,1.0,20181019125347.0,21074.0
58,,,4.0,9.5,0.0,-9.5,0.0,1.0,,1.0,8.0,4,7,18.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,70,0,1,0.0,19.0,0.0,20181019125349.0,11077.0
59,,,4.0,9.5,0.0,-9.5,0.0,1.0,,1.0,8.0,4,7,18.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,70,0,1,0.0,19.0,0.0,20181019125358.0,21086.0
60,,,4.0,9.5,0.0,-9.5,0.0,1.0,,1.0,8.0,4,7,18.0,23,16,16.0,13,10,0.0,2,1,6.0,3,2,72.7,72.2,76.9,79,70,0,1,0.0,19.0,0.0,20181019125359.0,21086.0
61,,,4.0,9.5,0.0,-9.5,0.0,1.0,^1:2,1.0,8.0,4,7,18.0,23,16,16.0,13,10,0.0,2,1,7.0,3,2,72.7,72.2,76.9,79,70,0,1,0.0,19.0,0.0,20181019125359.0,21086^11078
62,,,4.0,10.5,0.0,-10.5,0.0,1.0,1:2^2:2,1.0,8.0,4,7,18.0,23,16,17.0,13,10,0.0,2,1,7.0,3,2,73.9,72.2,76.9,80,70,0,1,0.0,19.0,0.0,20181019125419.0,11079^11078
63,,,4.0,10.5,0.0,-10.5,0.0,1.0,2:2,1.0,8.0,4,7,18.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,81,70,0,1,0.0,19.0,0.0,20181019125431.0,11079.0
64,,,4.0,10.5,0.0,-10.5,0.0,1.0,2:2,1.0,8.0,4,7,18.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,81,70,0,1,0.0,19.0,1.0,20181019125435.0,11079.0
65,,,4.0,10.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,18.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,81,70,0,1,0.0,19.0,1.0,20181019125435.0,21077.0
66,,,4.0,12.5,0.0,-12.5,0.0,1.0,^,1.0,8.0,4,7,25.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,70,0,1,0.0,9.0,1.0,20181019125445.0,11074^21077
67,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,25.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,70,0,1,0.0,8.0,1.0,20181019125445.0,21077.0
68,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,25.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,70,0,1,0.0,8.0,0.0,20181019125446.0,21077.0
69,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,25.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,70,0,1,0.0,8.0,1.0,20181019125448.0,21077.0
70,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,25.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,70,0,1,0.0,8.0,1.0,20181019125449.0,21077.0
71,,,4.0,12.5,0.0,-12.5,0.0,1.0,,1.0,8.0,4,7,25.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,70,0,1,0.0,2.0,0.0,20181019125455.0,21077.0
72,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,19.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,72,0,1,0.0,2.0,0.0,20181019125455.0,21074.0
73,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,19.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,72,0,1,0.0,2.0,1.0,20181019125459.0,21074.0
74,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,19.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,72,0,1,0.0,0.0,0.0,20181019125502.0,11077.0
75,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,19.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,72,0,1,0.0,0.0,0.0,20181019125502.0,1084.0
76,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,19.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,72,0,1,0.0,0.0,0.0,20181019125505.0,1084.0
77,,,4.0,11.5,0.0,-11.5,0.0,1.0,,1.0,8.0,4,7,19.0,23,16,18.0,13,10,0.0,2,1,7.0,3,2,75.0,72.2,76.9,83,72,0,1,0.0,0.0,0.0,20181019125505.0,1084.0
