,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
10,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,,,9,9,,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,69,67,0,1,2.0,29.0,1.0,20181019153627.0,11077.0
11,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,,,9,9,,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,69,67,0,1,2.0,21.0,1.0,20181019153635.0,11077.0
12,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,,,9,9,,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,69,67,0,1,2.0,17.0,1.0,20181019153635.0,11077.0
13,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,,,9,9,,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,69,67,0,1,2.0,17.0,1.0,20181019153644.0,11077.0
14,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,^,,9,9,19.0,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,71,68,0,1,2.0,10.0,1.0,20181019153646.0,11074^21077
15,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,19.0,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,71,68,0,1,2.0,9.0,0.0,20181019153647.0,21077.0
16,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,,^,,9,9,19.0,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,71,68,0,1,2.0,9.0,0.0,20181019153718.0,21086^11077
17,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,,,,9,9,19.0,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,71,68,0,1,2.0,9.0,0.0,20181019153718.0,11077.0
18,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,,1:1^,,9,9,19.0,18,14,7.0,6,11,,3,2,6.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,9.0,0.0,20181019153751.0,11079^21077
19,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,,1:1^,,9,9,19.0,18,14,7.0,6,11,,3,2,6.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,9.0,1.0,20181019153753.0,11079^21077
20,,,4.0,4.5,0.7692307692307693,-4.5,0.9090909090909091,,1:1^,,9,9,19.0,18,14,7.0,6,11,,3,2,6.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,8.0,0.0,20181019153754.0,11079^21077
21,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,^,,9,9,19.0,18,14,7.0,6,11,,3,2,7.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,8.0,0.0,20181019153805.0,21086^11077
22,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,,1:1,,9,9,19.0,18,14,7.0,6,11,,3,2,7.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,8.0,0.0,20181019153806.0,11078.0
23,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,1:1,,9,9,19.0,18,14,7.0,6,11,,3,2,7.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,8.0,0.0,20181019153812.0,11078.0
24,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,1:1,,9,9,19.0,18,14,7.0,6,11,,3,2,6.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,8.0,0.0,20181019153812.0,11078.0
25,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,,1:1,,9,9,19.0,18,14,7.0,6,11,,3,2,6.0,5,5,70.0,66.7,78.6,72,68,0,1,2.0,8.0,0.0,20181019153816.0,11078.0
26,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,1:1^,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,8.0,0.0,20181019153817.0,11079^21077
27,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,8.0,1.0,20181019153817.0,21077.0
28,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,6.0,0.0,20181019153819.0,21077.0
29,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,6.0,1.0,20181019153820.0,21077.0
30,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,6.0,1.0,20181019153829.0,11077.0
31,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,57.0,1.0,20181019153829.0,11077.0
32,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,49.0,1.0,20181019153837.0,11077.0
33,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,41.0,1.0,20181019153845.0,11077.0
34,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,6.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,37.0,0.0,20181019153849.0,11077.0
35,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,^,,9,9,19.0,18,14,8.0,6,11,,3,2,8.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,37.0,0.0,20181019153859.0,21086^11077
36,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,,1:2,,9,9,19.0,18,14,8.0,6,11,,3,2,8.0,5,5,72.7,66.7,78.6,73,68,0,1,2.0,37.0,0.0,20181019153900.0,11078.0
37,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,1:2^2:2,,9,9,19.0,18,14,8.0,6,11,,3,2,8.0,5,5,66.7,66.7,78.6,73,68,0,1,2.0,37.0,0.0,20181019153915.0,11080^11078
38,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,2:2^,,9,9,19.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,37.0,1.0,20181019153929.0,11080^21077
39,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,36.0,1.0,20181019153930.0,21077.0
40,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,19.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,27.0,1.0,20181019153938.0,21077.0
41,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,27.0,1.0,20181019153938.0,11077.0
42,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,14.0,1.0,20181019153952.0,11077.0
43,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,6.0,1.0,20181019154000.0,11077.0
44,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,1.0,1.0,20181019154005.0,11095.0
45,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,2.0,1.0,1.0,20181019154006.0,21077.0
46,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,52.0,1.0,20181019154014.0,21077.0
47,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,44.0,1.0,20181019154022.0,21077.0
48,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,36.0,1.0,20181019154030.0,21077.0
49,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,35.0,1.0,20181019154031.0,21095.0
50,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,35.0,1.0,20181019154031.0,11077.0
51,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,16.0,1.0,20181019154046.0,11077.0
52,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,,,,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,73,68,0,1,0.0,8.0,1.0,20181019154055.0,11077.0
53,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,^,10.0,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,13.0,1.0,20181019154056.0,11075^21077
54,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,13.0,1.0,20181019154057.0,21077.0
55,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,11.0,0.0,20181019154058.0,21077.0
56,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,8.0,0.0,20181019154101.0,21077.0
57,44.0,5.0,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,14.0,0.0,20181019154105.0,21081.0
58,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,14.0,0.0,20181019154249.0,21077.0
59,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,14.0,1.0,20181019154249.0,21077.0
60,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,5.0,1.0,20181019154258.0,21077.0
61,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,5.0,1.0,20181019154258.0,21094.0
62,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,4.0,0.0,20181019154300.0,21094.0
63,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,8.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,2.0,0.0,20181019154311.0,21094.0
64,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,1.0,^,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,7.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,6.0,0.0,20181019154312.0,11086^21077
65,,,4.0,3.5,0.7692307692307693,-3.5,0.9090909090909091,2.0,1:2,10.0,9,9,16.0,18,14,8.0,6,11,1.0,3,2,7.0,5,5,61.5,66.7,78.6,76,72,0,1,0.0,6.0,0.0,20181019154313.0,21078.0
66,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,1:2^2:2,10.0,9,9,16.0,18,14,14.0,6,11,1.0,3,2,7.0,5,5,82.4,66.7,78.6,76,73,0,1,0.0,6.0,0.0,20181019154332.0,21079^21078
67,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,16.0,18,14,14.0,6,11,1.0,3,2,7.0,5,5,82.4,66.7,78.6,76,73,0,1,0.0,6.0,1.0,20181019154346.0,11077.0
68,,,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,16.0,18,14,14.0,6,11,1.0,3,2,7.0,5,5,82.4,66.7,78.6,76,73,0,1,0.0,5.0,0.0,20181019154346.0,11077.0
69,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,16.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,76,73,0,1,0.0,5.0,0.0,20181019154350.0,11081.0
70,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,16.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,76,73,0,1,0.0,5.0,1.0,20181019154522.0,11081.0
71,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,16.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,76,73,0,1,0.0,0.0,0.0,20181019154528.0,11081.0
72,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,^,10.0,9,9,20.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,78,74,0,1,0.0,0.0,0.0,20181019154528.0,11074^21077
73,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,20.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,78,74,0,1,0.0,0.0,0.0,20181019154529.0,21077.0
74,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,20.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,78,74,0,1,0.0,0.0,0.0,20181019154539.0,21077.0
75,44.0,5.0,4.0,2.5,0.7692307692307693,-2.5,0.9090909090909091,2.0,,10.0,9,9,20.0,18,14,14.0,6,11,2.0,3,2,7.0,5,5,82.4,66.7,78.6,78,74,0,1,0.0,0.0,0.0,20181019154539.0,1084.0
