,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,3.5,0.8,-3.5,0.8695652173913043,,,,9,9,,18,14,,6,11,,3,2,,5,5,,66.7,78.6,69,66,0,1,2.0,42.0,1,20181019153505,21077
1,,,4.0,3.5,0.8,-3.5,0.8695652173913043,,,,9,9,,18,14,,6,11,,3,2,,5,5,,66.7,78.6,69,66,0,1,2.0,41.0,0.0,20181019153506.0,21077
2,,,4.0,3.5,0.8,-3.5,0.8695652173913043,,,,9,9,,18,14,,6,11,,3,2,,5,5,,66.7,78.6,69,66,0,1,2.0,41.0,1.0,20181019153520.0,21095.0
3,,,4.0,3.5,0.8,-3.5,0.8695652173913043,,,,9,9,,18,14,,6,11,,3,2,,5,5,,66.7,78.6,69,66,0,1,2.0,38.0,0.0,20181019153524.0,21095.0
4,,,4.0,3.5,0.8,-3.5,0.8695652173913043,,,,9,9,,18,14,,6,11,,3,2,,5,5,,66.7,78.6,69,66,0,1,2.0,38.0,0.0,20181019153530.0,21077.0
5,,,4.0,3.5,0.8,-3.5,0.8695652173913043,,^,,9,9,,18,14,,6,11,,3,2,6.0,5,5,,66.7,78.6,69,66,0,1,2.0,38.0,0.0,20181019153533.0,11086^21077
6,,,4.0,2.5,1.0,-2.5,0.7142857142857143,,1:2,,9,9,,18,14,,6,11,,3,2,6.0,5,5,,66.7,78.6,69,66,0,1,2.0,38.0,0.0,20181019153535.0,21078.0
7,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,1:2,,9,9,,18,14,,6,11,,3,2,6.0,5,5,,66.7,78.6,69,67,0,1,2.0,38.0,0.0,20181019153603.0,21078.0
8,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,1:2^2:2,,9,9,,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,69,67,0,1,2.0,38.0,0.0,20181019153603.0,21079^21078
9,,,4.0,2.5,0.8695652173913043,-2.5,0.8,,,,9,9,,18,14,12.0,6,11,,3,2,6.0,5,5,80.0,66.7,78.6,69,67,0,1,2.0,38.0,1.0,20181019153603.0,11077.0
