,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,4.5,0.83,-4.5,0.83,164.5,0.83,164.5,0.83,,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,53.0,1,20180721012938,11077,0.0,0.45
1,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,164.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,53.0,1,20180721012938,11077,0.0,0.45
2,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,45.0,1,20180721012947.0,11077,0.0,0.45
3,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,45.0,1,20180721012947.0,11077,0.0,0.45
4,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,0.0,20180721012947.0,11077,0.0,0.45
5,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,0.0,20180721012951.0,11077,0.0,0.45
6,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,0.0,20180721012951.0,11077,0.0,0.45
7,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,0.0,20180721012956.0,11077,0.0,0.45
8,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,0.0,20180721012956.0,21086.0,0.0,0.45
9,,,,,4.5,0.83,-4.5,0.83,163.5,0.83,163.5,0.83,163.5,,,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,1.0,20180721013004.0,21086.0,0.0,0.45
10,,,,,4.5,0.83,-4.5,0.83,162.5,0.83,163.5,0.83,162.5,,,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,43.0,1.0,20180721013004.0,21086.0,0.0,0.45
11,,,,,4.5,0.83,-4.5,0.83,162.5,0.83,162.5,0.83,162.5,,,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,35.0,1.0,20180721013012.0,21086.0,0.0,0.45
12,,,,,4.5,0.83,-4.5,0.83,162.5,0.83,162.5,0.83,162.5,,,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,35.0,1.0,20180721013012.0,21086.0,0.0,0.45
13,,,,,4.5,0.83,-4.5,0.83,162.5,0.83,162.5,0.83,162.5,,,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,34.0,1.0,20180721013014.0,21086.0,0.0,0.45
14,,,,,4.5,0.83,-4.5,0.83,162.5,0.83,162.5,0.83,162.5,,1.5,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,34.0,1.0,20180721013014.0,11094.0,0.0,0.45
15,,,,,4.5,0.83,-4.5,0.83,162.5,0.83,162.5,0.83,162.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,29.0,1.0,20180721013018.0,11094.0,0.0,0.45
16,,,,,3.5,0.87,-3.5,0.83,162.5,0.83,162.5,0.83,3.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,29.0,1.0,20180721013018.0,11094.0,0.0,0.45
17,,,,,3.5,0.87,-3.5,0.8,162.5,0.83,162.5,0.83,-3.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,29.0,1.0,20180721013018.0,21077.0,0.0,0.45
18,,,,,3.5,0.87,-3.5,0.8,161.5,0.83,162.5,0.83,161.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,29.0,1.0,20180721013018.0,21077.0,0.0,0.45
19,,,,,3.5,0.87,-3.5,0.8,161.5,0.83,161.5,0.83,161.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,21.0,1.0,20180721013026.0,21077.0,0.0,0.45
20,,,,,3.5,0.87,-3.5,0.8,163.5,0.83,161.5,0.83,163.5,,1.2,,1.0,,1,,10,,2,,4,,1,,100.0,,25,,0.0,1,5.0,21.0,1.0,20180721013026.0,21077.0,0.0,0.45
21,,,,,3.5,0.87,-3.5,0.8,163.5,0.83,163.5,0.83,163.5,,0.63,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,5.0,15.0,1.0,20180721013033.0,21077.0,0.0,0.45
22,,,,,2.5,0.83,-2.5,0.8,163.5,0.83,163.5,0.83,2.5,,0.63,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,5.0,15.0,1.0,20180721013033.0,21077.0,0.0,0.45
23,,,,,2.5,0.83,-2.5,0.83,163.5,0.83,163.5,0.83,-2.5,,0.63,^,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,5.0,15.0,1.0,20180721013033.0,21074^11077,0.0,0.45
24,,,,,2.5,0.83,-2.5,0.83,162.5,0.87,163.5,0.8,162.5,,0.63,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,5.0,15.0,1.0,20180721013033.0,11077.0,0.0,0.45
25,,,,,2.5,0.83,-2.5,0.83,162.5,0.87,162.5,0.8,162.5,,0.63,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,5.0,7.0,1.0,20180721013041.0,11077.0,0.0,0.45
26,,,,,2.5,0.83,-2.5,0.83,162.5,0.8,162.5,0.87,162.5,,0.63,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,5.0,7.0,1.0,20180721013041.0,11077.0,0.0,0.45
27,,,,,2.5,0.83,-2.5,0.83,162.5,0.8,162.5,0.87,162.5,,0.63,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,4.0,57.0,0.0,20180721013049.0,11077.0,0.0,0.45
28,,,,,2.5,0.83,-2.5,0.83,164.5,0.83,162.5,0.83,164.5,,1.5,,1.0,,1,,10,,2,,4,,1,,100.0,,25,25.0,0.0,1,4.0,57.0,0.0,20180721013049.0,11077.0,0.0,0.45
29,,,,,2.5,0.83,-2.5,0.83,164.5,0.83,164.5,0.83,164.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,27.0,27,25.0,0.0,1,4.0,57.0,0.0,20180721013052.0,11077.0,0.0,0.45
30,,,,,3.5,0.83,-3.5,0.83,164.5,0.83,164.5,0.83,3.5,,0.0,,1.0,,1,,10,,2,,4,,1,,100.0,27.0,27,25.0,0.0,1,4.0,57.0,0.0,20180721013052.0,11077.0,0.0,0.45
31,,,,,3.5,0.83,-3.5,0.83,164.5,0.83,164.5,0.83,-3.5,,0.0,^,1.0,,1,11.0,10,,2,,4,,1,,100.0,27.0,27,25.0,0.0,1,4.0,57.0,0.0,20180721013052.0,11074^21077,0.0,0.45
32,,,,,3.5,0.83,-3.5,0.83,164.5,0.83,164.5,0.83,-3.5,,0.0,,1.0,,1,11.0,10,,2,,4,,1,,100.0,27.0,27,25.0,0.0,1,4.0,57.0,0.0,20180721013103.0,21077.0,0.0,0.45
33,,,,,3.5,0.83,-3.5,0.83,164.5,0.83,164.5,0.83,-3.5,,0.0,,1.0,,1,11.0,10,,2,,4,,1,,100.0,27.0,27,25.0,0.0,1,4.0,57.0,0.0,20180721013103.0,21077.0,0.0,0.45
34,,,,,3.5,0.83,-3.5,0.83,164.5,0.83,164.5,0.83,-3.5,,0.45,,1.0,,1,11.0,10,,2,,4,,1,,100.0,27.0,27,25.0,0.0,1,4.0,57.0,0.0,20180721013104.0,21077.0,0.0,0.45
