,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
126,,,,,14.5,0.8,-14.5,0.87,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,4.0,GD,9.0,1,20180709163023,21077.0,0.0,0.0
127,,,,,14.5,0.8,-14.5,0.87,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,4.0,GD,9.0,1,20180709163023,21077.0,0.0,0.0
128,,,,,14.5,0.8,-14.5,0.87,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,4.0,GD,5.0,1,20180709163023,21077.0,0.0,0.0
129,,,,,14.5,0.8,-14.5,0.87,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,5.0,1,20180709163023,21077.0,0.0,0.0
130,,,,,14.5,0.8,-14.5,0.87,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,51.0,1,20180709163023,21077.0,0.0,0.0
131,,,,,14.5,0.83,-14.5,0.83,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,51.0,1,20180709163023,11077.0,0.0,0.0
132,,,,,14.5,0.83,-14.5,0.83,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,50.0,1,20180709163023,11077.0,0.0,0.0
133,,,,,14.5,0.83,-14.5,0.83,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,50.0,1,20180709163023,11077.0,0.0,0.0
134,,,,,14.5,0.83,-14.5,0.83,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,48.0,1,20180709163023,11077.0,0.0,0.0
135,,,,,14.5,0.83,-14.5,0.83,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,10.0,0.0,0,3.0,GD,48.0,1,20180709163023,11074.0,0.0,0.0
136,,,,,14.5,0.83,-14.5,0.83,130.5,0.83,130.5,0.83,14.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,48.0,1,20180709163023,21077.0,0.0,0.0
137,,,,,14.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,-15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,48.0,1,20180709163023,21077.0,0.0,0.0
138,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,47.0,1,20180709163023,21077.0,0.0,0.0
139,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,47.0,1,20180709163023,21077.0,0.0,0.0
140,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,40.0,1,20180709163023,21077.0,0.0,0.0
141,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,1.0,0,3.0,GD,40.0,1,20180709163023,21077.0,0.0,0.0
142,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,1.0,0,3.0,GD,33.0,1,20180709163023,21077.0,0.0,0.0
143,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,33.0,1,20180709163023,21077.0,0.0,0.0
144,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,22.0,1,20180709163023,21077.0,0.0,0.0
145,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,22.0,1,20180709163023,11077.0,0.0,0.0
146,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,15.0,1,20180709163023,11077.0,0.0,0.0
147,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,15.0,1,20180709163023,11077.0,0.0,0.0
148,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,3.0,GD,4.0,1,20180709163023,11077.0,0.0,0.0
149,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,2.0,GD,4.0,1,20180709163023,11077.0,0.0,0.0
150,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,2.0,GD,55.0,1,20180709163023,11077.0,0.0,0.0
151,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,2.0,GD,55.0,1,20180709163023,21077.0,0.0,0.0
152,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,2.0,GD,43.0,1,20180709163023,21077.0,0.0,0.0
153,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,9.0,12.0,0.0,0,2.0,GD,43.0,1,20180709163023,21074.0,0.0,0.0
154,,,,,15.5,0.83,-15.5,0.83,130.5,0.83,130.5,0.83,15.5,1.0,,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,43.0,1,20180709163023,11077.0,0.0,0.0
155,,,,,15.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,-13.5,1.0,,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,43.0,1,20180709163023,11077.0,0.0,0.0
156,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,43.0,1,20180709163023,11086.0,0.0,0.0
157,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,41.0,1,20180709163023,21077.0,0.0,0.0
158,,,,,13.5,0.83,-13.5,0.83,130.5,0.83,130.5,0.83,13.5,1.0,1:1,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,41.0,1,20180709163023,21078.0,0.0,0.0
159,,,,,13.5,0.87,-12.5,0.8,130.5,0.83,130.5,0.83,-12.5,1.0,1:1,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,41.0,1,20180709163023,21078.0,0.0,0.0
160,,,,,12.5,0.87,-12.5,0.8,130.5,0.83,130.5,0.83,12.5,1.0,1:1,2,0,0,0,21,30,8,8,11.0,12.0,0.0,0,2.0,GD,41.0,1,20180709163023,21079.0,0.0,0.0
161,,,,,12.5,0.87,-12.5,0.8,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,41.0,1,20180709163023,11077.0,0.0,0.0
162,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,41.0,1,20180709163023,21086.0,0.0,0.0
163,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,31.0,1,20180709163023,11077.0,0.0,0.0
164,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,31.0,1,20180709163023,21077.0,0.0,0.0
165,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,29.0,1,20180709163023,21077.0,0.0,0.0
166,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,29.0,1,20180709163023,11077.0,0.0,0.0
167,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,9.0,1,20180709163023,11077.0,0.0,0.0
168,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,9.0,1,20180709163023,11077.0,0.0,0.0
169,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,7.0,1,20180709163023,11077.0,0.0,0.0
170,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,12.0,0.0,0,2.0,GD,7.0,1,20180709163023,11074.0,0.0,0.0
171,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,2.0,GD,7.0,1,20180709163023,21077.0,0.0,0.0
172,,,,,12.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,-13.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,2.0,GD,7.0,1,20180709163023,21077.0,0.0,0.0
173,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,59.0,1,20180709163023,21077.0,0.0,0.0
174,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,59.0,1,20180709163023,21077.0,0.0,0.0
175,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,55.0,1,20180709163023,21077.0,0.0,0.0
176,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,55.0,1,20180709163023,11086.0,0.0,0.0
177,,,,,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,40.0,1,20180709163023,21077.0,0.0,0.0
178,,,,,13.5,0.87,-12.5,0.8,130.5,0.83,130.5,0.83,-12.5,1.0,1:2,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,40.0,1,20180709163023,21078.0,0.0,0.0
179,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,1:2,2,0,0,0,21,30,8,8,12.0,14.0,0.0,0,1.0,GD,40.0,1,20180709163023,21079.0,0.0,0.0
180,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,2:2,2,0,0,0,21,30,8,8,13.0,14.0,0.0,0,1.0,GD,40.0,1,20180709163023,21078.0,0.0,0.0
181,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,2:2,2,0,0,0,21,30,8,8,13.0,14.0,0.0,0,1.0,GD,40.0,1,20180709163023,21079.0,0.0,0.0
182,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,40.0,1,20180709163023,11077.0,0.0,0.0
183,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,28.0,1,20180709163023,21077.0,0.0,0.0
184,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,28.0,1,20180709163023,21077.0,0.0,0.0
185,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,21077.0,0.0,0.0
186,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,11086.0,0.0,0.0
187,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,21077.0,0.0,0.0
188,,,,,12.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,-11.5,1.0,1:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,21078.0,0.0,0.0
189,,,,,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,1.0,1:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,21080.0,0.0,0.0
190,,,,,11.5,0.87,-11.5,0.8,130.5,0.83,130.5,0.83,11.5,1.0,2:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,21078.0,0.0,0.0
191,,,,,11.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,-12.5,1.0,2:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,12.0,1,20180709163023,21080.0,0.0,0.0
192,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,2:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,10.0,1,20180709163023,21080.0,0.0,0.0
193,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,2:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,10.0,1,20180709163023,21080.0,0.0,0.0
194,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,2:2,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,9.0,1,20180709163023,21080.0,0.0,0.0
195,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,1.0,GD,9.0,1,20180709163023,11077.0,0.0,0.0
196,,,,,12.5,0.8,-12.5,0.87,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,0.0,GD,57.0,1,20180709163023,21077.0,0.0,0.0
197,,,,,12.5,0.8,-12.5,0.87,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,0.0,GD,57.0,1,20180709163023,11077.0,0.0,0.0
198,,,,,12.5,0.8,-12.5,0.87,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,0.0,GD,36.0,1,20180709163023,11077.0,0.0,0.0
199,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,14.0,0.0,0,0.0,GD,36.0,1,20180709163023,11074.0,0.0,0.0
200,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,0.0,GD,36.0,1,20180709163023,21077.0,0.0,0.0
201,,,,,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,1.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,0.0,GD,29.0,1,20180709163023,21077.0,0.0,0.0
202,,,,,12.5,0.83,-13.5,0.83,130.5,0.83,130.5,0.83,-13.5,1.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,0.0,GD,29.0,1,20180709163023,21077.0,0.0,0.0
203,,,,,13.5,0.83,-13.5,0.83,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,0.0,GD,25.0,1,20180709163023,21077.0,0.0,0.0
204,,,,,13.5,0.83,-13.5,0.83,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,0.0,GD,25.0,1,20180709163023,21077.0,0.0,0.0
205,,,,,13.5,0.83,-13.5,0.83,130.5,0.83,130.5,0.83,13.5,1.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,0.0,GD,0.0,1,20180709163023,21077.0,0.0,0.0
206,,,,,13.5,0.83,-13.5,0.83,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
207,,,,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
208,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,1.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
209,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,1.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
210,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
211,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
212,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,1.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
213,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,1.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
214,,,第2节,第2节,13.5,0.87,-13.5,0.8,130.5,0.83,130.5,0.83,13.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
215,,,第2节,第2节,13.5,0.87,-11.5,0.8,130.5,0.83,130.5,0.83,-11.5,1.0,1.0,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1082.0,0.0,0.0
216,,,第2节,第2节,11.5,0.87,-11.5,0.8,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,10.0,GD,0.0,1,20180709163023,1088.0,0.0,0.0
217,,,第2节,第2节,11.5,0.87,-11.5,0.8,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,59.0,1,20180709163023,11077.0,0.0,0.0
218,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,59.0,1,20180709163023,21077.0,0.0,0.0
219,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,43.0,1,20180709163023,21077.0,0.0,0.0
220,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,43.0,1,20180709163023,21077.0,0.0,0.0
221,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,21.0,1,20180709163023,21077.0,0.0,0.0
222,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,21.0,1,20180709163023,11077.0,0.0,0.0
223,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,11.0,1,20180709163023,11077.0,0.0,0.0
224,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,11.0,1,20180709163023,21077.0,0.0,0.0
225,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,9.0,GD,11.0,1,20180709163023,11086.0,0.0,0.0
226,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,57.0,1,20180709163023,21077.0,0.0,0.0
227,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,57.0,1,20180709163023,21077.0,0.0,0.0
228,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,48.0,1,20180709163023,21077.0,0.0,0.0
229,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,48.0,1,20180709163023,11077.0,0.0,0.0
230,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,35.0,1,20180709163023,11077.0,0.0,0.0
231,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,35.0,1,20180709163023,21086.0,0.0,0.0
232,,,第2节,第2节,11.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,-12.5,2.0,,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,35.0,1,20180709163023,11077.0,0.0,0.0
233,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,1:2,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,35.0,1,20180709163023,11078.0,0.0,0.0
234,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,1:2,2,0,0,0,21,30,8,8,14.0,16.0,0.0,0,8.0,GD,35.0,1,20180709163023,11079.0,0.0,0.0
235,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,2:2,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,35.0,1,20180709163023,11078.0,0.0,0.0
236,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,2:2,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,35.0,1,20180709163023,11080.0,0.0,0.0
237,,,第2节,第2节,12.5,0.8,-12.5,0.87,130.5,0.83,130.5,0.83,12.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,34.0,1,20180709163023,21077.0,0.0,0.0
238,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,34.0,1,20180709163023,21077.0,0.0,0.0
239,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,33.0,1,20180709163023,21077.0,0.0,0.0
240,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,33.0,1,20180709163023,11077.0,0.0,0.0
241,,,第2节,第2节,12.5,0.83,-12.5,0.83,130.5,0.83,130.5,0.83,12.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,31.0,1,20180709163023,11077.0,0.0,0.0
242,,,第2节,第2节,12.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,-11.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,31.0,1,20180709163023,11077.0,0.0,0.0
243,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,31.0,1,20180709163023,11086.0,0.0,0.0
244,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,31.0,1,20180709163023,21077.0,0.0,0.0
245,,,第2节,第2节,11.5,0.83,-11.5,0.83,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,20.0,1,20180709163023,11077.0,0.0,0.0
246,,,第2节,第2节,11.5,0.87,-11.5,0.8,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,20.0,1,20180709163023,11077.0,0.0,0.0
247,,,第2节,第2节,11.5,0.87,-11.5,0.8,130.5,0.83,130.5,0.83,11.5,2.0,,2,0,0,0,21,30,8,8,14.0,17.0,0.0,0,8.0,GD,9.0,1,20180709163023,11077.0,0.0,0.0
