,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-34.5,0.8695652173913043,34.5,0.8,168.5,1.0,168.5,0.7142857142857143,,,,,0,1,5.0,11.0,1,20181108144104,21077
1,,,4.0,-34.5,0.8695652173913043,34.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,,,,0,1,5.0,2.0,1,20181108144112.0,21077
2,,,4.0,-33.5,0.9090909090909091,33.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,59.0,1,20181108144116.0,11077.0
3,,,4.0,-33.5,0.9090909090909091,33.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,50.0,1,20181108144125.0,11077.0
4,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,47.0,1,20181108144129.0,21077.0
5,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,45.0,1,20181108144132.0,21077.0
6,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,47.0,1,20181108144133.0,21077.0
7,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,47.0,1,20181108144135.0,21077.0
8,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,48.0,1,20181108144137.0,21077.0
9,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,44.0,1,20181108144143.0,21077.0
10,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,44.0,1,20181108144145.0,21077.0
11,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,44.0,1,20181108144145.0,11077.0
12,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,29.0,1,20181108144200.0,11077.0
13,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,21.0,1,20181108144208.0,11077.0
14,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,13.0,1,20181108144216.0,11077.0
15,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,13.0,1,20181108144220.0,11077.0
16,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,6.0,1,20181108144226.0,21077.0
17,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,8.0,1,20181108144227.0,21077.0
18,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,9.0,1,20181108144228.0,21077.0
19,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,9.0,1,20181108144231.0,21077.0
20,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,9.0,1,20181108144233.0,21077.0
21,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,9.0,1,20181108144235.0,21077.0
22,,,4.0,-34.5,0.9090909090909091,34.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,4.0,0.0,1,20181108144244.0,21077.0
23,,,4.0,-33.5,0.9090909090909091,33.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,56.0,1,20181108144248.0,11077.0
24,,,4.0,-33.5,0.9090909090909091,33.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,54.0,1,20181108144253.0,11077.0
25,,,4.0,-33.5,1.0,33.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,52.0,0.0,20181108144255.0,11077.0
26,,,4.0,-33.5,1.0,33.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,51.0,0.0,20181108144310.0,11077.0
27,,,4.0,-33.5,1.0,33.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,51.0,0.0,20181108144312.0,11077.0
28,,,4.0,-33.5,1.0,33.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,51.0,0.0,20181108144313.0,21086.0
29,,,4.0,-33.5,1.0,33.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,51.0,1.0,20181108144313.0,21086.0
30,,,4.0,-34.5,1.0,34.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,44.0,1.0,20181108144324.0,21077.0
31,,,4.0,-34.5,1.0,34.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,45.0,1.0,20181108144325.0,21077.0
32,,,4.0,-34.5,1.0,34.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,46.0,1.0,20181108144326.0,21077.0
33,,,4.0,-34.5,1.0,34.5,0.7142857142857143,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,37.0,1.0,20181108144334.0,21077.0
34,,,4.0,-32.5,0.7142857142857143,32.5,1.0,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,35.0,1.0,20181108144338.0,11077.0
35,,,4.0,-32.5,0.7142857142857143,32.5,1.0,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,34.0,1.0,20181108144340.0,11077.0
36,,,4.0,-33.5,0.7142857142857143,33.5,1.0,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,32.0,1.0,20181108144344.0,21077.0
37,,,4.0,-33.5,0.7142857142857143,33.5,1.0,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,,,,0,1,3.0,32.0,1.0,20181108144345.0,21077.0
38,,,4.0,-34.5,0.7142857142857143,34.5,1.0,168.5,0.8333333333333334,168.5,0.8333333333333334,2.0,^,60.0,95.0,0,1,3.0,27.0,1.0,20181108144350.0,21074^11077
