,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
13,4.0,-8.5,0.8333333333333334,8.5,0.8333333333333334,175.5,0.8333333333333334,175.5,0.8333333333333334,,^,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,71.4,64.3,73,82,0,1,5.0,6.0,0.0,20181019181756.0,21086^11077,0.05555555555555555,7.25
14,4.0,-8.5,0.9090909090909091,8.5,0.7692307692307693,176.5,0.9090909090909091,176.5,0.7692307692307693,,1:2,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,71.4,64.3,73,82,0,1,5.0,6.0,0.0,20181019181757.0,11078.0,0.07142857142857142,6.5
15,4.0,-8.5,0.8,8.5,0.8695652173913043,176.5,0.7692307692307693,176.5,0.9090909090909091,,1:2^2:2,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,5.0,6.0,0.0,20181019181805.0,11080^11078,0.05555555555555555,7.25
16,4.0,-8.5,0.8,8.5,0.8695652173913043,178.5,0.8333333333333334,178.5,0.8333333333333334,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,5.0,6.0,1.0,20181019181805.0,21077.0,0.0625,7.0
17,4.0,-8.5,0.8,8.5,0.8695652173913043,178.5,0.8333333333333334,178.5,0.8333333333333334,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,5.0,6.0,0.0,20181019181818.0,21077.0,0.0625,7.0
18,4.0,-8.5,0.8,8.5,0.8695652173913043,178.5,0.8333333333333334,178.5,0.8333333333333334,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,5.0,6.0,1.0,20181019181824.0,21077.0,0.0625,7.0
19,4.0,-8.5,0.8,8.5,0.8695652173913043,178.5,0.8,178.5,0.8695652173913043,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,4.0,57.0,1.0,20181019181833.0,21077.0,0.0625,7.0
20,4.0,-8.5,0.8,8.5,0.8695652173913043,177.5,0.8695652173913043,177.5,0.8,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,4.0,49.0,1.0,20181019181841.0,21077.0,0.0625,7.0
21,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.8,177.5,0.8695652173913043,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,4.0,49.0,1.0,20181019181841.0,11077.0,0.09090909090909091,5.75
22,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.7692307692307693,177.5,0.9090909090909091,,,,12,7,16.0,26.0,5,9,5,4,1.0,3.0,62.5,64.3,73,82,0,1,4.0,42.0,0.0,20181019181848.0,11077.0,0.08333333333333333,6.0
23,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.7692307692307693,177.5,0.9090909090909091,,^,1.0,12,7,16.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,73,82,0,1,4.0,42.0,0.0,20181019181900.0,21086^11077,0.08333333333333333,6.0
24,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.7692307692307693,177.5,0.9090909090909091,,^,1.0,12,7,16.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,73,82,0,1,4.0,42.0,1.0,20181019181906.0,21086^11077,0.08333333333333333,6.0
25,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.7692307692307693,177.5,0.9090909090909091,,,1.0,12,7,16.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,73,82,0,1,4.0,42.0,1.0,20181019181906.0,11077.0,0.08333333333333333,6.0
26,4.0,-6.5,0.8,6.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,,^,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,82,0,1,4.0,33.0,1.0,20181019181916.0,11074^21077,0.11764705882352941,4.75
27,4.0,-6.5,0.8,6.5,0.8695652173913043,177.5,0.9090909090909091,177.5,0.7692307692307693,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,82,0,1,4.0,24.0,1.0,20181019181925.0,21077.0,0.11764705882352941,4.75
28,4.0,-6.5,0.8,6.5,0.8695652173913043,177.5,0.8,177.5,0.8695652173913043,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,82,0,1,4.0,16.0,1.0,20181019181933.0,21077.0,0.1111111111111111,5.0
29,4.0,-7.5,0.8,7.5,0.8695652173913043,179.5,0.7692307692307693,179.5,0.9090909090909091,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,4.0,14.0,1.0,20181019181935.0,21077.0,0.08333333333333333,6.0
30,4.0,-7.5,0.8,7.5,0.8695652173913043,179.5,0.7692307692307693,179.5,0.9090909090909091,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,4.0,13.0,1.0,20181019181935.0,11077.0,0.08333333333333333,6.0
31,4.0,-7.5,0.8,7.5,0.8695652173913043,178.5,0.8333333333333334,178.5,0.8333333333333334,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,4.0,4.0,1.0,20181019181944.0,11077.0,0.07142857142857142,6.5
32,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.9090909090909091,177.5,0.7692307692307693,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,3.0,58.0,1.0,20181019181951.0,11095.0,0.07142857142857142,6.5
33,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.9090909090909091,177.5,0.7692307692307693,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,3.0,58.0,0.0,20181019181951.0,11095.0,0.07142857142857142,6.5
34,4.0,-7.5,0.8,7.5,0.8695652173913043,177.5,0.9090909090909091,177.5,0.7692307692307693,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,3.0,58.0,1.0,20181019182014.0,11095.0,0.07142857142857142,6.5
35,4.0,-8.5,0.8,8.5,0.8695652173913043,177.5,0.8,177.5,0.8695652173913043,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,3.0,51.0,1.0,20181019182020.0,21077.0,0.044444444444444446,7.75
36,4.0,-8.5,0.8,8.5,0.8695652173913043,176.5,0.8695652173913043,176.5,0.8,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,3.0,42.0,1.0,20181019182028.0,21077.0,0.044444444444444446,7.75
37,4.0,-8.5,0.8,8.5,0.8695652173913043,176.5,0.7692307692307693,176.5,0.9090909090909091,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,4.0,62.5,64.3,76,84,0,1,3.0,36.0,0.0,20181019182035.0,21077.0,0.044444444444444446,7.75
38,4.0,-7.5,0.8,7.5,0.8695652173913043,176.5,0.7692307692307693,176.5,0.9090909090909091,,^,1.0,12,7,17.0,26.0,5,9,5,4,1.0,5.0,62.5,64.3,76,84,0,1,3.0,36.0,0.0,20181019182048.0,21086^11077,0.06666666666666667,6.75
39,4.0,-7.5,0.8,7.5,0.8695652173913043,176.5,0.7692307692307693,176.5,0.9090909090909091,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,5.0,62.5,64.3,76,84,0,1,3.0,36.0,1.0,20181019182105.0,11077.0,0.06666666666666667,6.75
40,4.0,-7.5,0.8,7.5,0.8695652173913043,175.5,0.8333333333333334,175.5,0.8333333333333334,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,5.0,62.5,64.3,76,84,0,1,3.0,27.0,1.0,20181019182113.0,11077.0,0.0625,7.0
41,4.0,-8.5,0.8,8.5,0.8695652173913043,175.5,0.7142857142857143,175.5,1.0,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,5.0,62.5,64.3,76,84,0,1,3.0,27.0,1.0,20181019182113.0,21077.0,0.04,8.0
42,4.0,-8.5,0.8,8.5,0.8695652173913043,177.5,0.8333333333333334,177.5,0.8333333333333334,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,5.0,62.5,64.3,76,84,0,1,3.0,16.0,1.0,20181019182126.0,21077.0,0.05,7.5
43,4.0,-8.5,0.8,8.5,0.8695652173913043,176.5,0.8695652173913043,176.5,0.8,,,1.0,12,7,17.0,26.0,5,9,5,4,1.0,5.0,62.5,64.3,76,84,0,1,3.0,7.0,1.0,20181019182135.0,21077.0,0.044444444444444446,7.75
44,4.0,-9.5,0.8,9.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,,^,1.0,12,7,17.0,28.0,5,9,5,4,1.0,5.0,62.5,64.3,76,86,0,1,3.0,2.0,1.0,20181019182140.0,21074^11077,0.025,9.5
45,4.0,-9.5,0.8,9.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,1.0,5.0,62.5,64.3,76,86,0,1,2.0,53.0,1.0,20181019182148.0,11077.0,0.025,9.5
46,4.0,-9.5,0.8,9.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,1.0,5.0,62.5,64.3,76,86,0,1,2.0,53.0,1.0,20181019182149.0,11095.0,0.025,9.5
47,4.0,-9.5,0.8,9.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,1.0,5.0,62.5,64.3,76,86,0,1,2.0,52.0,0.0,20181019182150.0,11095.0,0.025,9.5
48,4.0,-9.5,0.8,9.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,^,1.0,12,7,17.0,28.0,5,9,5,4,1.0,6.0,62.5,64.3,76,86,0,1,2.0,52.0,0.0,20181019182154.0,21086^11077,0.025,9.5
49,4.0,-9.5,0.9090909090909091,9.5,0.7692307692307693,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,1:2,1.0,12,7,17.0,28.0,5,9,5,4,1.0,6.0,62.5,64.3,76,86,0,1,2.0,52.0,0.0,20181019182203.0,11078.0,0.03571428571428571,8.5
50,4.0,-9.5,0.8,9.5,0.8695652173913043,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,1:2^2:2,1.0,12,7,17.0,28.0,5,9,5,4,1.0,6.0,60.0,64.3,76,86,0,1,2.0,52.0,0.0,20181019182222.0,11080^11078,0.02,10.0
51,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,2:2^,1.0,12,7,17.0,28.0,5,9,5,4,1.0,6.0,54.5,64.3,76,86,0,1,2.0,52.0,1.0,20181019182236.0,11080^21077,0.013333333333333334,11.5
52,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,1.0,6.0,54.5,64.3,76,86,0,1,2.0,44.0,0.0,20181019182244.0,21077.0,0.0125,12.0
53,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,^,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,44.0,0.0,20181019182248.0,11086^21077,0.0125,12.0
54,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,^,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,44.0,1.0,20181019182312.0,11086^21077,0.0125,12.0
55,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,^,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,35.0,1.0,20181019182320.0,11086^21077,0.011111111111111112,13.0
56,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,35.0,1.0,20181019182324.0,11077.0,0.011111111111111112,13.0
57,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,23.0,1.0,20181019182332.0,11077.0,0.011111111111111112,13.0
58,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,5.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,15.0,1.0,20181019182340.0,11077.0,0.004,17.0
59,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,3.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,7.0,0.0,20181019182348.0,11077.0,0.004,17.0
60,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,3.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,7.0,1.0,20181019182412.0,11077.0,0.004,17.0
61,4.0,-10.5,0.8333333333333334,10.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,3.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,1.0,0.0,20181019182418.0,11077.0,0.004,17.0
62,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,3.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,1.0,0.0,20181019182420.0,21077.0,0.004,17.0
63,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,3.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,1.0,1.0,20181019182428.0,21077.0,0.004,17.0
64,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,178.5,0.7692307692307693,178.5,0.9090909090909091,3.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,2.0,0.0,1.0,20181019182428.0,21077.0,0.004,17.0
65,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,52.0,1.0,20181019182436.0,21077.0,0.004,17.0
66,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,46.0,0.0,20181019182443.0,21077.0,0.004,17.0
67,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,46.0,1.0,20181019182458.0,21077.0,0.004,17.0
68,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,39.0,0.0,20181019182506.0,21077.0,0.004,17.0
69,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,39.0,0.0,20181019182511.0,11077.0,0.004,17.0
70,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,39.0,1.0,20181019182521.0,11077.0,0.004,17.0
71,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,30.0,1.0,20181019182529.0,11077.0,0.004,17.0
72,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,22.0,1.0,20181019182538.0,11077.0,0.004,17.0
73,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,22.0,1.0,20181019182543.0,21077.0,0.004,17.0
74,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,8.0,1.0,20181019182551.0,21077.0,0.004,17.0
75,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,9.0,0.0,20181019182551.0,21077.0,0.004,17.0
76,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,9.0,1.0,20181019182553.0,21077.0,0.004,17.0
77,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,76,86,0,1,1.0,0.0,1.0,20181019182601.0,21077.0,0.004,17.0
78,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,79,91,0,1,0.0,53.0,1.0,20181019182608.0,21077.0,0.004,17.0
79,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,79,91,0,1,0.0,53.0,1.0,20181019182609.0,11077.0,0.004,17.0
80,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,79,91,0,1,0.0,52.0,0.0,20181019182610.0,11077.0,0.004,17.0
81,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,79,91,0,1,0.0,52.0,1.0,20181019182615.0,11077.0,0.004,17.0
82,4.0,-11.5,0.0,11.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,2.0,6.0,54.5,64.3,79,91,0,1,0.0,49.0,0.0,20181019182619.0,11077.0,0.004,17.0
83,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,^,1.0,12,7,17.0,28.0,5,9,5,4,3.0,6.0,54.5,64.3,79,91,0,1,0.0,49.0,0.0,20181019182630.0,11086^21077,0.004,17.0
84,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,3.0,6.0,54.5,64.3,79,91,0,1,0.0,49.0,1.0,20181019182643.0,21077.0,0.004,17.0
85,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,3.0,6.0,54.5,64.3,79,91,0,1,0.0,40.0,1.0,20181019182651.0,21077.0,0.004,17.0
86,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,3.0,6.0,54.5,64.3,79,91,0,1,0.0,37.0,0.0,20181019182654.0,21077.0,0.004,17.0
87,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,28.0,5,9,5,4,3.0,6.0,54.5,64.3,79,91,0,1,0.0,37.0,0.0,20181019182708.0,21077.0,0.004,17.0
88,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,^,1.0,12,7,17.0,28.0,5,9,5,4,4.0,6.0,54.5,64.3,79,91,0,1,0.0,37.0,1.0,20181019182718.0,11086^21077,0.004,17.0
89,4.0,-12.5,0.0,12.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,^,1.0,12,7,17.0,28.0,5,9,5,4,4.0,6.0,54.5,64.3,79,91,0,1,0.0,28.0,1.0,20181019182727.0,11086^21077,0.004,17.0
90,4.0,-13.5,0.0,13.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,^,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,25.0,1.0,20181019182731.0,21074^11077,0.004,17.0
91,4.0,-13.5,0.0,13.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,16.0,1.0,20181019182739.0,11077.0,0.004,17.0
92,4.0,-13.5,0.0,13.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,14.0,1.0,20181019182741.0,11094.0,0.004,17.0
93,4.0,-14.5,0.0,14.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,14.0,1.0,20181019182742.0,21077.0,0.004,17.0
94,4.0,-14.5,0.0,14.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,9.0,0.0,20181019182746.0,21077.0,0.004,17.0
95,4.0,-14.5,0.0,14.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,7.0,0.0,20181019182759.0,21077.0,0.004,17.0
96,4.0,-14.5,0.0,14.5,0.0,178.5,0.7692307692307693,178.5,0.9090909090909091,1.0,,1.0,12,7,17.0,30.0,5,9,5,4,4.0,6.0,54.5,64.3,79,93,0,1,0.0,11.0,1.0,20181019182807.0,21077.0,0.004,17.0
