,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
93,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.4,2:2^,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,44.0,0,1,4.0,45.0,0.0,20181103004008.0,21080^11077,2.15,0.3448275862068966
94,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.4,,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,44.0,0,1,4.0,45.0,0.0,20181103004008.0,11077.0,2.15,0.3448275862068966
95,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.4,,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,44.0,0,1,4.0,45.0,0.0,20181103004008.0,21077.0,2.15,0.3448275862068966
96,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,1:1^,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,45.0,0.0,20181103004019.0,21079^11077,2.15,0.3448275862068966
97,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,45.0,0.0,20181103004020.0,11077.0,2.15,0.3448275862068966
98,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,45.0,1.0,20181103004023.0,11077.0,2.15,0.3448275862068966
99,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,36.0,1.0,20181103004031.0,11077.0,2.15,0.3448275862068966
100,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,34.0,0.0,20181103004033.0,11077.0,2.15,0.3448275862068966
101,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,^,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,34.0,0.0,20181103004035.0,21086^11077,2.15,0.3448275862068966
102,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,152.5,0.8,152.5,0.8695652173913043,25.0,,0.47619047619047616,^,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,34.0,1.0,20181103004051.0,21086^11077,2.15,0.3448275862068966
103,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,154.5,0.8695652173913043,154.5,0.8,25.0,,0.47619047619047616,^,,4.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,48,46.0,0,1,4.0,25.0,1.0,20181103004100.0,21086^11077,2.15,0.3448275862068966
104,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,154.5,0.8695652173913043,154.5,0.8,25.0,,0.3448275862068966,^,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,25.0,1.0,20181103004101.0,11075^21077,2.15,0.3448275862068966
105,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,154.5,0.8695652173913043,154.5,0.8,25.0,,0.3448275862068966,,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,25.0,1.0,20181103004103.0,21077.0,2.15,0.3448275862068966
106,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,157.5,0.8333333333333334,157.5,0.8333333333333334,25.0,,0.3448275862068966,,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,16.0,1.0,20181103004111.0,21077.0,2.15,0.3448275862068966
107,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8695652173913043,156.5,0.8,25.0,,0.3448275862068966,,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,8.0,1.0,20181103004120.0,21077.0,2.15,0.3448275862068966
108,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,25.0,,0.3448275862068966,,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,6.0,1.0,20181103004120.0,21094.0,2.15,0.3448275862068966
109,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,25.0,,0.3448275862068966,,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,5.0,1.0,20181103004121.0,21077.0,2.15,0.3448275862068966
110,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,25.0,,0.3448275862068966,,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,46.0,0,1,4.0,3.0,0.0,20181103004123.0,21077.0,2.15,0.3448275862068966
111,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.4,^,,6.0,3,15.0,12,,3,,4,3.0,0,,33.3,48.0,51,48.0,0,1,4.0,3.0,0.0,20181103004124.0,21074^11077,2.15,0.3448275862068966
112,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.5,^,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,48.0,0,1,4.0,3.0,0.0,20181103004125.0,11086^21077,2.15,0.3448275862068966
113,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.45454545454545453,1:1,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,48.0,0,1,4.0,3.0,0.0,20181103004126.0,21078.0,2.15,0.3448275862068966
114,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.47619047619047616,1:1^,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,49.0,0,1,4.0,3.0,0.0,20181103004151.0,21079^11077,2.15,0.3448275862068966
115,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.47619047619047616,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,49.0,0,1,4.0,3.0,0.0,20181103004152.0,11077.0,2.15,0.3448275862068966
116,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.47619047619047616,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,49.0,0,1,4.0,3.0,1.0,20181103004155.0,11077.0,2.15,0.3448275862068966
117,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,22.0,,0.47619047619047616,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,49.0,0,1,3.0,54.0,1.0,20181103004203.0,11077.0,2.15,0.3448275862068966
118,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8,156.5,0.8695652173913043,22.0,,0.47619047619047616,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,49.0,0,1,3.0,52.0,1.0,20181103004206.0,11094.0,2.15,0.3448275862068966
119,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8,156.5,0.8695652173913043,22.0,,0.5714285714285714,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,49.0,0,1,3.0,52.0,1.0,20181103004207.0,21077.0,2.15,0.3448275862068966
120,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8,156.5,0.8695652173913043,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,47.0,1.0,20181103004211.0,21077.0,2.15,0.3448275862068966
121,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,156.5,0.8,156.5,0.8695652173913043,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,47.0,1.0,20181103004211.0,11077.0,2.15,0.3448275862068966
122,,,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8695652173913043,160.5,0.8,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,45.0,0.0,20181103004213.0,11077.0,2.15,0.3448275862068966
123,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8695652173913043,160.5,0.8,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,45.0,0.0,20181103004213.0,11081.0,2.15,0.3448275862068966
124,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8695652173913043,160.5,0.8,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,45.0,1.0,20181103004405.0,11081.0,2.15,0.3448275862068966
125,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,36.0,1.0,20181103004413.0,11081.0,2.15,0.3448275862068966
126,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,159.5,0.8333333333333334,159.5,0.8333333333333334,22.0,,0.6666666666666666,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,28.0,1.0,20181103004422.0,11081.0,2.15,0.3448275862068966
127,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,159.5,0.8333333333333334,159.5,0.8333333333333334,22.0,,0.8333333333333334,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,51.0,0,1,3.0,27.0,1.0,20181103004423.0,21077.0,2.15,0.3448275862068966
128,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,159.5,0.8333333333333334,159.5,0.8333333333333334,21.0,,0.9090909090909091,^,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,53.0,0,1,3.0,22.0,1.0,20181103004428.0,21074^11077,2.15,0.3448275862068966
129,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,159.5,0.8333333333333334,159.5,0.8333333333333334,21.0,,0.9090909090909091,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,53.0,0,1,3.0,22.0,1.0,20181103004429.0,11077.0,2.15,0.3448275862068966
130,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,21.0,,0.9090909090909091,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,53.0,0,1,3.0,13.0,1.0,20181103004437.0,11077.0,2.15,0.3448275862068966
131,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8,160.5,0.8695652173913043,21.0,,0.9090909090909091,,,6.0,3,15.0,12,,3,3.0,4,5.0,0,,33.3,48.0,51,53.0,0,1,3.0,5.0,1.0,20181103004446.0,11077.0,2.15,0.3448275862068966
132,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8,160.5,0.8695652173913043,21.0,,0.8333333333333334,^,,6.0,3,16.0,12,,3,3.0,4,5.0,0,,33.3,48.0,53,53.0,0,1,3.0,1.0,1.0,20181103004449.0,11074^21077,2.15,0.3448275862068966
133,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8,160.5,0.8695652173913043,21.0,,0.8333333333333334,,,6.0,3,16.0,12,,3,3.0,4,5.0,0,,33.3,48.0,53,53.0,0,1,3.0,1.0,1.0,20181103004450.0,21077.0,2.15,0.3448275862068966
134,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.8333333333333334,,,6.0,3,16.0,12,,3,3.0,4,5.0,0,,33.3,48.0,53,53.0,0,1,2.0,52.0,1.0,20181103004458.0,21077.0,2.15,0.3448275862068966
135,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.6666666666666666,,,6.0,3,16.0,12,,3,3.0,4,5.0,0,,33.3,48.0,53,53.0,0,1,2.0,51.0,1.0,20181103004459.0,21077.0,2.15,0.3448275862068966
136,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.5714285714285714,,,6.0,3,16.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,48.0,1.0,20181103004502.0,11077.0,2.15,0.3448275862068966
137,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.5714285714285714,^,,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,48.0,1.0,20181103004502.0,11074^21077,2.15,0.3448275862068966
138,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8695652173913043,162.5,0.8,19.0,,0.5714285714285714,^,,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,43.0,0.0,20181103004507.0,11074^21077,2.15,0.3448275862068966
139,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8695652173913043,162.5,0.8,19.0,,0.5714285714285714,^,,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,43.0,1.0,20181103004524.0,11074^21077,2.15,0.3448275862068966
140,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8,162.5,0.8695652173913043,19.0,,0.5714285714285714,^,,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,34.0,1.0,20181103004532.0,11074^21077,2.15,0.3448275862068966
141,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8,162.5,0.8695652173913043,19.0,,0.47619047619047616,^,,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,32.0,1.0,20181103004535.0,11077.0,2.15,0.3448275862068966
142,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8333333333333334,162.5,0.8333333333333334,19.0,,0.47619047619047616,^,,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,24.0,0.0,20181103004543.0,11077.0,2.15,0.3448275862068966
143,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8333333333333334,162.5,0.8333333333333334,19.0,,0.47619047619047616,^,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,24.0,0.0,20181103004545.0,21086^11077,2.15,0.3448275862068966
144,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,162.5,0.8333333333333334,162.5,0.8333333333333334,19.0,,0.47619047619047616,^,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,24.0,1.0,20181103004617.0,21086^11077,2.15,0.3448275862068966
145,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.47619047619047616,^,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,15.0,1.0,20181103004625.0,21086^11077,2.15,0.3448275862068966
146,44.0,5.0,,3.0,4.5,0.8695652173913043,-4.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,15.0,1.0,20181103004626.0,11094.0,2.15,0.3448275862068966
147,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,160.5,0.8333333333333334,160.5,0.8333333333333334,19.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,15.0,1.0,20181103004627.0,21077.0,2.15,0.3448275862068966
148,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,159.5,0.8695652173913043,159.5,0.8,19.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,6.0,0.0,20181103004634.0,21077.0,2.15,0.3448275862068966
149,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,159.5,0.8695652173913043,159.5,0.8,19.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,2.0,6.0,1.0,20181103004648.0,21077.0,2.15,0.3448275862068966
150,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,159.5,0.8695652173913043,159.5,0.8,23.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,57.0,1.0,20181103004656.0,21077.0,2.15,0.3448275862068966
151,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8695652173913043,158.5,0.8,23.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,53.0,0.0,20181103004701.0,21077.0,2.15,0.3448275862068966
152,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8695652173913043,158.5,0.8,23.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,53.0,0.0,20181103004702.0,21077.0,2.15,0.3448275862068966
153,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8695652173913043,158.5,0.8,23.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,53.0,0.0,20181103004702.0,21095.0,2.15,0.3448275862068966
154,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8695652173913043,158.5,0.8,23.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,53.0,1.0,20181103004713.0,21095.0,2.15,0.3448275862068966
155,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.47619047619047616,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,44.0,1.0,20181103004721.0,21095.0,2.15,0.3448275862068966
156,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.5714285714285714,,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,53.0,0,1,1.0,41.0,1.0,20181103004726.0,21077.0,2.15,0.3448275862068966
157,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.6666666666666666,^,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,55.0,0,1,1.0,35.0,1.0,20181103004732.0,21074^11077,2.15,0.3448275862068966
158,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.6666666666666666,^,1.0,6.0,3,17.0,12,,3,3.0,4,5.0,0,,33.3,48.0,55,55.0,0,1,1.0,34.0,0.0,20181103004733.0,21074^11077,2.15,0.3448275862068966
159,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7692307692307693,^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,55.0,0,1,1.0,34.0,0.0,20181103004733.0,11086^21077,2.15,0.3448275862068966
160,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7142857142857143,^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,55.0,0,1,1.0,34.0,0.0,20181103004734.0,11086^21077,2.15,0.3448275862068966
161,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7692307692307693,1:1^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,34.0,0.0,20181103004829.0,21079^11077,2.15,0.3448275862068966
162,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7692307692307693,1:1^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,34.0,0.0,20181103004830.0,21079^11077,2.15,0.3448275862068966
163,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7692307692307693,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,34.0,1.0,20181103004836.0,11077.0,2.15,0.3448275862068966
164,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7692307692307693,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004839.0,11077.0,2.15,0.3448275862068966
165,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7692307692307693,^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004840.0,21086^11077,2.15,0.3448275862068966
166,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.7142857142857143,1:2,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004841.0,11078.0,2.15,0.3448275862068966
167,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.9090909090909091,1:2,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004907.0,11078.0,2.15,0.3448275862068966
168,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.9090909090909091,1:2^2:2,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004907.0,11080^11078,2.15,0.3448275862068966
169,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.9090909090909091,1:2^2:2,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004920.0,11080^11078,2.15,0.3448275862068966
170,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,23.0,,0.9090909090909091,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,56.0,0,1,1.0,31.0,0.0,20181103004921.0,21077.0,2.15,0.3448275862068966
171,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.7692307692307693,158.5,0.9090909090909091,23.0,,0.9090909090909091,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,56.0,0,1,1.0,22.0,0.0,20181103004929.0,21077.0,2.15,0.3448275862068966
172,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,158.5,0.7692307692307693,158.5,0.9090909090909091,22.0,,1.5,^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,59.0,0,1,1.0,20.0,0.0,20181103004931.0,21075^11077,2.15,0.3448275862068966
173,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,162.5,0.8333333333333334,162.5,0.8333333333333334,22.0,,1.5,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,59.0,0,1,1.0,11.0,0.0,20181103004940.0,11077.0,2.15,0.3448275862068966
174,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,161.5,0.8695652173913043,161.5,0.8,22.0,,1.5,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,59.0,0,1,1.0,3.0,0.0,20181103004948.0,11077.0,2.15,0.3448275862068966
175,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,161.5,0.8695652173913043,161.5,0.8,22.0,,1.55,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,59.0,0,1,0.0,54.0,0.0,20181103004957.0,11077.0,2.15,0.3448275862068966
176,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,161.5,0.8695652173913043,161.5,0.8,22.0,,1.55,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,59.0,0,1,0.0,54.0,0.0,20181103004957.0,11094.0,2.15,0.3448275862068966
177,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,161.5,0.8695652173913043,161.5,0.8,22.0,,2.3,^,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,61.0,0,1,0.0,47.0,0.0,20181103005003.0,21074^11077,2.15,0.3448275862068966
178,44.0,5.0,,3.0,2.5,0.8,-2.5,0.8695652173913043,161.5,0.8695652173913043,161.5,0.8,22.0,,2.3,,1.0,6.0,3,17.0,12,,3,3.0,4,6.0,0,30.0,33.3,48.0,55,61.0,0,1,0.0,46.0,0.0,20181103005004.0,11077.0,2.15,0.3448275862068966
