,AM,AS,CB,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
308,,,SGTHUS,,,3.5,0.83,-3.5,0.83,171.5,0.83,172.5,0.83,171.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,2.0,1~GD,6.0,1.0,20180721091714.0,11077.0,,0.83,0.83
309,,,SGTHUS,,,3.5,0.83,-3.5,0.83,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,58.0,1.0,20180721091722.0,11077.0,,0.83,0.83
310,,,SGTHUS,,,3.5,0.83,-3.5,0.83,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,58.0,1.0,20180721091722.0,11077.0,,0.83,0.83
311,,,SGTHUS,,,3.5,0.83,-3.5,0.83,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,50.0,1.0,20180721091730.0,11077.0,,0.83,0.83
312,,,SGTHUS,,,3.5,0.83,-3.5,0.83,170.5,0.83,171.5,0.83,170.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,50.0,1.0,20180721091730.0,11077.0,,0.83,0.83
313,,,SGTHUS,,,3.5,0.83,-3.5,0.83,170.5,0.83,170.5,0.83,170.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,42.0,1.0,20180721091738.0,11077.0,,0.83,0.83
314,,,SGTHUS,,,3.5,0.83,-3.5,0.83,169.5,0.87,170.5,0.8,169.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,42.0,1.0,20180721091738.0,11077.0,,0.83,0.83
315,,,SGTHUS,,,3.5,0.83,-3.5,0.83,169.5,0.87,169.5,0.8,169.5,,9481210.0,0.0,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,37.0,1.0,20180721091743.0,11077.0,,0.83,0.83
316,,,SGTHUS,,,3.5,0.83,-3.5,0.83,172.5,0.83,169.5,0.83,172.5,,9481210.0,1.1,,,,,,,,,,20.0,16.0,0.0,0.0,1,1.0,1~GD,37.0,1.0,20180721091743.0,21077.0,,0.83,0.83
317,,,SGTHUS,,,3.5,0.83,-3.5,0.83,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,35.0,1.0,20180721091745.0,21077.0,,0.83,0.83
318,,,SGTHUS,,,2.5,0.83,-2.5,0.83,172.5,0.83,172.5,0.83,2.5,,9481210.0,0.66,^,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,35.0,1.0,20180721091745.0,21074^11077,,0.83,0.83
319,,,SGTHUS,,,2.5,0.83,-2.5,0.83,172.5,0.83,172.5,0.83,-2.5,,9481210.0,0.66,^,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,34.0,1.0,20180721091746.0,21074^11077,,0.83,0.83
320,,,SGTHUS,,,2.5,0.83,-2.5,0.83,171.5,0.83,172.5,0.83,171.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,34.0,1.0,20180721091746.0,11077.0,,0.83,0.83
321,,,SGTHUS,,,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,26.0,1.0,20180721091754.0,11077.0,,0.83,0.83
322,,,SGTHUS,,,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,26.0,1.0,20180721091754.0,11077.0,,0.83,0.83
323,,,SGTHUS,,,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,24.0,1.0,20180721091756.0,11077.0,,0.83,0.83
324,,,SGTHUS,,,2.5,0.8,-2.5,0.87,170.5,0.87,171.5,0.8,170.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,24.0,1.0,20180721091756.0,21077.0,,0.83,0.83
325,,,SGTHUS,,,2.5,0.8,-2.5,0.87,170.5,0.87,170.5,0.8,170.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,19.0,0.0,20180721091802.0,21077.0,,0.83,0.83
326,,,SGTHUS,,,2.5,0.8,-2.5,0.87,170.5,0.83,170.5,0.83,170.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,19.0,0.0,20180721091802.0,21077.0,,0.83,0.83
327,,,SGTHUS,,,2.5,0.8,-2.5,0.87,170.5,0.83,170.5,0.83,170.5,,9481210.0,0.66,,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091814.0,21077.0,,0.83,0.83
328,,,SGTHUS,,,2.5,0.8,-2.5,0.87,171.5,0.83,170.5,0.83,171.5,,9481210.0,0.91,^,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091814.0,11086^21077,,0.83,0.83
329,,,SGTHUS,,,1.5,0.8,-2.5,0.87,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.77,^,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091814.0,11086^21077,,0.83,0.83
330,,,SGTHUS,,,1.5,0.83,-1.5,0.87,171.5,0.83,171.5,0.83,1.5,,9481210.0,0.77,^,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091814.0,11086^21077,,0.83,0.83
331,,,SGTHUS,,,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,-1.5,,9481210.0,0.77,1:2,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091814.0,21078.0,,0.83,0.83
332,,,SGTHUS,,,1.5,0.83,-1.5,0.83,172.5,0.83,171.5,0.83,172.5,,9481210.0,0.87,1:2,,,,,,,,,20.0,18.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091814.0,21078.0,,0.83,0.83
333,,,SGTHUS,,,1.5,0.83,-1.5,0.83,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.8,1:2,,,,,,,,,20.0,19.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091833.0,21078.0,,0.83,0.83
334,,,SGTHUS,,,1.5,0.8,-1.5,0.87,173.5,0.83,172.5,0.83,173.5,,9481210.0,0.83,1:2^2:2,,,,,,,,,20.0,19.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091833.0,21079^21078,,0.83,0.83
335,,,SGTHUS,,,1.5,0.8,-1.5,0.87,173.5,0.83,173.5,0.83,173.5,,9481210.0,0.83,1:2^2:2,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091846.0,21079^21078,,0.83,0.83
336,,,SGTHUS,,,1.5,0.77,-1.5,0.91,173.5,0.83,173.5,0.83,173.5,,9481210.0,0.83,2:2^,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,18.0,0.0,20180721091846.0,21079^11077,,0.83,0.83
337,,,SGTHUS,,,1.5,0.77,-1.5,0.91,173.5,0.83,173.5,0.83,173.5,,9481210.0,0.83,2:2^,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,18.0,1.0,20180721091847.0,21079^11077,,0.83,0.83
338,,,SGTHUS,,,1.5,0.77,-1.5,0.91,173.5,0.83,173.5,0.83,173.5,,9481210.0,0.83,2:2^,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,17.0,1.0,20180721091847.0,21079^11077,,0.83,0.83
339,,,SGTHUS,,,1.5,0.77,-1.5,0.91,172.5,0.83,173.5,0.83,172.5,,9481210.0,0.83,,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,17.0,1.0,20180721091847.0,11077.0,,0.83,0.83
340,,,SGTHUS,,,1.5,0.77,-1.5,0.91,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.83,,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,9.0,1.0,20180721091855.0,11077.0,,0.83,0.83
341,,,SGTHUS,,,1.5,0.77,-1.5,0.91,174.5,0.83,172.5,0.83,174.5,,9481210.0,1.1,,,,,,,,,,20.0,20.0,0.0,0.0,1,1.0,1~GD,9.0,1.0,20180721091855.0,11077.0,,0.83,0.83
342,,,SGTHUS,,,1.5,0.77,-1.5,0.91,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.66,,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,1.0,1.0,20180721091903.0,11077.0,,0.83,0.83
343,,,SGTHUS,,,2.5,0.8,-2.5,0.91,174.5,0.83,174.5,0.83,2.5,,9481210.0,0.66,,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,1.0,1.0,20180721091903.0,11077.0,,0.83,0.83
344,,,SGTHUS,,,2.5,0.8,-2.5,0.87,174.5,0.83,174.5,0.83,-2.5,,9481210.0,0.66,^,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,1.0,0.0,20180721091904.0,11074^21077,,0.83,0.83
345,,,SGTHUS,,,2.5,0.8,-2.5,0.87,174.5,0.83,174.5,0.83,-2.5,,9481210.0,0.66,^,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,1.0,0.0,20180721091904.0,11074^21077,,0.83,0.83
346,,,SGTHUS,,,2.5,0.8,-2.5,0.87,174.5,0.83,174.5,0.83,-2.5,,9481210.0,0.66,^,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,0.0,20180721091916.0,11074^21077,,0.83,0.83
347,,,SGTHUS,,,2.5,0.83,-2.5,0.83,174.5,0.83,174.5,0.83,-2.5,,9481210.0,0.66,^,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,0.0,20180721091916.0,21086^11077,,0.83,0.83
348,,,SGTHUS,,,2.5,0.83,-2.5,0.83,174.5,0.83,174.5,0.83,-2.5,,9481210.0,1.2,^,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,0.0,20180721091917.0,21086^11077,,0.83,0.83
349,,,SGTHUS,,,2.5,0.83,-2.5,0.83,175.5,0.83,174.5,0.83,175.5,,9481210.0,0.63,1:1,,,,,,,,,22.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,0.0,20180721091917.0,11078.0,,0.83,0.83
350,,,SGTHUS,,,2.5,0.87,-2.5,0.8,175.5,0.83,175.5,0.83,175.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,0.0,20180721091931.0,11078.0,,0.83,0.83
351,,,SGTHUS,,,2.5,0.87,-2.5,0.8,175.5,0.83,175.5,0.83,175.5,,9481210.0,1.25,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,1.0,20180721091932.0,11078.0,,0.83,0.83
352,,,SGTHUS,,,3.5,0.8,-3.5,0.8,175.5,0.83,175.5,0.83,3.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,1.0,20180721091933.0,11078.0,,0.83,0.83
353,,,SGTHUS,,,3.5,0.8,-3.5,0.87,175.5,0.83,175.5,0.83,-3.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,1.0,20180721091933.0,11078.0,,0.83,0.83
354,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,175.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,1.0,1~GD,0.0,1.0,20180721091933.0,11078.0,,0.83,0.83
355,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,52.0,1.0,20180721091941.0,11078.0,,0.83,0.83
356,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,52.0,1.0,20180721091941.0,11078.0,,0.83,0.83
357,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,49.0,0.0,20180721091944.0,11078.0,,0.83,0.83
358,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,49.0,0.0,20180721091944.0,11078.0,,0.83,0.83
359,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,49.0,0.0,20180721091945.0,11078.0,,0.83,0.83
360,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,49.0,0.0,20180721091945.0,11078.0,,0.83,0.83
361,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,49.0,1.0,20180721091950.0,11078.0,,0.83,0.83
362,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,49.0,1.0,20180721091950.0,11078.0,,0.83,0.83
363,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,53.0,1.0,20180721091951.0,11078.0,,0.83,0.83
364,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,53.0,1.0,20180721091951.0,11078.0,,0.83,0.83
365,,,SGTHUS,,,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,45.0,1.0,20180721091959.0,11078.0,,0.83,0.83
366,,,SGTHUS,,,3.5,0.8,-3.5,0.87,173.5,0.83,174.5,0.83,173.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,45.0,1.0,20180721091959.0,11078.0,,0.83,0.83
367,,,SGTHUS,,,3.5,0.8,-3.5,0.87,173.5,0.83,173.5,0.83,173.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,41.0,1.0,20180721092003.0,11078.0,,0.83,0.83
368,,,SGTHUS,,,3.5,0.8,-3.5,0.87,173.5,0.83,173.5,0.83,173.5,,9481210.0,1.2,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,41.0,1.0,20180721092003.0,11078.0,,0.83,0.83
369,,,SGTHUS,,,3.5,0.8,-3.5,0.87,173.5,0.83,173.5,0.83,173.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,37.0,1.0,20180721092008.0,11078.0,,0.83,0.83
370,,,SGTHUS,,,2.5,0.87,-2.5,0.87,173.5,0.83,173.5,0.83,2.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,37.0,1.0,20180721092008.0,21077.0,,0.83,0.83
371,,,SGTHUS,,,2.5,0.87,-2.5,0.8,173.5,0.83,173.5,0.83,-2.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,37.0,1.0,20180721092008.0,21077.0,,0.83,0.83
372,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,173.5,0.83,172.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,37.0,1.0,20180721092008.0,21077.0,,0.83,0.83
373,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,29.0,1.0,20180721092016.0,21077.0,,0.83,0.83
374,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,29.0,1.0,20180721092016.0,21077.0,,0.83,0.83
375,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,25.0,0.0,20180721092020.0,21077.0,,0.83,0.83
376,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,25.0,0.0,20180721092020.0,21077.0,,0.83,0.83
377,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,25.0,1.0,20180721092042.0,21077.0,,0.83,0.83
378,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,1.25,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,25.0,1.0,20180721092042.0,21077.0,,0.83,0.83
379,,,SGTHUS,,,2.5,0.87,-2.5,0.8,172.5,0.83,172.5,0.83,172.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,23.0,1.0,20180721092042.0,21077.0,,0.83,0.83
380,,,SGTHUS,,,3.5,0.8,-3.5,0.8,172.5,0.83,172.5,0.83,3.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,23.0,1.0,20180721092042.0,21077.0,,0.83,0.83
381,,,SGTHUS,,,3.5,0.8,-3.5,0.87,172.5,0.83,172.5,0.83,-3.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,23.0,1.0,20180721092042.0,11077.0,,0.83,0.83
382,,,SGTHUS,,,3.5,0.8,-3.5,0.87,171.5,0.83,172.5,0.83,171.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,23.0,1.0,20180721092042.0,11077.0,,0.83,0.83
383,,,SGTHUS,,,3.5,0.8,-3.5,0.87,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,15.0,1.0,20180721092050.0,11077.0,,0.83,0.83
384,,,SGTHUS,,,3.5,0.8,-3.5,0.87,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,15.0,1.0,20180721092050.0,11077.0,,0.83,0.83
385,,,SGTHUS,,,3.5,0.8,-3.5,0.87,171.5,0.83,171.5,0.83,171.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,12.0,1.0,20180721092053.0,11077.0,,0.83,0.83
386,,,SGTHUS,,,3.5,0.8,-3.5,0.87,170.5,0.83,171.5,0.83,170.5,,9481210.0,1.2,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,12.0,1.0,20180721092053.0,11077.0,,0.83,0.83
387,,,SGTHUS,,,3.5,0.8,-3.5,0.87,170.5,0.83,170.5,0.83,170.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,8.0,1.0,20180721092056.0,11077.0,,0.83,0.83
388,,,SGTHUS,,,2.5,0.87,-2.5,0.87,170.5,0.83,170.5,0.83,2.5,,9481210.0,0.63,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,8.0,1.0,20180721092056.0,21077.0,,0.83,0.83
389,,,SGTHUS,,,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,,9481210.0,1.25,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,8.0,1.0,20180721092056.0,21077.0,,0.83,0.83
390,,,SGTHUS,,,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,2.0,1.0,20180721092102.0,21077.0,,0.83,0.83
391,,,SGTHUS,,,3.5,0.8,-3.5,0.8,170.5,0.83,170.5,0.83,3.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,2.0,1.0,20180721092102.0,21077.0,,0.83,0.83
392,,,SGTHUS,,,3.5,0.8,-3.5,0.87,170.5,0.83,170.5,0.83,-3.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721092105.0,11077.0,,0.83,0.83
393,,,SGTHUS,,,2.5,0.87,-2.5,0.87,170.5,0.83,170.5,0.83,2.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721092105.0,11077.0,,0.83,0.83
394,,,SGTHUS,,,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721092107.0,11077.0,,0.83,0.83
395,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,2.0,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721092107.0,11077.0,,0.83,0.83
396,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,2.0,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721092124.0,1082.0,,0.83,0.83
397,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,2.0,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721092124.0,1082.0,,0.83,0.83
398,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,2.0,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721092324.0,1082.0,,0.83,0.83
399,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,170.5,0.83,170.5,0.83,-2.5,2.0,9481210.0,0.0,1:1,,,,,,,,,23.0,20.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180721092324.0,1082.0,,0.83,0.83
400,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,170.5,0.8,170.5,0.87,-2.5,2.0,9481210.0,0.0,^,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,59.0,1.0,20180721092325.0,01088^21077,,0.83,0.83
401,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,169.5,0.83,170.5,0.87,169.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,59.0,1.0,20180721092325.0,11077.0,,0.83,0.83
402,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,169.5,0.83,169.5,0.83,169.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,51.0,1.0,20180721092333.0,11077.0,,0.83,0.83
403,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,169.5,0.83,169.5,0.83,169.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,51.0,1.0,20180721092333.0,11077.0,,0.83,0.83
404,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,168.5,0.83,169.5,0.83,168.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180721092341.0,11077.0,,0.83,0.83
405,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180721092341.0,11077.0,,0.83,0.83
406,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721092345.0,11077.0,,0.83,0.83
407,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,167.5,0.83,168.5,0.83,167.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721092345.0,21077.0,,0.83,0.83
408,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,167.5,0.83,167.5,0.83,167.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180721092353.0,21077.0,,0.83,0.83
409,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,166.5,0.87,167.5,0.8,166.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180721092353.0,21077.0,,0.83,0.83
410,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,166.5,0.87,166.5,0.8,166.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,23.0,1.0,20180721092402.0,21077.0,,0.83,0.83
411,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,167.5,0.83,166.5,0.83,167.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,23.0,1.0,20180721092402.0,21077.0,,0.83,0.83
412,,,SGTHUS,第2节,第2节,2.5,0.87,-2.5,0.8,167.5,0.83,167.5,0.83,167.5,2.0,9481210.0,0.0,,,,,,,,,,23.0,20.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180721092402.0,21077.0,,0.83,0.83
