,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,33.5,0.8333333333333334,-33.5,0.8333333333333334,133.5,0.8695652173913043,133.5,0.8,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,6.0,1.0,0,20180914172721,11077
1,,33.5,0.8333333333333334,-33.5,0.8333333333333334,133.5,0.8695652173913043,133.5,0.8,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,6.0,1.0,1.0,20180914172845.0,11077
2,,33.5,0.8333333333333334,-33.5,0.8333333333333334,133.5,0.7692307692307693,133.5,0.9090909090909091,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,5.0,52.0,1.0,20180914172853.0,11077
3,,33.5,0.8333333333333334,-33.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,5.0,44.0,1.0,20180914172901.0,11077
4,,33.5,0.8333333333333334,-33.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,5.0,42.0,0.0,20180914172904.0,11077
5,,33.5,0.8333333333333334,-33.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,5.0,42.0,0.0,20180914172907.0,11086.0
6,,33.5,0.8333333333333334,-33.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,3.0,80.0,91.7,74,39,0,1,5.0,42.0,0.0,20180914172923.0,21086.0
7,,33.5,0.8333333333333334,-33.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,1.0,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,4.0,80.0,91.7,74,39,0,1,5.0,42.0,0.0,20180914172924.0,21086.0
8,,34.5,0.8333333333333334,-34.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,1.0,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,4.0,80.0,91.7,74,39,0,1,5.0,42.0,0.0,20180914172925.0,21086.0
9,,34.5,0.8333333333333334,-34.5,0.8333333333333334,132.5,0.8695652173913043,132.5,0.8,,,1.0,4.0,2.0,25.0,11.0,12.0,11.0,3,-1,1.0,4.0,80.0,91.7,74,39,0,1,5.0,42.0,1.0,20180914172925.0,21086.0
