,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
35,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,150.5,0.8695652173913043,150.5,0.8,6.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,26.0,0.0,20180913153403.0,11077.0,10.5,0.016666666666666666,
36,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,150.5,0.8333333333333334,150.5,0.8333333333333334,6.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,22.0,0.0,20180913153406.0,11077.0,10.5,0.016666666666666666,
37,,,Q4,4th Quarter,15.5,0.8,-15.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,7.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,20.0,0.0,20180913153409.0,21077.0,10.5,0.016666666666666666,
38,,,Q4,4th Quarter,15.5,0.8,-15.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,7.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,19.0,0.0,20180913153409.0,21077.0,10.5,0.016666666666666666,
39,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,152.5,0.7692307692307693,152.5,0.9090909090909091,7.0,4.0,0.011111111111111112,^,66.0,54.0,0,1,8.0,14.0,0.0,20180913153415.0,21074^11077,10.5,0.016666666666666666,^
40,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,152.5,0.7692307692307693,152.5,0.9090909090909091,7.0,4.0,0.011111111111111112,,66.0,54.0,0,1,8.0,12.0,0.0,20180913153417.0,11077.0,10.5,0.016666666666666666,
41,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,152.5,0.7692307692307693,152.5,0.9090909090909091,7.0,4.0,0.011111111111111112,,66.0,54.0,0,1,8.0,12.0,1.0,20180913153521.0,11077.0,10.5,0.016666666666666666,
42,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,152.5,0.7692307692307693,152.5,0.9090909090909091,7.0,4.0,0.011111111111111112,,66.0,54.0,0,1,8.0,11.0,1.0,20180913153521.0,11077.0,10.5,0.016666666666666666,
43,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,151.5,0.8333333333333334,151.5,0.8333333333333334,7.0,4.0,0.011111111111111112,,66.0,54.0,0,1,8.0,3.0,1.0,20180913153530.0,11077.0,10.5,0.016666666666666666,
44,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,150.5,0.9090909090909091,150.5,0.7692307692307693,7.0,4.0,0.011111111111111112,,66.0,54.0,0,1,7.0,55.0,1.0,20180913153538.0,11077.0,10.5,0.016666666666666666,
45,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,150.5,0.8,150.5,0.8695652173913043,7.0,4.0,0.01,,66.0,54.0,0,1,7.0,47.0,1.0,20180913153546.0,11077.0,10.5,0.016666666666666666,
46,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,152.5,0.8,152.5,0.8695652173913043,7.0,4.0,0.006666666666666667,^,68.0,54.0,0,1,7.0,46.0,1.0,20180913153547.0,11074^21077,10.5,0.016666666666666666,^
47,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,151.5,0.8695652173913043,151.5,0.8,7.0,4.0,0.005,,68.0,54.0,0,1,7.0,37.0,1.0,20180913153555.0,21077.0,10.5,0.016666666666666666,
48,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,151.5,0.8333333333333334,151.5,0.8333333333333334,7.0,4.0,0.005,,68.0,54.0,0,1,7.0,34.0,1.0,20180913153559.0,21077.0,10.5,0.016666666666666666,
49,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,151.5,0.8333333333333334,151.5,0.8333333333333334,7.0,4.0,0.005,,68.0,54.0,0,1,7.0,33.0,1.0,20180913153600.0,21077.0,10.5,0.016666666666666666,
50,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,151.5,0.7692307692307693,151.5,0.9090909090909091,7.0,4.0,0.005,,68.0,54.0,0,1,7.0,28.0,0.0,20180913153605.0,21077.0,10.5,0.016666666666666666,
51,,,Q4,4th Quarter,13.5,0.9090909090909091,-13.5,0.7692307692307693,151.5,0.7692307692307693,151.5,0.9090909090909091,7.0,4.0,0.005,,68.0,54.0,0,1,7.0,28.0,0.0,20180913153630.0,21077.0,10.5,0.016666666666666666,
52,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,150.5,0.9090909090909091,150.5,0.7692307692307693,5.0,4.0,0.005,,68.0,54.0,0,1,7.0,27.0,0.0,20180913153630.0,11077.0,10.5,0.016666666666666666,
53,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,4.0,0.005,,68.0,54.0,0,1,7.0,18.0,0.0,20180913153638.0,11077.0,10.5,0.016666666666666666,
54,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,4.0,0.005,,68.0,54.0,0,1,7.0,10.0,0.0,20180913153646.0,11077.0,10.5,0.016666666666666666,
55,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,0.005,,68.0,54.0,0,1,7.0,7.0,0.0,20180913153650.0,11077.0,10.5,0.016666666666666666,
56,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,0.005,,68.0,54.0,0,1,7.0,6.0,0.0,20180913153650.0,11077.0,10.5,0.016666666666666666,
57,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,0.005,,68.0,54.0,0,1,7.0,1.0,0.0,20180913153650.0,11077.0,10.5,0.016666666666666666,
58,,,Q4,4th Quarter,15.5,0.8695652173913043,-15.5,0.8,148.5,0.8695652173913043,148.5,0.8,5.0,4.0,0.005,,68.0,54.0,0,1,6.0,53.0,0.0,20180913153704.0,11077.0,10.5,0.016666666666666666,
59,,,Q4,4th Quarter,15.5,0.8695652173913043,-15.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,4.0,0.005,,68.0,54.0,0,1,6.0,53.0,0.0,20180913153705.0,11077.0,10.5,0.016666666666666666,
60,,,Q4,4th Quarter,15.5,0.8695652173913043,-15.5,0.8,148.5,0.7692307692307693,148.5,0.9090909090909091,5.0,4.0,0.005,,68.0,54.0,0,1,6.0,44.0,0.0,20180913153713.0,11077.0,10.5,0.016666666666666666,
61,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,147.5,0.8695652173913043,147.5,0.8,6.0,4.0,0.005,,68.0,54.0,0,1,6.0,41.0,0.0,20180913153716.0,21077.0,10.5,0.016666666666666666,
62,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,7.0,4.0,0.006666666666666667,^,68.0,56.0,0,1,6.0,33.0,0.0,20180913153724.0,21074^11077,10.5,0.016666666666666666,^
63,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,7.0,4.0,0.006666666666666667,,68.0,56.0,0,1,6.0,33.0,0.0,20180913153725.0,11077.0,10.5,0.016666666666666666,
64,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,148.5,0.9090909090909091,148.5,0.7692307692307693,7.0,4.0,0.006666666666666667,,68.0,56.0,0,1,6.0,26.0,0.0,20180913153731.0,11077.0,10.5,0.016666666666666666,
65,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,7.0,4.0,0.006666666666666667,,68.0,56.0,0,1,6.0,17.0,0.0,20180913153739.0,11077.0,10.5,0.016666666666666666,
66,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,147.5,0.9090909090909091,147.5,0.7692307692307693,7.0,4.0,0.01,,68.0,56.0,0,1,6.0,12.0,0.0,20180913153745.0,21077.0,10.5,0.016666666666666666,
67,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,147.5,0.9090909090909091,147.5,0.7692307692307693,7.0,4.0,0.01,,68.0,56.0,0,1,6.0,11.0,0.0,20180913153746.0,21077.0,10.5,0.016666666666666666,
68,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,147.5,0.8333333333333334,147.5,0.8333333333333334,7.0,4.0,0.01,,68.0,56.0,0,1,6.0,3.0,0.0,20180913153754.0,21077.0,10.5,0.016666666666666666,
69,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.01,,68.0,56.0,0,1,5.0,58.0,0.0,20180913153759.0,21077.0,10.5,0.016666666666666666,
70,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.01,^,68.0,56.0,0,1,5.0,59.0,0.0,20180913153814.0,11086^21077,10.5,0.016666666666666666,^
71,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,7.0,4.0,0.013333333333333334,1:2,68.0,56.0,0,1,5.0,59.0,0.0,20180913153814.0,21078.0,10.5,0.016666666666666666,
72,,,Q4,4th Quarter,14.5,0.8695652173913043,-14.5,0.9090909090909091,148.5,0.9090909090909091,148.5,0.7692307692307693,7.0,4.0,0.015151515151515152,1:2^2:2,68.0,57.0,0,1,5.0,59.0,0.0,20180913153826.0,21079^21078,10.5,0.016666666666666666,^
73,,,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,149.5,0.8,149.5,0.8695652173913043,7.0,4.0,0.016666666666666666,2:2^,68.0,58.0,0,1,5.0,59.0,0.0,20180913153843.0,21079^11077,10.5,0.016666666666666666,^
74,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,149.5,0.8,149.5,0.8695652173913043,7.0,4.0,0.016666666666666666,,68.0,58.0,0,1,5.0,59.0,0.0,20180913153846.0,11081.0,10.5,0.016666666666666666,
75,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,149.5,0.8,149.5,0.8695652173913043,7.0,4.0,0.016666666666666666,,68.0,58.0,0,1,5.0,58.0,0.0,20180913153943.0,11081.0,10.5,0.016666666666666666,
76,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,149.5,0.8,149.5,0.8695652173913043,7.0,4.0,0.016666666666666666,,68.0,58.0,0,1,5.0,59.0,0.0,20180913153943.0,11081.0,10.5,0.016666666666666666,
77,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,148.5,0.8695652173913043,148.5,0.8,7.0,4.0,0.015151515151515152,,68.0,58.0,0,1,5.0,50.0,0.0,20180913153951.0,11081.0,10.5,0.016666666666666666,
78,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,7.0,4.0,0.025,,68.0,58.0,0,1,5.0,46.0,0.0,20180913153954.0,21077.0,10.5,0.016666666666666666,
79,44.0,5.0,Q4,4th Quarter,11.5,0.8333333333333334,-11.5,0.8333333333333334,148.5,0.7692307692307693,148.5,0.9090909090909091,7.0,4.0,0.025,,68.0,58.0,0,1,5.0,40.0,0.0,20180913154000.0,21077.0,10.5,0.016666666666666666,
80,44.0,5.0,Q4,4th Quarter,11.5,0.8333333333333334,-11.5,0.8333333333333334,148.5,0.7692307692307693,148.5,0.9090909090909091,7.0,4.0,0.025,,68.0,58.0,0,1,5.0,40.0,1.0,20180913154018.0,21077.0,10.5,0.016666666666666666,
81,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8,148.5,0.7692307692307693,148.5,0.9090909090909091,7.0,4.0,0.015151515151515152,,68.0,58.0,0,1,5.0,42.0,1.0,20180913154019.0,11077.0,10.5,0.016666666666666666,
82,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,7.0,4.0,0.013333333333333334,,68.0,58.0,0,1,5.0,33.0,1.0,20180913154027.0,11077.0,10.5,0.016666666666666666,
83,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8333333333333334,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.013333333333333334,,68.0,58.0,0,1,5.0,28.0,0.0,20180913154032.0,11077.0,10.5,0.016666666666666666,
84,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8333333333333334,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.013333333333333334,,68.0,58.0,0,1,5.0,28.0,1.0,20180913154047.0,11077.0,10.5,0.016666666666666666,
85,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8333333333333334,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.013333333333333334,,68.0,58.0,0,1,5.0,27.0,1.0,20180913154047.0,11077.0,10.5,0.016666666666666666,
86,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8333333333333334,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.013333333333333334,,68.0,58.0,0,1,5.0,27.0,1.0,20180913154054.0,11077.0,10.5,0.016666666666666666,
87,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,7.0,4.0,0.013333333333333334,^,68.0,58.0,0,1,5.0,19.0,1.0,20180913154057.0,21086^11077,10.5,0.016666666666666666,^
88,44.0,5.0,Q4,4th Quarter,11.5,0.8695652173913043,-11.5,0.7692307692307693,147.5,0.9090909090909091,147.5,0.7692307692307693,7.0,4.0,0.0125,1:2,68.0,58.0,0,1,5.0,19.0,1.0,20180913154058.0,11078.0,10.5,0.016666666666666666,
89,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,147.5,0.7692307692307693,147.5,0.9090909090909091,7.0,4.0,0.016666666666666666,1:2^2:2,68.0,58.0,0,1,5.0,19.0,1.0,20180913154129.0,11080^11078,10.5,0.016666666666666666,^
90,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,146.5,0.8333333333333334,146.5,0.8333333333333334,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,19.0,1.0,20180913154142.0,11080^21077,10.5,0.016666666666666666,^
91,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,146.5,0.8333333333333334,146.5,0.8333333333333334,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,18.0,1.0,20180913154144.0,11080^21077,10.5,0.016666666666666666,^
92,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,146.5,0.7142857142857143,146.5,1.0,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,10.0,1.0,20180913154152.0,11080^21077,10.5,0.016666666666666666,^
93,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,145.5,0.8333333333333334,145.5,0.8333333333333334,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,2.0,1.0,20180913154200.0,11080^21077,10.5,0.016666666666666666,^
94,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,145.5,0.8333333333333334,145.5,0.8333333333333334,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,1.0,0.0,20180913154201.0,11080^21077,10.5,0.016666666666666666,^
95,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,145.5,0.8333333333333334,145.5,0.8333333333333334,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,1.0,1.0,20180913154208.0,11080^21077,10.5,0.016666666666666666,^
96,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,145.5,0.8333333333333334,145.5,0.8333333333333334,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,5.0,1.0,1.0,20180913154209.0,11080^21077,10.5,0.016666666666666666,^
97,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,145.5,0.8,144.5,0.8695652173913043,7.0,4.0,0.02,2:2^,68.0,58.0,0,1,4.0,56.0,1.0,20180913154214.0,11077.0,10.5,0.016666666666666666,^
98,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,146.5,0.8695652173913043,146.5,0.8,7.0,4.0,0.006666666666666667,^,70.0,58.0,0,1,4.0,51.0,1.0,20180913154219.0,11074^21077,10.5,0.016666666666666666,^
99,44.0,5.0,Q4,4th Quarter,11.5,0.8,-11.5,0.8695652173913043,146.5,0.8333333333333334,146.5,0.8333333333333334,7.0,4.0,0.006666666666666667,,70.0,58.0,0,1,4.0,50.0,1.0,20180913154220.0,21077.0,10.5,0.016666666666666666,
