,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
19,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,153.5,0.7692307692307693,153.5,0.9090909090909091,7.0,4.0,0.01,,64.0,50.0,0,1,10.0,0.0,0.0,20180913153221.0,21077.0,10.5,0.016666666666666666,
20,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,7.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,52.0,0.0,20180913153227.0,11077.0,10.5,0.016666666666666666,
21,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,151.5,0.9090909090909091,151.5,0.7692307692307693,7.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,43.0,0.0,20180913153235.0,11077.0,10.5,0.016666666666666666,
22,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,151.5,0.9090909090909091,151.5,0.7692307692307693,7.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,36.0,0.0,20180913153235.0,11077.0,10.5,0.016666666666666666,
23,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,7.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,28.0,0.0,20180913153251.0,11077.0,10.5,0.016666666666666666,
24,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,7.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,23.0,0.0,20180913153255.0,11077.0,10.5,0.016666666666666666,
25,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,149.5,0.9090909090909091,149.5,0.7692307692307693,7.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,15.0,0.0,20180913153303.0,11077.0,10.5,0.016666666666666666,
26,,,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,6.0,4.0,0.006666666666666667,,64.0,50.0,0,1,9.0,7.0,0.0,20180913153311.0,11077.0,10.5,0.016666666666666666,
27,,,Q4,4th Quarter,17.5,0.8333333333333334,-17.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,5.0,4.0,0.006666666666666667,^,66.0,50.0,0,1,9.0,6.0,0.0,20180913153313.0,11074^21077,10.5,0.016666666666666666,^
28,,,Q4,4th Quarter,17.5,0.8333333333333334,-17.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,5.0,4.0,0.006666666666666667,,66.0,50.0,0,1,9.0,5.0,0.0,20180913153314.0,21077.0,10.5,0.016666666666666666,
29,,,Q4,4th Quarter,17.5,0.8333333333333334,-17.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,5.0,4.0,0.006666666666666667,,66.0,50.0,0,1,8.0,56.0,0.0,20180913153322.0,21077.0,10.5,0.016666666666666666,
30,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,152.5,0.8695652173913043,152.5,0.8,6.0,4.0,0.006666666666666667,^,66.0,52.0,0,1,8.0,56.0,0.0,20180913153322.0,21074^11077,10.5,0.016666666666666666,^
31,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,152.5,0.8695652173913043,152.5,0.8,6.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,47.0,0.0,20180913153322.0,11077.0,10.5,0.016666666666666666,
32,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,151.5,0.8333333333333334,151.5,0.8333333333333334,6.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,38.0,0.0,20180913153339.0,11077.0,10.5,0.016666666666666666,
33,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,151.5,0.7692307692307693,151.5,0.9090909090909091,6.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,30.0,0.0,20180913153347.0,11077.0,10.5,0.016666666666666666,
34,,,Q4,4th Quarter,15.5,0.9090909090909091,-15.5,0.7692307692307693,150.5,0.8695652173913043,150.5,0.8,6.0,4.0,0.006666666666666667,,66.0,52.0,0,1,8.0,26.0,0.0,20180913153351.0,11077.0,10.5,0.016666666666666666,
