,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
1,,,,第1节,4.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,4.5,,0.87,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
2,,,,第1节,-4.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,-4.5,,0.8,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
3,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.8,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
4,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.0,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
5,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.0,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
6,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.0,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
7,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.0,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
8,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.0,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
9,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,,0.0,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
10,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,1087.0,0.0,0.0,
11,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,11077.0,0.0,0.0,
12,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,11095.0,0.0,0.0,"0.78,0.43"
13,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,,,0.0,1,9.0,GD,44.0,0,,21077.0,0.0,0.0,
14,,,,第1节,151.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,151.5,1.0,0.0,,,0.0,0.0,0.0,6.0,0.0,0.0,,,0.0,1,9.0,GD,44.0,0,,21077.0,0.0,0.0,
15,,,,第1节,151.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,151.5,1.0,0.0,,,0.0,1.0,0.0,6.0,0.0,0.0,,2.0,0.0,1,9.0,GD,44.0,0,,21074.0,0.0,0.0,"0.09,0.61"
16,,,,第1节,151.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,151.5,1.0,0.0,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,44.0,0,,11077.0,0.0,0.0,
17,,,,第1节,6.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,6.5,1.0,0.83,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,44.0,0,,11077.0,0.0,0.0,
18,,,,第1节,-6.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,-6.5,1.0,0.83,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,44.0,0,,11077.0,0.0,0.0,
19,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.83,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,44.0,0,,11077.0,0.0,0.0,
20,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.83,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,32.0,0,,11077.0,0.0,0.0,
21,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.0,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,32.0,0,,11077.0,0.0,0.0,
22,,,,第1节,151.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,151.5,1.0,0.0,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,32.0,0,,21077.0,0.0,0.0,
23,,,,第1节,151.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,151.5,1.0,0.0,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.0,
24,,,,第1节,7.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,7.5,1.0,0.87,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.0,
25,,,,第1节,-7.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,-7.5,1.0,0.8,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.0,
26,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.8,,,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.0,
27,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,1,9.0,GD,11.0,0,,21074.0,0.0,0.0,"0.09,0.43"
28,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1,9.0,GD,6.0,0,,11077.0,0.0,0.0,
29,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1,8.0,GD,6.0,0,,11077.0,0.0,0.0,
30,,,,第1节,153.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,153.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1,8.0,GD,48.0,0,,11077.0,0.0,0.0,
31,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1,8.0,GD,48.0,0,,11077.0,0.0,0.0,
32,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1,8.0,GD,48.0,0,,11095.0,0.0,0.0,"0.80,0.37"
33,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1,8.0,GD,48.0,0,,21077.0,0.0,0.0,
34,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,3.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,1,8.0,GD,48.0,0,,21074.0,0.0,0.0,"0.23,0.45"
35,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1,8.0,GD,48.0,0,,11077.0,0.0,0.0,
36,,,,第1节,152.5,-10.5,0.87,10.5,0.8,100.5,0.83,100.5,0.83,152.5,1.0,0.0,,,0.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1,8.0,GD,36.0,0,,11077.0,0.0,0.0,
