,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
103,,第1节,26.5,0.83,-26.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,10.0,1.0,1,5.0,GD,31.0,0,,21077.0,0.0,0.0
104,,第1节,26.5,0.83,-26.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,1.0,1,5.0,GD,31.0,0,,11077.0,0.0,0.0
105,,第1节,26.5,0.83,-26.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,1.0,1,4.0,GD,36.0,0,,11077.0,0.0,0.0
106,,第1节,26.5,0.83,-26.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,1.0,1,4.0,GD,36.0,0,,11077.0,0.0,0.0
107,,第1节,26.5,0.83,-26.5,0.83,161.5,0.83,160.5,0.83,161.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,1.0,1,4.0,GD,36.0,0,,11077.0,0.0,0.0
108,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,1.0,1,4.0,GD,36.0,0,,11077.0,0.0,0.0
109,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,1.0,1,4.0,GD,23.0,0,,11077.0,0.0,0.0
110,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,23.0,0,,11077.0,0.0,0.0
111,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,23.0,0,,11077.0,0.0,0.0
112,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,23.0,0,,11077.0,0.0,0.0
113,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,11077.0,0.0,0.0
114,,第1节,26.5,0.83,-26.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,21086.0,0.0,0.0
115,,第1节,26.5,0.83,-26.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,11077.0,0.0,0.0
116,,第1节,26.5,0.83,-26.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,1:2,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,11078.0,0.0,0.0
117,,第1节,26.5,0.83,-27.5,0.83,158.5,0.83,158.5,0.83,-27.5,1.0,1:2,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,11078.0,0.0,0.0
118,,第1节,27.5,0.83,-27.5,0.83,158.5,0.83,160.5,0.83,27.5,1.0,1:2,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,11078.0,0.0,0.0
119,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,1:2,,1.0,1.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,2.0,60.0,0.0,3.0,11.0,0.0,1,4.0,GD,0.0,0,,11078.0,0.0,0.0
120,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,1:2,,1.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,66.7,0.0,12.0,11.0,0.0,1,4.0,GD,0.0,0,,11079.0,0.0,0.0
121,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2:2,,1.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,66.7,0.0,3.0,12.0,0.0,1,4.0,GD,0.0,0,,11078.0,0.0,0.0
122,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,66.7,0.0,3.0,12.0,0.0,0.0,4.0,GD,0.0,0,,11077.0,0.0,0.0
123,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,66.7,0.0,3.0,12.0,0.0,0.0,4.0,GD,0.0,0,,11077.0,0.0,0.0
124,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,66.7,0.0,3.0,12.0,0.0,1.0,4.0,GD,0.0,0,,11077.0,0.0,0.0
125,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2:2,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,13.0,12.0,0.0,1.0,4.0,GD,0.0,0,,11079.0,0.0,0.0
126,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,57.0,0,,21077.0,0.0,0.0
127,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,57.0,0,,21077.0,0.0,0.0
128,,第1节,27.5,0.83,-27.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,37.0,0,,21077.0,0.0,0.0
129,,第1节,27.5,0.83,-27.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,37.0,0,,21077.0,0.0,0.0
130,,第1节,27.5,0.83,-27.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,22.0,0,,11077.0,0.0,0.0
131,,第1节,27.5,0.83,-27.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,22.0,0,,11077.0,0.0,0.0
132,,第1节,27.5,0.83,-27.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,22.0,0,,11077.0,0.0,0.0
133,,第1节,27.5,0.83,-29.5,0.83,158.5,0.83,158.5,0.83,-29.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,22.0,0,,11077.0,0.0,0.0
134,,第1节,29.5,0.83,-29.5,0.83,158.5,0.83,158.5,0.83,29.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,11.0,0,,11077.0,0.0,0.0
135,,第1节,29.5,0.83,-29.5,0.83,158.5,0.83,158.5,0.83,29.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,11.0,0,,11077.0,0.0,0.0
136,,第1节,29.5,0.83,-29.5,0.83,158.5,0.83,158.5,0.83,29.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,8.0,0,,11077.0,0.0,0.0
137,,第1节,29.5,0.83,-29.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,1.0,1.0,2.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,13.0,0.0,1.0,3.0,GD,8.0,0,,21077.0,0.0,0.0
138,,第1节,29.5,0.83,-29.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,15.0,13.0,0.0,1.0,3.0,GD,8.0,0,,11074.0,0.0,0.0
139,,第1节,29.5,0.83,-29.5,0.83,156.5,0.83,156.5,0.83,156.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,15.0,0.0,1.0,3.0,GD,8.0,0,,21077.0,0.0,0.0
140,,第1节,29.5,0.83,-30.5,0.83,156.5,0.83,156.5,0.83,-30.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,15.0,0.0,1.0,3.0,GD,8.0,0,,21077.0,0.0,0.0
141,,第1节,30.5,0.83,-30.5,0.83,156.5,0.83,159.5,0.83,30.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,15.0,0.0,1.0,3.0,GD,8.0,0,,21077.0,0.0,0.0
142,,第1节,30.5,0.83,-30.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,15.0,0.0,1.0,3.0,GD,8.0,0,,21077.0,0.0,0.0
143,,第1节,30.5,0.83,-30.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,15.0,0.0,1.0,2.0,GD,51.0,0,,21077.0,0.0,0.0
144,,第1节,30.5,0.83,-30.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,1.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,15.0,0.0,1.0,2.0,GD,51.0,0,,21077.0,0.0,0.0
145,,第1节,30.5,0.83,-30.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,3.0,5.0,0.0,1.0,2.0,GD,51.0,0,,21074.0,0.0,0.0
146,,第1节,30.5,0.83,-30.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,51.0,0,,11077.0,0.0,0.0
147,,第1节,30.5,0.83,-30.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
148,,第1节,30.5,0.83,-29.5,0.83,157.5,0.83,157.5,0.83,-29.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
149,,第1节,29.5,0.83,-29.5,0.83,157.5,0.83,159.5,0.83,29.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
150,,第1节,29.5,0.83,-29.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
151,,第1节,29.5,0.83,-29.5,0.87,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
152,,第1节,29.5,0.8,-30.5,0.87,159.5,0.83,159.5,0.83,-30.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
153,,第1节,30.5,0.8,-30.5,0.87,159.5,0.83,158.5,0.83,30.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
154,,第1节,30.5,0.8,-30.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,2.0,GD,45.0,0,,11077.0,0.0,0.0
155,,第1节,30.5,0.8,-30.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,15.0,0.0,1.0,1.0,GD,59.0,0,,11077.0,0.0,0.0
156,,第1节,30.5,0.8,-30.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,17.0,15.0,0.0,1.0,1.0,GD,59.0,0,,11074.0,0.0,0.0
157,,第1节,30.5,0.8,-30.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,59.0,0,,21077.0,0.0,0.0
158,,第1节,30.5,0.8,-30.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,34.0,0,,11077.0,0.0,0.0
159,,第1节,30.5,0.8,-30.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,34.0,0,,11077.0,0.0,0.0
160,,第1节,30.5,0.8,-30.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,20.0,0,,11077.0,0.0,0.0
161,,第1节,30.5,0.83,-29.5,0.83,156.5,0.83,156.5,0.83,-29.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,20.0,0,,21077.0,0.0,0.0
162,,第1节,29.5,0.83,-29.5,0.83,156.5,0.83,154.5,0.83,29.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,20.0,0,,21077.0,0.0,0.0
163,,第1节,29.5,0.83,-29.5,0.83,154.5,0.83,154.5,0.83,154.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,20.0,0,,21077.0,0.0,0.0
164,,第1节,29.5,0.87,-29.5,0.8,154.5,0.83,153.5,0.83,154.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,20.0,0,,11077.0,0.0,0.0
165,,第1节,29.5,0.87,-29.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,20.0,0,,11077.0,0.0,0.0
166,,第1节,29.5,0.87,-29.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,1.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,17.0,0.0,1.0,1.0,GD,8.0,0,,11077.0,0.0,0.0
167,,第1节,29.5,0.87,-29.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,5.0,7.0,0.0,1.0,1.0,GD,8.0,0,,21074.0,0.0,0.0
168,,第1节,29.5,0.87,-29.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,55.0,0,,11077.0,0.0,0.0
169,,第1节,29.5,0.87,-28.5,0.8,153.5,0.83,153.5,0.83,-28.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,55.0,0,,11077.0,0.0,0.0
170,,第1节,28.5,0.87,-28.5,0.8,153.5,0.83,155.5,0.83,28.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,55.0,0,,11077.0,0.0,0.0
171,,第1节,28.5,0.87,-28.5,0.8,155.5,0.83,155.5,0.83,155.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,55.0,0,,11077.0,0.0,0.0
172,,第1节,28.5,0.83,-28.5,0.83,155.5,0.83,153.5,0.83,155.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,55.0,0,,11077.0,0.0,0.0
173,,第1节,28.5,0.83,-28.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,55.0,0,,11077.0,0.0,0.0
174,,第1节,28.5,0.83,-28.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,17.0,0.0,1.0,0.0,GD,36.0,0,,11077.0,0.0,0.0
175,,第1节,28.5,0.83,-28.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,,1.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,20.0,17.0,0.0,1.0,0.0,GD,36.0,0,,21077.0,0.0,0.0
176,,第1节,28.5,0.83,-28.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,,2.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,20.0,17.0,0.0,1.0,0.0,GD,36.0,0,,11075.0,0.0,0.0
177,,第1节,28.5,0.83,-28.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,,2.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,20.0,0.0,1.0,0.0,GD,36.0,0,,21077.0,0.0,0.0
178,,第1节,28.5,0.87,-29.5,0.8,153.5,0.83,153.5,0.83,-29.5,1.0,,,2.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,20.0,0.0,1.0,0.0,GD,36.0,0,,21077.0,0.0,0.0
179,,第1节,29.5,0.87,-29.5,0.8,153.5,0.83,156.5,0.83,29.5,1.0,,,2.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,20.0,0.0,1.0,0.0,GD,36.0,0,,21077.0,0.0,0.0
180,,第1节,29.5,0.87,-29.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,20.0,0.0,1.0,0.0,GD,36.0,0,,21077.0,0.0,0.0
181,,第1节,29.5,0.87,-29.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,2.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,20.0,0.0,1.0,0.0,GD,26.0,0,,21077.0,0.0,0.0
182,,第1节,29.5,0.87,-29.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,7.0,9.0,0.0,1.0,0.0,GD,26.0,0,,21074.0,0.0,0.0
183,,第1节,29.5,0.87,-29.5,0.8,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,9.0,20.0,0.0,1.0,0.0,GD,0.0,0,,11077.0,0.0,0.0
184,,第1节,29.5,0.8,-29.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,9.0,20.0,1.0,1.0,0.0,GD,0.0,0,,11077.0,0.0,0.0
185,,第2节,29.5,0.8,-29.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,9.0,20.0,1.0,1.0,0.0,GD,0.0,0,,11077.0,0.0,0.0
186,第2节,第2节,29.5,0.8,-29.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,1.0,2.0,71.4,0.0,9.0,20.0,1.0,0.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
187,第2节,第2节,29.5,0.87,-28.5,0.8,156.5,0.83,156.5,0.83,-28.5,1.0,1.0,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,0.0,0.0,71.4,0.0,9.0,20.0,1.0,0.0,10.0,GD,0.0,0,,1082.0,0.0,0.0
188,第2节,第2节,28.5,0.87,-28.5,0.8,156.5,0.83,156.5,0.83,28.5,1.0,1.0,,2.0,1.0,4.0,3.0,5.0,0.0,5.0,5.0,0.0,0.0,71.4,0.0,9.0,20.0,0.0,0.0,10.0,GD,0.0,0,,1082.0,0.0,0.0
189,第2节,第2节,28.5,0.87,-28.5,0.8,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,10.0,20.0,0.0,0.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
190,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,10.0,20.0,1.0,0.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
191,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,9.0,20.0,1.0,0.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
192,第2节,第2节,28.5,0.87,-28.5,0.8,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,9.0,10.0,1.0,0.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
193,第2节,第2节,28.5,0.87,-28.5,0.8,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,10.0,20.0,1.0,0.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
194,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,10.0,20.0,1.0,1.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
195,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,10.0,20.0,1.0,1.0,10.0,GD,0.0,0,,1088.0,0.0,0.0
196,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0,71.4,20.0,10.0,20.0,1.0,1.0,9.0,GD,46.0,0,,21077.0,0.0,0.0
197,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,10.0,20.0,1.0,1.0,9.0,GD,46.0,0,,11086.0,0.0,0.0
198,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,1.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,10.0,13.0,1.0,1.0,9.0,GD,46.0,0,,21077.0,0.0,0.0
199,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,10.0,13.0,1.0,1.0,9.0,GD,46.0,0,,21075.0,0.0,0.0
