,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
103,,,,,16.5,0.87,-16.5,0.8,145.5,0.8,145.5,0.87,-16.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,10.0,1.0,20180721013617.0,21095.0,0.0,0.0
104,,,,,17.5,0.83,-17.5,0.8,145.5,0.8,145.5,0.87,17.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,10.0,1.0,20180721013617.0,21095.0,0.0,0.0
105,,,,,17.5,0.83,-17.5,0.83,145.5,0.83,145.5,0.87,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,10.0,1.0,20180721013617.0,11077.0,0.0,0.0
106,,,,,17.5,0.83,-17.5,0.83,144.5,0.83,145.5,0.83,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,2.0,1.0,20180721013625.0,11077.0,0.0,0.0
107,,,,,17.5,0.83,-17.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,2.0,1.0,20180721013625.0,11077.0,0.0,0.0
108,,,,,17.5,0.83,-17.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,1.0,1.0,20180721013627.0,11077.0,0.0,0.0
109,,,,,16.5,0.87,-16.5,0.83,144.5,0.83,144.5,0.83,16.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,1.0,1.0,20180721013627.0,11077.0,0.0,0.0
110,,,,,16.5,0.87,-16.5,0.8,144.5,0.83,144.5,0.83,-16.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,1.0,1.0,20180721013631.0,21077.0,0.0,0.0
111,,,,,16.5,0.87,-16.5,0.8,143.5,0.87,144.5,0.8,143.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,8.0,1.0,1.0,20180721013631.0,21077.0,0.0,0.0
112,,,,,16.5,0.87,-16.5,0.8,143.5,0.87,143.5,0.8,143.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,0.0,20180721013633.0,21077.0,0.0,0.0
113,,,,,16.5,0.87,-16.5,0.8,144.5,0.8,143.5,0.87,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,0.0,20180721013633.0,21077.0,0.0,0.0
114,,,,,16.5,0.87,-16.5,0.8,144.5,0.8,144.5,0.87,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,55.0,0.0,20180721013637.0,21077.0,0.0,0.0
115,,,,,16.5,0.87,-16.5,0.8,144.5,0.8,144.5,0.87,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,55.0,0.0,20180721013637.0,21077.0,0.0,0.0
116,,,,,16.5,0.87,-16.5,0.8,144.5,0.8,144.5,0.87,144.5,,0.0,,,,5,11.0,10,4.0,3,4,2.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,55.0,0.0,20180721013641.0,21077.0,0.0,0.0
117,,,,,16.5,0.87,-16.5,0.8,145.5,0.8,144.5,0.87,145.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,55.0,0.0,20180721013641.0,11086.0,0.0,0.0
118,,,,,16.5,0.87,-16.5,0.8,145.5,0.8,145.5,0.87,145.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,55.0,0.0,20180721013644.0,11086.0,0.0,0.0
119,,,,,16.5,0.83,-16.5,0.83,145.5,0.8,145.5,0.87,145.5,,0.0,1:2,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,55.0,0.0,20180721013644.0,21078.0,0.0,0.0
120,,,,,16.5,0.83,-16.5,0.83,144.5,0.83,145.5,0.87,144.5,,0.0,1:2,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,0.0,20180721013710.0,21078.0,0.0,0.0
121,,,,,16.5,0.87,-16.5,0.8,144.5,0.83,144.5,0.83,144.5,,0.0,1:2^2:2,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,0.0,20180721013710.0,21080^21078,0.0,0.0
122,,,,,16.5,0.87,-16.5,0.8,143.5,0.87,144.5,0.83,143.5,,0.0,1:2^2:2,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,0.0,20180721013710.0,21080^21078,0.0,0.0
123,,,,,16.5,0.87,-16.5,0.8,143.5,0.87,143.5,0.8,143.5,,0.0,1:2^2:2,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,1.0,20180721013720.0,21080^21078,0.0,0.0
124,,,,,17.5,0.83,-17.5,0.8,143.5,0.87,143.5,0.8,17.5,,0.0,1:2^2:2,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,1.0,20180721013720.0,21080^21078,0.0,0.0
125,,,,,17.5,0.83,-17.5,0.83,143.5,0.87,143.5,0.8,-17.5,,0.0,2:2^,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,1.0,20180721013720.0,21080^11077,0.0,0.0
126,,,,,17.5,0.83,-17.5,0.83,143.5,0.87,143.5,0.8,-17.5,,0.0,2:2^,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,1.0,20180721013721.0,21080^11077,0.0,0.0
127,,,,,17.5,0.8,-17.5,0.87,143.5,0.87,143.5,0.8,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,54.0,1.0,20180721013721.0,1077.0,0.0,0.0
128,,,,,17.5,0.8,-17.5,0.87,143.5,0.87,143.5,0.8,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,53.0,1.0,20180721013722.0,1077.0,0.0,0.0
129,,,,,16.5,0.83,-16.5,0.87,143.5,0.87,143.5,0.8,16.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,53.0,1.0,20180721013722.0,1077.0,0.0,0.0
130,,,,,16.5,0.83,-16.5,0.83,143.5,0.8,143.5,0.87,-16.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,45.0,1.0,20180721013731.0,21077.0,0.0,0.0
131,,,,,16.5,0.83,-16.5,0.83,143.5,0.8,143.5,0.87,-16.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,45.0,1.0,20180721013731.0,21077.0,0.0,0.0
132,,,,,16.5,0.83,-16.5,0.83,143.5,0.8,143.5,0.87,-16.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,44.0,1.0,20180721013732.0,21077.0,0.0,0.0
133,,,,,16.5,0.83,-16.5,0.83,142.5,0.87,143.5,0.87,142.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,44.0,1.0,20180721013732.0,21094.0,0.0,0.0
134,,,,,16.5,0.83,-16.5,0.83,142.5,0.87,142.5,0.8,142.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,40.0,1.0,20180721013735.0,21094.0,0.0,0.0
135,,,,,17.5,0.83,-17.5,0.83,142.5,0.87,142.5,0.8,17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,40.0,1.0,20180721013735.0,21094.0,0.0,0.0
136,,,,,17.5,0.83,-17.5,0.83,142.5,0.83,142.5,0.83,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,36.0,1.0,20180721013739.0,11077.0,0.0,0.0
137,,,,,17.5,0.83,-17.5,0.83,142.5,0.8,142.5,0.83,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,36.0,1.0,20180721013739.0,11094.0,0.0,0.0
138,,,,,17.5,0.83,-17.5,0.83,142.5,0.8,142.5,0.87,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,32.0,1.0,20180721013742.0,11094.0,0.0,0.0
139,,,,,16.5,0.83,-16.5,0.83,142.5,0.8,142.5,0.87,16.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,32.0,1.0,20180721013742.0,11094.0,0.0,0.0
140,,,,,16.5,0.83,-16.5,0.83,142.5,0.83,142.5,0.87,-16.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,32.0,1.0,20180721013742.0,21077.0,0.0,0.0
141,,,,,16.5,0.83,-16.5,0.83,141.5,0.83,142.5,0.83,141.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,32.0,1.0,20180721013742.0,21077.0,0.0,0.0
142,,,,,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,26.0,1.0,20180721013750.0,21077.0,0.0,0.0
143,,,,,17.5,0.83,-17.5,0.83,141.5,0.83,141.5,0.83,17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,26.0,1.0,20180721013750.0,21077.0,0.0,0.0
144,,,,,17.5,0.83,-17.5,0.83,141.5,0.83,141.5,0.83,-17.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,26.0,1.0,20180721013753.0,11077.0,0.0,0.0
145,,,,,17.5,0.83,-17.5,0.83,143.5,0.83,141.5,0.83,143.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,41.0,41,31.0,0.0,1,7.0,26.0,1.0,20180721013753.0,11077.0,0.0,0.0
146,,,,,17.5,0.83,-17.5,0.83,143.5,0.83,143.5,0.83,143.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,20.0,1.0,20180721013755.0,11077.0,0.0,0.0
147,,,,,18.5,0.83,-18.5,0.83,143.5,0.83,143.5,0.83,18.5,,0.0,,,,5,11.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,20.0,1.0,20180721013755.0,11077.0,0.0,0.0
148,,,,,18.5,0.83,-18.5,0.83,143.5,0.83,143.5,0.83,-18.5,,0.0,^,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,20.0,1.0,20180721013755.0,11074^21077,0.0,0.0
149,,,,,18.5,0.83,-18.5,0.83,142.5,0.87,143.5,0.8,142.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,20.0,1.0,20180721013755.0,21077.0,0.0,0.0
150,,,,,18.5,0.83,-18.5,0.83,142.5,0.87,142.5,0.8,142.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,12.0,1.0,20180721013803.0,21077.0,0.0,0.0
151,,,,,18.5,0.83,-18.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,12.0,1.0,20180721013803.0,21077.0,0.0,0.0
152,,,,,18.5,0.83,-18.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,9.0,1.0,20180721013806.0,21077.0,0.0,0.0
153,,,,,18.5,0.8,-18.5,0.87,142.5,0.83,142.5,0.83,142.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,9.0,1.0,20180721013806.0,21094.0,0.0,0.0
154,,,,,18.5,0.8,-18.5,0.87,142.5,0.83,142.5,0.83,142.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,5.0,1.0,20180721013809.0,21094.0,0.0,0.0
155,,,,,19.5,0.8,-19.5,0.87,142.5,0.83,142.5,0.83,19.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,5.0,1.0,20180721013809.0,21094.0,0.0,0.0
156,,,,,19.5,0.8,-19.5,0.87,142.5,0.8,142.5,0.87,-19.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,2.0,0.0,20180721013812.0,11077.0,0.0,0.0
157,,,,,19.5,0.8,-19.5,0.87,142.5,0.8,142.5,0.87,-19.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,2.0,0.0,20180721013812.0,11077.0,0.0,0.0
158,,,,,19.5,0.8,-19.5,0.87,142.5,0.8,142.5,0.87,-19.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,2.0,0.0,20180721013817.0,11077.0,0.0,0.0
159,,,,,18.5,0.8,-18.5,0.87,142.5,0.8,142.5,0.87,18.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,2.0,0.0,20180721013817.0,11077.0,0.0,0.0
160,,,,,18.5,0.8,-18.5,0.87,142.5,0.8,142.5,0.87,-18.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,2.0,1.0,20180721013825.0,21077.0,0.0,0.0
161,,,,,18.5,0.8,-18.5,0.87,141.5,0.83,142.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,7.0,2.0,1.0,20180721013825.0,21077.0,0.0,0.0
162,,,,,18.5,0.8,-18.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,54.0,1.0,20180721013833.0,21077.0,0.0,0.0
163,,,,,18.5,0.8,-18.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,54.0,1.0,20180721013833.0,21077.0,0.0,0.0
164,,,,,18.5,0.8,-18.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,51.0,1.0,20180721013836.0,21077.0,0.0,0.0
165,,,,,18.5,0.8,-18.5,0.87,141.5,0.8,141.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,51.0,1.0,20180721013836.0,21094.0,0.0,0.0
166,,,,,18.5,0.8,-18.5,0.87,141.5,0.8,141.5,0.87,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,48.0,1.0,20180721013839.0,21094.0,0.0,0.0
167,,,,,19.5,0.8,-19.5,0.87,141.5,0.8,141.5,0.87,19.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,48.0,1.0,20180721013839.0,21094.0,0.0,0.0
168,,,,,19.5,0.8,-19.5,0.87,141.5,0.83,141.5,0.87,-19.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,48.0,1.0,20180721013839.0,11077.0,0.0,0.0
169,,,,,19.5,0.8,-19.5,0.87,140.5,0.83,141.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,48.0,1.0,20180721013839.0,11077.0,0.0,0.0
170,,,,,19.5,0.8,-19.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,0.0,20180721013844.0,11077.0,0.0,0.0
171,,,,,19.5,0.8,-19.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,0.0,20180721013844.0,11077.0,0.0,0.0
172,,,,,19.5,0.8,-19.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,0.0,20180721013847.0,11077.0,0.0,0.0
173,,,,,19.5,0.8,-19.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,0.0,20180721013847.0,11095.0,0.0,0.0
174,,,,,19.5,0.8,-19.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,0.0,20180721013850.0,11095.0,0.0,0.0
175,,,,,18.5,0.8,-18.5,0.87,140.5,0.83,140.5,0.83,18.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,0.0,20180721013850.0,11095.0,0.0,0.0
176,,,,,18.5,0.8,-18.5,0.87,140.5,0.83,140.5,0.83,-18.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,1.0,20180721013855.0,21077.0,0.0,0.0
177,,,,,18.5,0.8,-18.5,0.87,139.5,0.87,140.5,0.83,139.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,42.0,1.0,20180721013855.0,21077.0,0.0,0.0
178,,,,,18.5,0.8,-18.5,0.87,139.5,0.87,139.5,0.8,139.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,34.0,1.0,20180721013903.0,21077.0,0.0,0.0
179,,,,,18.5,0.8,-18.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,34.0,1.0,20180721013903.0,21077.0,0.0,0.0
180,,,,,18.5,0.8,-18.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,28.0,1.0,20180721013909.0,21077.0,0.0,0.0
181,,,,,17.5,0.87,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,28.0,1.0,20180721013909.0,21077.0,0.0,0.0
182,,,,,17.5,0.87,-17.5,0.8,139.5,0.8,139.5,0.83,-17.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,28.0,1.0,20180721013909.0,21095.0,0.0,0.0
183,,,,,17.5,0.87,-17.5,0.8,139.5,0.8,139.5,0.87,-17.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,25.0,1.0,20180721013911.0,21095.0,0.0,0.0
184,,,,,18.5,0.87,-18.5,0.8,139.5,0.8,139.5,0.87,18.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,25.0,1.0,20180721013911.0,21095.0,0.0,0.0
185,,,,,18.5,0.87,-18.5,0.8,139.5,0.83,139.5,0.87,-18.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,25.0,1.0,20180721013911.0,11077.0,0.0,0.0
186,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,139.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,17.0,1.0,20180721013920.0,11077.0,0.0,0.0
187,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,17.0,1.0,20180721013920.0,11077.0,0.0,0.0
188,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,0.0,20180721013921.0,11077.0,0.0,0.0
189,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,0.0,20180721013921.0,11077.0,0.0,0.0
190,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,0.0,20180721013923.0,11077.0,0.0,0.0
191,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,0.0,20180721013923.0,11094.0,0.0,0.0
192,,,,,18.5,0.87,-18.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,0.0,20180721013925.0,11094.0,0.0,0.0
193,,,,,17.5,0.87,-17.5,0.8,138.5,0.83,138.5,0.83,17.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,0.0,20180721013925.0,11094.0,0.0,0.0
194,,,,,17.5,0.87,-17.5,0.8,138.5,0.83,138.5,0.83,-17.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,1.0,20180721013940.0,21077.0,0.0,0.0
195,,,,,17.5,0.87,-17.5,0.8,141.5,0.83,138.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,31.0,0.0,1,6.0,16.0,1.0,20180721013940.0,21077.0,0.0,0.0
196,,,,,17.5,0.87,-17.5,0.8,141.5,0.83,141.5,0.83,141.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,6.0,9.0,1.0,20180721013948.0,21077.0,0.0,0.0
197,,,,,16.5,0.8,-16.5,0.8,141.5,0.83,141.5,0.83,16.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,6.0,9.0,1.0,20180721013948.0,21077.0,0.0,0.0
198,,,,,16.5,0.8,-16.5,0.87,141.5,0.83,141.5,0.83,-16.5,,0.0,^,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,6.0,9.0,1.0,20180721013949.0,21075^11077,0.0,0.0
199,,,,,16.5,0.8,-16.5,0.87,140.5,0.91,141.5,0.77,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,6.0,9.0,1.0,20180721013949.0,11077.0,0.0,0.0
200,,,,,16.5,0.8,-16.5,0.87,140.5,0.91,140.5,0.77,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,6.0,1.0,1.0,20180721013957.0,11077.0,0.0,0.0
201,,,,,16.5,0.8,-16.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,6.0,1.0,1.0,20180721013957.0,11077.0,0.0,0.0
202,,,,,16.5,0.8,-16.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,5.0,53.0,1.0,20180721014005.0,11077.0,0.0,0.0
203,,,,,15.5,0.91,-15.5,0.87,140.5,0.83,140.5,0.83,15.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,5.0,53.0,1.0,20180721014005.0,11077.0,0.0,0.0
204,,,,,15.5,0.91,-15.5,0.77,140.5,0.83,140.5,0.83,-15.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,5.0,53.0,1.0,20180721014005.0,11077.0,0.0,0.0
205,,,,,15.5,0.91,-15.5,0.77,143.5,0.83,140.5,0.83,143.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,43.0,43,34.0,0.0,1,5.0,53.0,1.0,20180721014005.0,11077.0,0.0,0.0
206,,,,,15.5,0.91,-15.5,0.77,143.5,0.83,143.5,0.83,143.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,46.0,46,34.0,0.0,1,5.0,50.0,1.0,20180721014006.0,11077.0,0.0,0.0
207,,,,,17.5,0.83,-17.5,0.77,143.5,0.83,143.5,0.83,17.5,,0.0,,,,5,12.0,10,4.0,3,4,3.0,0,30.8,37.5,46.0,46,34.0,0.0,1,5.0,50.0,1.0,20180721014006.0,11077.0,0.0,0.0
