,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
33,,,4.0,2.5,0.0,-2.5,0.0,2.0,,1.0,6.0,5,4,22.0,21,21,12.0,11,11,1.0,2,3,4.0,11,3,50.0,73.3,52.4,70,68,0,1,0.0,19.0,1.0,20181020104947.0,11077.0
34,,,4.0,2.5,0.0,-2.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,12.0,11,11,1.0,2,3,4.0,11,3,50.0,73.3,52.4,70,68,0,1,0.0,11.0,0.0,20181020104954.0,11077.0
35,,,4.0,2.5,0.0,-2.5,0.0,1.0,^,1.0,6.0,5,4,22.0,21,21,12.0,11,11,1.0,2,3,5.0,11,3,50.0,73.3,52.4,70,68,0,1,0.0,10.0,0.0,20181020105002.0,21086^11077
36,,,4.0,3.5,0.0,-3.5,0.0,2.0,1:2,1.0,6.0,5,4,22.0,21,21,12.0,11,11,1.0,2,3,5.0,11,3,50.0,73.3,52.4,70,68,0,1,0.0,10.0,0.0,20181020105003.0,11078.0
37,,,4.0,3.5,0.0,-3.5,0.0,2.0,1:2^2:2,1.0,6.0,5,4,22.0,21,21,12.0,11,11,1.0,2,3,5.0,11,3,75.0,73.3,52.4,71,68,0,1,0.0,10.0,0.0,20181020105023.0,11079^11078
38,,,4.0,3.5,0.0,-3.5,0.0,1.0,2:2^,1.0,6.0,5,4,22.0,21,21,13.0,11,11,1.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,10.0,0.0,20181020105041.0,11079^21077
39,44.0,5.0,4.0,3.5,0.0,-3.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,10.0,0.0,20181020105045.0,21081.0
40,,,4.0,3.5,0.0,-3.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,10.0,1.0,20181020105224.0,21077.0
41,,,4.0,3.5,0.0,-3.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,9.0,1.0,20181020105224.0,21077.0
42,,,4.0,3.5,0.0,-3.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,10.0,1.0,20181020105225.0,21077.0
43,,,4.0,4.5,0.0,-4.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,4.0,1.0,20181020105230.0,11077.0
44,,,4.0,4.5,0.0,-4.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,5.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,4.0,1.0,20181020105235.0,11077.0
45,,,4.0,4.5,0.0,-4.5,0.0,1.0,^,1.0,6.0,5,4,22.0,21,21,13.0,11,11,2.0,2,3,6.0,11,3,76.5,73.3,52.4,72,68,0,1,0.0,4.0,1.0,20181020105242.0,21086^11077
46,,,4.0,5.5,0.0,-5.5,0.0,1.0,1:2,1.0,6.0,5,4,22.0,21,21,14.0,11,11,2.0,2,3,6.0,11,3,77.8,73.3,52.4,72,68,0,1,0.0,4.0,1.0,20181020105242.0,11078.0
47,,,4.0,5.5,0.0,-5.5,0.0,1.0,2:2^,1.0,6.0,5,4,22.0,21,21,15.0,11,11,2.0,2,3,6.0,11,3,78.9,73.3,52.4,74,68,0,1,0.0,4.0,1.0,20181020105324.0,11079^21077
48,,,4.0,5.5,0.0,-5.5,0.0,1.0,2:2^,1.0,6.0,5,4,22.0,21,21,15.0,11,11,2.0,2,3,6.0,11,3,78.9,73.3,52.4,74,68,0,1,0.0,4.0,1.0,20181020105330.0,11079^21077
49,,,4.0,5.5,0.0,-5.5,0.0,1.0,2:2^,1.0,6.0,5,4,22.0,21,21,15.0,11,11,2.0,2,3,6.0,11,3,78.9,73.3,52.4,74,68,0,1,0.0,3.0,1.0,20181020105331.0,11079^21077
50,,,4.0,5.5,0.0,-5.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,15.0,11,11,2.0,2,3,6.0,11,3,78.9,73.3,52.4,74,68,0,1,0.0,0.0,0.0,20181020105335.0,21077.0
51,,,4.0,5.5,0.0,-5.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,15.0,11,11,2.0,2,3,6.0,11,3,78.9,73.3,52.4,74,68,0,1,0.0,0.0,0.0,20181020105350.0,21077.0
52,,,4.0,5.5,0.0,-5.5,0.0,1.0,,1.0,6.0,5,4,22.0,21,21,15.0,11,11,2.0,2,3,6.0,11,3,78.9,73.3,52.4,74,68,0,1,0.0,0.0,0.0,20181020105350.0,1084.0
