,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,3.0,23.5,0.8695652173913043,-23.5,0.8,231.5,0.8333333333333334,231.5,0.8333333333333334,,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,15.0,0,20181028014125,11077
1,,,3.0,23.5,0.8695652173913043,-23.5,0.8,231.5,0.8333333333333334,231.5,0.8333333333333334,,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,15.0,0,20181028014157.0,11077
2,,,3.0,23.5,0.8695652173913043,-23.5,0.8,231.5,0.8333333333333334,231.5,0.8333333333333334,,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,15.0,0,20181028014206.0,11077
3,,,3.0,23.5,0.8695652173913043,-23.5,0.8,231.5,0.8333333333333334,231.5,0.8333333333333334,,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,15.0,1.0,20181028014309.0,11077
4,,,3.0,23.5,0.8695652173913043,-23.5,0.8,230.5,0.8695652173913043,230.5,0.8,,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,6.0,1.0,20181028014318.0,11077
5,,,3.0,23.5,0.8695652173913043,-23.5,0.8,230.5,0.8333333333333334,230.5,0.8333333333333334,,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,1.0,0.0,20181028014324.0,11077
6,,,3.0,22.5,0.8695652173913043,-22.5,0.8,230.5,0.8333333333333334,230.5,0.8333333333333334,19.0,^,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,1.0,0.0,20181028014327.0,11086^21077
7,,,3.0,22.5,0.8695652173913043,-22.5,0.8,230.5,0.8333333333333334,230.5,0.8333333333333334,19.0,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,1.0,0.0,20181028014327.0,21077.0
8,,,3.0,22.5,0.8695652173913043,-22.5,0.8,230.5,0.8333333333333334,230.5,0.8333333333333334,19.0,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,4.0,1.0,1.0,20181028014347.0,21077.0
9,,,3.0,22.5,0.8695652173913043,-22.5,0.8,229.5,0.8695652173913043,229.5,0.8,19.0,,,9.0,5.0,25.0,21.0,13.0,8.0,4,2.0,2.0,4.0,86.7,100.0,90,65,0,1,3.0,55.0,0.0,20181028014353.0,21077.0
