,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,4.0,33.5,0.9090909090909091,-33.5,0.7692307692307693,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,42.0,0,20181108014646,11077
1,4.0,33.5,0.9090909090909091,-33.5,0.7692307692307693,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,42.0,1.0,20181108014652.0,11077
2,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,42.0,1.0,20181108014653.0,21077.0
3,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,33.0,1.0,20181108014701.0,21077.0
4,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,25.0,1.0,20181108014710.0,21077.0
5,4.0,33.5,1.0,-33.5,0.7142857142857143,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,16.0,1.0,20181108014719.0,11077.0
6,4.0,32.5,1.0,-32.5,0.7142857142857143,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,11.0,1.0,20181108014724.0,21077.0
7,4.0,32.5,1.0,-32.5,0.7142857142857143,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,10.0,1.0,20181108014724.0,21077.0
8,4.0,32.5,1.0,-32.5,0.7142857142857143,,,,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,49,0,1,3.0,2.0,1.0,20181108014733.0,21077.0
9,4.0,31.5,0.0,-31.5,0.0,,^,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,57.0,1.0,20181108014737.0,21075^11077
10,4.0,31.5,0.0,-31.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,56.0,1.0,20181108014739.0,11077.0
11,4.0,31.5,0.0,-31.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,47.0,1.0,20181108014747.0,11077.0
12,4.0,31.5,0.0,-31.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,45.0,0.0,20181108014750.0,11077.0
13,4.0,30.5,0.0,-30.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,45.0,1.0,20181108014812.0,11077.0
14,4.0,30.5,0.0,-30.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,44.0,1.0,20181108014812.0,11077.0
15,4.0,30.5,0.0,-30.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,44.0,1.0,20181108014813.0,11077.0
16,4.0,30.5,0.0,-30.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,35.0,1.0,20181108014821.0,11077.0
17,4.0,30.5,0.0,-30.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,34.0,1.0,20181108014822.0,11077.0
18,4.0,30.5,0.0,-30.5,0.0,,,3.0,5,2,,26,14,,16,15,3,1,,0,2,,84.2,78.9,83,52,0,1,2.0,33.0,1.0,20181108014822.0,11077.0
