,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
735,44.0,5.0,第3节,第3节,19.5,0.83,-18.5,0.83,128.5,0.83,128.5,0.83,-18.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,43.0,1.0,20180701173041.0,21077.0,,0.0,0.0
736,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,128.5,0.83,127.5,0.83,18.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,43.0,1.0,20180701173041.0,21077.0,,0.0,0.0
737,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,43.0,1.0,20180701173041.0,21077.0,,0.0,0.0
738,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,38.0,1.0,20180701173046.0,21077.0,,0.0,0.0
739,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,1.0,1.0,5.0,GD,38.0,1.0,20180701173046.0,21077.0,,0.0,0.0
740,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,1.0,1.0,5.0,GD,38.0,1.0,20180701173046.0,21077.0,,0.0,0.0
741,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,1.0,1.0,5.0,GD,38.0,1.0,20180701173046.0,21077.0,,0.0,0.0
742,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,1.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,21077.0,,0.0,0.0
743,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,21077.0,,0.0,0.0
744,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,21077.0,,0.0,0.0
745,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,,,6.0,3.0,1.0,,,54.5,31.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,21077.0,,0.0,0.0
746,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,31.0,33.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,21074.0,,0.0,0.0
747,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,11077.0,,0.0,0.0
748,44.0,5.0,第3节,第3节,18.5,0.87,-17.5,0.8,127.5,0.83,127.5,0.83,-17.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,11077.0,,0.0,0.0
749,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,127.5,0.83,129.5,0.83,17.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,11077.0,,0.0,0.0
750,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,37.0,1.0,20180701173048.0,11077.0,,0.0,0.0
751,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,36.0,1.0,20180701173050.0,11077.0,,0.0,0.0
752,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,36.0,0.0,20180701173050.0,11077.0,,0.0,0.0
753,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
754,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,21086.0,,0.0,0.0
755,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
756,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,1.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
757,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,1.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
758,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,1.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
759,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,1.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
760,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
761,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
762,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
763,44.0,5.0,第3节,第3节,17.5,0.91,-17.5,0.77,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
764,44.0,5.0,第3节,第3节,17.5,0.91,-17.5,0.77,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11078.0,,0.0,0.0
765,44.0,5.0,第3节,第3节,17.5,0.91,-17.5,0.77,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,62.5,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11080.0,,0.0,0.0
766,44.0,5.0,第3节,第3节,17.5,0.8,-17.5,0.87,128.5,0.83,128.5,0.83,128.5,2.0,9241099.0,2:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,62.5,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11078.0,,0.0,0.0
767,44.0,5.0,第3节,第3节,17.5,0.8,-17.5,0.87,128.5,0.83,128.5,0.83,128.5,2.0,9241099.0,2:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11080.0,,0.0,0.0
768,44.0,5.0,第3节,第3节,17.5,0.83,-16.5,0.83,128.5,0.83,128.5,0.83,-16.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,21077.0,,0.0,0.0
769,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,128.5,0.83,128.5,0.83,16.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
770,44.0,5.0,第3节,第3节,16.5,0.83,-17.5,0.83,128.5,0.83,128.5,0.83,-17.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
771,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,128.5,0.83,127.5,0.83,17.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
772,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,0.0,20180701173114.0,11077.0,,0.0,0.0
773,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,1.0,20180701173206.0,11077.0,,0.0,0.0
774,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,14.0,1.0,20180701173206.0,11077.0,,0.0,0.0
775,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,1.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11077.0,,0.0,0.0
776,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,2.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,21086.0,,0.0,0.0
777,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,2.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11077.0,,0.0,0.0
778,44.0,5.0,第3节,第3节,17.5,0.8,-18.5,0.87,127.5,0.83,127.5,0.83,-18.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,2.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11078.0,,0.0,0.0
779,44.0,5.0,第3节,第3节,18.5,0.8,-18.5,0.87,127.5,0.83,129.5,0.83,18.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,2.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11078.0,,0.0,0.0
780,44.0,5.0,第3节,第3节,18.5,0.8,-18.5,0.87,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,,6.0,3.0,1.0,2.0,55.6,54.5,33.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11078.0,,0.0,0.0
781,44.0,5.0,第3节,第3节,18.5,0.8,-18.5,0.87,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,6.0,6.0,3.0,1.0,2.0,60.0,54.5,46.0,45.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11079.0,,0.0,0.0
782,44.0,5.0,第3节,第3节,18.5,0.8,-18.5,0.87,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,2:2,,6.0,3.0,11.0,9.0,6.0,6.0,3.0,1.0,2.0,60.0,54.5,33.0,46.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11078.0,,0.0,0.0
783,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,2:2,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,47.0,46.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,11079.0,,0.0,0.0
784,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,21077.0,,0.0,0.0
785,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,130.5,0.83,130.5,0.83,130.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,5.0,GD,10.0,0.0,20180701173211.0,21077.0,,0.0,0.0
786,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,130.5,0.83,130.5,0.83,130.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,5.0,GD,10.0,1.0,20180701173308.0,21077.0,,0.0,0.0
787,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,130.5,0.83,130.5,0.83,130.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,5.0,GD,9.0,1.0,20180701173308.0,21077.0,,0.0,0.0
788,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,130.5,0.83,130.5,0.83,130.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,9.0,1.0,20180701173321.0,11077.0,,0.0,0.0
789,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,130.5,0.83,130.5,0.83,130.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,56.0,1.0,20180701173321.0,11077.0,,0.0,0.0
790,44.0,5.0,第3节,第3节,18.5,0.83,-19.5,0.83,130.5,0.83,130.5,0.83,-19.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,56.0,1.0,20180701173321.0,11077.0,,0.0,0.0
791,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,130.5,0.83,129.5,0.83,19.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,56.0,1.0,20180701173321.0,11077.0,,0.0,0.0
792,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,56.0,1.0,20180701173321.0,11077.0,,0.0,0.0
793,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,129.5,0.83,129.5,0.83,129.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,56.0,1.0,20180701173323.0,11077.0,,0.0,0.0
794,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,128.5,0.83,128.5,0.83,128.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,56.0,1.0,20180701173323.0,11077.0,,0.0,0.0
795,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,128.5,0.83,128.5,0.83,128.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,38.0,1.0,20180701173339.0,11077.0,,0.0,0.0
796,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,128.5,0.83,128.5,0.83,128.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,38.0,1.0,20180701173339.0,11077.0,,0.0,0.0
797,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,128.5,0.83,128.5,0.83,128.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,38.0,1.0,20180701173341.0,11077.0,,0.0,0.0
798,44.0,5.0,第3节,第3节,19.5,0.83,-18.5,0.83,128.5,0.83,128.5,0.83,-18.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,38.0,1.0,20180701173341.0,11077.0,,0.0,0.0
799,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,128.5,0.83,127.5,0.83,18.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,38.0,1.0,20180701173341.0,11077.0,,0.0,0.0
800,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,38.0,1.0,20180701173341.0,11077.0,,0.0,0.0
801,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,34.0,1.0,20180701173343.0,11077.0,,0.0,0.0
802,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,34.0,1.0,20180701173343.0,21077.0,,0.0,0.0
803,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,34.0,1.0,20180701173344.0,21077.0,,0.0,0.0
804,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,34.0,1.0,20180701173344.0,11077.0,,0.0,0.0
805,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,25.0,1.0,20180701173352.0,11077.0,,0.0,0.0
806,44.0,5.0,第3节,第3节,18.5,0.83,-19.5,0.83,127.5,0.83,127.5,0.83,-19.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,25.0,1.0,20180701173352.0,11077.0,,0.0,0.0
807,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,127.5,0.83,127.5,0.83,19.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,25.0,1.0,20180701173353.0,11077.0,,0.0,0.0
808,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,127.5,0.83,127.5,0.83,19.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,25.0,1.0,20180701173353.0,11077.0,,0.0,0.0
809,44.0,5.0,第3节,第3节,19.5,0.83,-19.5,0.83,127.5,0.83,127.5,0.83,19.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,11.0,1.0,20180701173406.0,11077.0,,0.0,0.0
810,44.0,5.0,第3节,第3节,19.5,0.83,-18.5,0.83,127.5,0.83,127.5,0.83,-18.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,11.0,1.0,20180701173406.0,21077.0,,0.0,0.0
811,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,127.5,0.83,126.5,0.83,18.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,11.0,1.0,20180701173406.0,21077.0,,0.0,0.0
812,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,126.5,0.83,126.5,0.83,126.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,11.0,1.0,20180701173406.0,21077.0,,0.0,0.0
813,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,126.5,0.83,126.5,0.83,126.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,1.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,21077.0,,0.0,0.0
814,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,126.5,0.83,126.5,0.83,126.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,2.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,11086.0,,0.0,0.0
815,44.0,5.0,第3节,第3节,18.5,0.8,-18.5,0.87,126.5,0.83,126.5,0.83,126.5,2.0,9241099.0,,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,2.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,21077.0,,0.0,0.0
816,44.0,5.0,第3节,第3节,18.5,0.87,-17.5,0.8,126.5,0.83,126.5,0.83,-17.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,2.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,21078.0,,0.0,0.0
817,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,126.5,0.83,127.5,0.83,17.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,2.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,21078.0,,0.0,0.0
818,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,7.0,6.0,3.0,2.0,2.0,63.6,54.5,33.0,47.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,21078.0,,0.0,0.0
819,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,127.5,0.83,127.5,0.83,127.5,2.0,9241099.0,1:2,,6.0,3.0,11.0,9.0,7.0,7.0,3.0,2.0,2.0,63.6,58.3,33.0,34.0,0.0,1.0,4.0,GD,8.0,0.0,20180701173414.0,21079.0,,0.0,0.0
