,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
292,44.0,5.0,,第1节,23.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,0.0,0.0,GD,47.0,1.0,20180701164731.0,11077.0,,0.0,0.0
293,44.0,5.0,,第1节,23.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,47.0,1.0,20180701164731.0,11077.0,,0.0,0.0
294,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,34.0,1.0,20180701164745.0,21077.0,,0.0,0.0
295,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,34.0,1.0,20180701164745.0,21077.0,,0.0,0.0
296,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,34.0,1.0,20180701164746.0,21077.0,,0.0,0.0
297,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,34.0,1.0,20180701164746.0,21077.0,,0.0,0.0
298,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,0.0,0.0,GD,29.0,1.0,20180701164752.0,21077.0,,0.0,0.0
299,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,0.0,0.0,GD,29.0,0.0,20180701164752.0,21077.0,,0.0,0.0
300,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,21077.0,,0.0,0.0
301,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,11086.0,,0.0,0.0
302,44.0,5.0,,第1节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,1.0,9241099.0,,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,21077.0,,0.0,0.0
303,44.0,5.0,,第1节,23.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,-22.5,1.0,9241099.0,1:2,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,21078.0,,0.0,0.0
304,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,1:2,,,,,,,,,,,,,8.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,21079.0,,0.0,0.0
305,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,2:2,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,21078.0,,0.0,0.0
306,44.0,5.0,,第1节,22.5,0.8,-22.5,0.87,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,2:2,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,29.0,0.0,20180701164753.0,21080.0,,0.0,0.0
307,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,29.0,1.0,20180701164827.0,21077.0,,0.0,0.0
308,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,29.0,1.0,20180701164827.0,11077.0,,0.0,0.0
309,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,25.0,1.0,20180701164830.0,11077.0,,0.0,0.0
310,44.0,5.0,,第1节,22.5,0.87,-22.5,0.8,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,25.0,1.0,20180701164830.0,11077.0,,0.0,0.0
311,44.0,5.0,,第1节,22.5,0.87,-22.5,0.8,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,25.0,1.0,20180701164831.0,11077.0,,0.0,0.0
312,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,25.0,1.0,20180701164831.0,11077.0,,0.0,0.0
313,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,10.0,1.0,20180701164844.0,11077.0,,0.0,0.0
314,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,10.0,1.0,20180701164844.0,21077.0,,0.0,0.0
315,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,5.0,1.0,20180701164849.0,21077.0,,0.0,0.0
316,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,5.0,1.0,20180701164849.0,21077.0,,0.0,0.0
317,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,5.0,1.0,20180701164851.0,21077.0,,0.0,0.0
318,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,5.0,0.0,20180701164851.0,21077.0,,0.0,0.0
319,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,0.0,GD,0.0,0.0,20180701164855.0,21077.0,,0.0,0.0
320,44.0,5.0,,第1节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,1.0,,,,,,,,,,,,,9.0,22.0,0.0,1.0,10.0,GD,0.0,0.0,20180701164855.0,1082.0,,0.0,0.0
321,44.0,5.0,,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,1.0,9241099.0,1.0,,,,,,,,,,,,,9.0,22.0,0.0,1.0,10.0,GD,0.0,0.0,20180701164855.0,1082.0,,0.0,0.0
322,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,10.0,GD,0.0,1.0,20180701165119.0,1088.0,,0.0,0.0
323,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,10.0,GD,0.0,1.0,20180701165119.0,21077.0,,0.0,0.0
324,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,57.0,1.0,20180701165121.0,21077.0,,0.0,0.0
325,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,57.0,1.0,20180701165121.0,21077.0,,0.0,0.0
326,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,49.0,1.0,20180701165129.0,21077.0,,0.0,0.0
327,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,49.0,1.0,20180701165129.0,21077.0,,0.0,0.0
328,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,49.0,1.0,20180701165131.0,21077.0,,0.0,0.0
329,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,49.0,1.0,20180701165131.0,21077.0,,0.0,0.0
330,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,41.0,1.0,20180701165137.0,21077.0,,0.0,0.0
331,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,41.0,1.0,20180701165137.0,11077.0,,0.0,0.0
332,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,41.0,1.0,20180701165139.0,11077.0,,0.0,0.0
333,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,41.0,0.0,20180701165139.0,11077.0,,0.0,0.0
334,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,30.0,0.0,20180701165154.0,11077.0,,0.0,0.0
335,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,30.0,1.0,20180701165154.0,11077.0,,0.0,0.0
336,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,30.0,1.0,20180701165159.0,11077.0,,0.0,0.0
337,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,30.0,1.0,20180701165159.0,21077.0,,0.0,0.0
338,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,28.0,1.0,20180701165201.0,21077.0,,0.0,0.0
339,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,28.0,1.0,20180701165201.0,21077.0,,0.0,0.0
340,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,17.0,1.0,20180701165212.0,21077.0,,0.0,0.0
341,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,17.0,1.0,20180701165212.0,11077.0,,0.0,0.0
342,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,22.0,0.0,1.0,9.0,GD,17.0,1.0,20180701165212.0,11074.0,,0.0,0.0
343,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,9.0,GD,17.0,1.0,20180701165212.0,21077.0,,0.0,0.0
344,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,54.0,1.0,20180701165235.0,21077.0,,0.0,0.0
345,44.0,5.0,第2节,第2节,22.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,-23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,54.0,1.0,20180701165235.0,21077.0,,0.0,0.0
346,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,54.0,1.0,20180701165236.0,21077.0,,0.0,0.0
347,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,54.0,0.0,20180701165236.0,21077.0,,0.0,0.0
348,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,0.0,20180701165301.0,21077.0,,0.0,0.0
349,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,0.0,20180701165301.0,11086.0,,0.0,0.0
350,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,0.0,20180701165301.0,21077.0,,0.0,0.0
351,44.0,5.0,第2节,第2节,23.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,-22.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,0.0,20180701165301.0,21078.0,,0.0,0.0
352,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,0.0,20180701165301.0,21078.0,,0.0,0.0
353,44.0,5.0,第2节,第2节,22.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,-23.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,0.0,20180701165301.0,21078.0,,0.0,0.0
354,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,1.0,20180701165326.0,21078.0,,0.0,0.0
355,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,30.0,1.0,20180701165326.0,21078.0,,0.0,0.0
356,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,0.0,8.0,GD,29.0,1.0,20180701165329.0,21078.0,,0.0,0.0
357,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,0.0,8.0,GD,29.0,0.0,20180701165329.0,21078.0,,0.0,0.0
358,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,1:2,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,29.0,0.0,20180701165329.0,21078.0,,0.0,0.0
359,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,29.0,0.0,20180701165329.0,11086.0,,0.0,0.0
360,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,0.0,8.0,GD,29.0,0.0,20180701165329.0,21077.0,,0.0,0.0
361,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,0.0,8.0,GD,29.0,1.0,20180701165348.0,21077.0,,0.0,0.0
362,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,29.0,1.0,20180701165348.0,21077.0,,0.0,0.0
363,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,27.0,1.0,20180701165349.0,21077.0,,0.0,0.0
364,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,27.0,1.0,20180701165349.0,21077.0,,0.0,0.0
365,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,23.0,1.0,20180701165353.0,21077.0,,0.0,0.0
366,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,23.0,1.0,20180701165353.0,11077.0,,0.0,0.0
367,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,23.0,1.0,20180701165354.0,11077.0,,0.0,0.0
368,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,23.0,1.0,20180701165354.0,21077.0,,0.0,0.0
369,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,9.0,1.0,20180701165407.0,21077.0,,0.0,0.0
370,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,9.0,1.0,20180701165407.0,21077.0,,0.0,0.0
371,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,9.0,1.0,20180701165408.0,21077.0,,0.0,0.0
372,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,9.0,24.0,0.0,1.0,8.0,GD,9.0,1.0,20180701165408.0,21074.0,,0.0,0.0
373,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,8.0,GD,9.0,1.0,20180701165408.0,11077.0,,0.0,0.0
374,44.0,5.0,第2节,第2节,23.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,-21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,8.0,GD,9.0,1.0,20180701165408.0,11077.0,,0.0,0.0
375,44.0,5.0,第2节,第2节,21.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,8.0,GD,3.0,1.0,20180701165413.0,11077.0,,0.0,0.0
376,44.0,5.0,第2节,第2节,21.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,8.0,GD,3.0,1.0,20180701165413.0,11077.0,,0.0,0.0
377,44.0,5.0,第2节,第2节,21.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,8.0,GD,2.0,1.0,20180701165415.0,11077.0,,0.0,0.0
378,44.0,5.0,第2节,第2节,21.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,8.0,GD,2.0,0.0,20180701165415.0,11077.0,,0.0,0.0
379,44.0,5.0,第2节,第2节,21.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11077.0,,0.0,0.0
380,44.0,5.0,第2节,第2节,21.5,0.87,-21.5,0.8,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,21086.0,,0.0,0.0
381,44.0,5.0,第2节,第2节,21.5,0.83,-21.5,0.83,129.5,0.83,129.5,0.83,21.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11077.0,,0.0,0.0
382,44.0,5.0,第2节,第2节,21.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,-23.5,2.0,9241099.0,1:3,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
383,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,1:3,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
384,44.0,5.0,第2节,第2节,23.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,-22.5,2.0,9241099.0,1:3,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
385,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,1:3,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11080.0,,0.0,0.0
386,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,2:3,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
387,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,2:3,,,,,,,,,,,,,11.0,24.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11079.0,,0.0,0.0
388,44.0,5.0,第2节,第2节,22.5,0.83,-22.5,0.83,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,3:3,,,,,,,,,,,,,11.0,25.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
389,44.0,5.0,第2节,第2节,22.5,0.87,-22.5,0.8,129.5,0.83,129.5,0.83,22.5,2.0,9241099.0,3:3,,,,,,,,,,,,,11.0,25.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
390,44.0,5.0,第2节,第2节,22.5,0.8,-23.5,0.87,129.5,0.83,129.5,0.83,-23.5,2.0,9241099.0,3:3,,,,,,,,,,,,,11.0,25.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11078.0,,0.0,0.0
391,44.0,5.0,第2节,第2节,23.5,0.8,-23.5,0.87,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,3:3,,,,,,,,,,,,,11.0,25.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,11079.0,,0.0,0.0
392,44.0,5.0,第2节,第2节,23.5,0.8,-23.5,0.87,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,26.0,0.0,1.0,7.0,GD,46.0,0.0,20180701165435.0,21077.0,,0.0,0.0
393,44.0,5.0,第2节,第2节,23.5,0.8,-23.5,0.87,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,26.0,0.0,1.0,7.0,GD,46.0,1.0,20180701165535.0,21077.0,,0.0,0.0
394,44.0,5.0,第2节,第2节,23.5,0.8,-23.5,0.87,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,26.0,0.0,1.0,7.0,GD,46.0,1.0,20180701165535.0,21077.0,,0.0,0.0
395,44.0,5.0,第2节,第2节,23.5,0.8,-23.5,0.87,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,26.0,0.0,1.0,7.0,GD,45.0,1.0,20180701165536.0,21077.0,,0.0,0.0
396,44.0,5.0,第2节,第2节,23.5,0.83,-23.5,0.83,129.5,0.83,129.5,0.83,23.5,2.0,9241099.0,,,,,,,,,,,,,,11.0,26.0,0.0,1.0,7.0,GD,45.0,1.0,20180701165536.0,11077.0,,0.0,0.0
