,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,-1.5,0.91,1.5,0.77,162.5,0.8,162.5,0.87,,,,,,,7,,6,,10,,4,,7,,83.3,,44,,0.0,1,0.0,22.0,0,20180717110241,21078,0.83,0.83
1,,,,,-1.5,0.91,1.5,0.77,162.5,0.83,162.5,0.87,,,0.8,,,,7,,6,,10,,4,,7,,83.3,,39,44.0,0.0,1,0.0,22.0,0,20180717110300.0,21078,0.83,0.83
2,,,,,-1.5,0.91,1.5,0.77,162.5,0.83,162.5,0.83,,,0.87,1:2^2:2,,,7,,6,,10,,4,,7,,83.3,,39,44.0,0.0,1,0.0,22.0,0,20180717110300.0,21079^21078,0.83,0.83
3,,,,,-1.5,0.91,1.5,0.77,163.5,0.8,162.5,0.83,163.5,,0.77,1:2^2:2,,,7,,6,,10,,4,,7,,83.3,,39,44.0,0.0,1,0.0,22.0,0,20180717110300.0,21079^21078,0.83,0.83
4,,,,,-1.5,0.91,1.5,0.77,163.5,0.8,163.5,0.87,163.5,,0.91,1:2^2:2,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,22.0,0,20180717110320.0,21079^21078,0.83,0.83
5,,,,,-1.5,0.87,1.5,0.8,163.5,0.8,163.5,0.87,163.5,,0.91,2:2^,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,22.0,0,20180717110320.0,21079^11077,0.83,0.83
6,,,,,-1.5,0.87,1.5,0.8,163.5,0.8,163.5,0.87,163.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,22.0,1.0,20180717110320.0,11077.0,0.83,0.83
7,,,,,-1.5,0.87,1.5,0.8,163.5,0.8,163.5,0.87,163.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,21.0,1.0,20180717110321.0,11077.0,0.83,0.83
8,,,,,-1.5,0.87,1.5,0.8,163.5,0.8,163.5,0.87,163.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,21.0,0.0,20180717110321.0,11077.0,0.83,0.83
9,,,,,-1.5,0.87,1.5,0.8,163.5,0.8,163.5,0.87,163.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,21.0,0.0,20180717110326.0,11077.0,0.83,0.83
10,,,,,-1.5,0.87,1.5,0.8,163.5,0.8,163.5,0.87,163.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,21.0,1.0,20180717110326.0,11077.0,0.83,0.83
11,,,,,-1.5,0.87,1.5,0.8,162.5,0.83,163.5,0.83,162.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,21.0,1.0,20180717110326.0,11077.0,0.83,0.83
12,,,,,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,13.0,1.0,20180717110334.0,11077.0,0.83,0.83
13,,,,,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,13.0,1.0,20180717110334.0,11077.0,0.83,0.83
14,,,,,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,11.0,1.0,20180717110336.0,11077.0,0.83,0.83
15,,,,,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,11.0,1.0,20180717110336.0,11095.0,0.83,0.83
16,,,,,-1.5,0.87,1.5,0.8,164.5,0.83,162.5,0.83,164.5,,0.91,,,,7,,6,,10,,4,,7,,83.3,,40,44.0,0.0,1,0.0,11.0,1.0,20180717110336.0,11077.0,0.83,0.83
17,,,,,-1.5,0.87,1.5,0.8,164.5,0.83,164.5,0.83,164.5,,0.77,,,,7,,6,,10,,4,,7,,83.3,46.0,40,46.0,0.0,1,0.0,9.0,1.0,20180717110338.0,11077.0,0.83,0.83
18,,,,,1.5,0.8,-1.5,0.8,164.5,0.83,164.5,0.83,1.5,,0.77,,,,7,,6,,10,,4,,7,,83.3,46.0,40,46.0,0.0,1,0.0,9.0,1.0,20180717110338.0,11077.0,0.83,0.83
19,,,,,1.5,0.8,-1.5,0.87,164.5,0.83,164.5,0.83,-1.5,,0.77,^,,,7,7.0,6,,10,,4,,7,,83.3,46.0,40,46.0,0.0,1,0.0,9.0,1.0,20180717110338.0,11074^21077,0.83,0.83
20,,,,,1.5,0.8,-1.5,0.87,164.5,0.83,164.5,0.83,-1.5,,0.77,,,,7,7.0,6,,10,,4,,7,,83.3,46.0,40,46.0,0.0,1,0.0,9.0,0.0,20180717110339.0,21077.0,0.83,0.83
